text,label
자주 이용하는 숙소인데 화장실 바디워시가 고정되지 않아 자꾸 떨어지니 확인 부탁드립니다.,0
친절한 응대에 기분 좋게 들어왔으나 침대에 이물이 묻어 있어 당황했습니다. 퇴실 준비 중 독촉하는 부분이 약간 불편했습니다. 다른 부분은 대체적으로 만족합니다.,0
그럭저럭잘만해요,1
침실에서 화장실이 보이지 않는 점은 좋습니다. 대신 샤워기 호스에서 물이 새고 있어서 샤워기 수압이 매우 약했습니다. 침실 위쪽에 사슴 머리 조각상이 여러 개 있는데 누울 때마다 시선이 느껴지는 느낌 말고는 편안하게 잘 쉬다 갑니다.,0
카운터 직원이 질문을 해도 대꾸도 안하고 불친절했음 숙소도 홍보 많이 하길래 기대하고 갔는데 별로였고 특히 고사양이라길래 갔는데 한 대는 고사양인거 인정 근데 나머지 한대는 상태 완전 안좋았음 오버워치나 기본 검색 이런 것도 렉 엄청 걸리고 화질도 안좋고 컴퓨터 설정하느라 한시간 보냈는데도 상태 안좋아서 제대로 게임 하지도 못함 기분 잡침 다시 재방문 의사 절대 없음 그나마 장점 뽑자면 깨끗한듯,0
전주오면 여기서 잡니다 가격대비 깔끔하고 청결합니다 강추,1
사진이랑 비슷했구요 처음 들어가자마자 꿉꿉한 냄새가 좀났어요 담배냄새는 아닌데 잘모르겠어요 하얀이불 좋아해서 사진확인하고 가는데 사진이랑 달라서 좀아쉬웠어요,1
두 번째 방문인데 첫 번째 방문보다 좋았습니다. 방 수압도 좋았고 스파 욕조도 좋았습니다. 코로나 이후 조식을 다시 시작했지만 자느라 못 가서 아쉽습니다. 주차 공간도 넉넉합니다. 잘 자고 갑니다.,1
친절한 사장님 가성비 좋은 가격 감사합니다 방음이 잘 안돼서 소음이랑 방이 습해서 침구류랄지 습했던 부분은 아쉬웠네요 그 부분만 좀 더 신경써서 관리해주신다면 더 좋을것 같네요,0
출장 때문에 숙박했습니다. 시설은 청결하고 만족스러웠으나 다른 방 변기 물 내려가는 소리 방 청소 소리 윗방 발망치 소리가 너무 커서 매우 시끄러운 밤이었습니다.,0
아주 좋았습니다요 앞으로도 많이 애용하겠습니다,1
깨끗하게 잘 쉬었습니다.,1
이근처에서 퇴실이 가장 늦은 곳을 찾아서 예역을 진행했습니다 대부분의 호텔이 근처애서는 시 퇴실인데 전주호텔유는 시여서 늦게까지 늦장부리면서 자고 느즈막히 나갈 수 있어 좋았습니다 다만 불편한 점이 있다면 화장실 문이 거의 투명한 수준이라서 큰일 작은일 샤워 등 화장실에서 용무를 볼 때 함께 묵는 사람이 다 직관할 수 있어 매우 부끄럽습니다 그리고 기본 제공되는 로션 샴푸 등이 샘플이 아니라 그냥 통으로 덜렁 있습니다 비누랑 샤워타올도 덜렁 있습니다 세면대도 더러웠습니다,0
역시 잘 이용했습니다. 깔끔하고 좋습니다. 기본 방인데도 방 안에 엘리베이터 버튼도 있고 깔끔하고 예쁩니다,1
전화기 앞에 담배꽁초가 있어서 놀랬어요 청결이,0
행복한여행의시작과끝이엇습니다 아기자기하고너무너무이뻣습니다,1
사장님이 친절하시고 편안하게 잘 쉬다 갑니다.,1
숙소에 담배 냄새가 너무 심해서 환기하는 데 어려움을 겪었습니다.,0
출장으로 방문하게되었습니다 진주쪽 출장은 많지않아서 여기저기 찾다보니 이곳만한곳이 없더군요 입구쪽부터 왠지 잘골랐다하는 생각이들고 주차도 어렵지 않게 성공하고 체크인 완료하고 바에 들어와보니 역시 외관 못지않게 깔끔스레 정리정돈 잘되있고 출장을 다니다보니 요즘엔 스타일러는 기본적으로 있는거 같더군요 살균이로 두시간 돌려놓고 샤워한판하고 물도 잘나옴니다 이젠 자려고 침대 누워보니 포근한게 잠도 잘올것같네요 내일 출장 마무리 잘하고 집에빨리 가고싶네요,1
리뷰처럼 그냥 그런 곳이었어요.,0
방음이 전혀 안 됐어요.,0
재방문 의사 없습니다,0
주차장도 넓고 시설도 마음에 들어요 화장실도 깔끔하고 인테리어도 군더더기없이 깔끔해서 좋습니다 서신동이라 접근성도 너무좋네요 잘쉬다갑니다 다음에 또 재방문 하도록 하겠습니다,1
숙소 내 침실에 부속된 화장실 출입문 상태가 아쉬웠습니다. 빠른 시일 내에 인테리어 공사를 진행해 주시기를 바랍니다,0
항상 좋고 깨끗합니다. 또 오겠습니다.,1
전주 한옥마을에 갔다가 일찍 입실 가능 여부를 문의했으나 점검이 끝나지 않아 정시에 오라고 했습니다. 문의 시 응대 태도가 불친절하여 불쾌했습니다. 예약 당시 가격보다 당일 가격이 더 저렴했고 입실 후에는 문이 잘 닫히지 않고 방음이 전혀 되지 않아 불편했습니다. 사장님의 무례한 전화 응대와 악의적인 태도에 불쾌감이 더해졌습니다. 좋았던 전주 여행의 추억이 망가졌습니다.,0
처음 들어갔을 때 입구와 로비 모두 잘 꾸며져 있었습니다. 1층 로비에 네스프레소 캡슐 커피와 즉석 봉지라면 토스트가 무상 제공됩니다. 주차장도 매우 넓습니다. 체크인 시 부담스러울 정도로 친절하게 응대해주셨고 오픈 이벤트로 객실도 업그레이드해주셨습니다. 룸 컨디션은 새 단장을 해서인지 깔끔하고 쾌적했습니다. 슬리퍼가 준비되어 있고 안마기와 스타일러가 있어 유용하게 사용했습니다. 객실 바닥이 카페트가 아니라 대리석으로 되어 있어 먼지가 적고 바닥 난방도 따뜻하고 쾌적한 느낌이었습니다. 침구류가 특급 호텔에서나 볼 수 있는 고급스러운 침구였습니다. 덕분에 꿀잠 잤습니다. 전주에 방문할 일 있으면 망설임 없이 에이치에비뉴로 결정하겠습니다. 번창하세요.,1
냄새가 좀 나긴 했지만 이용 할만 했습니다,0
오랜만에 찾아간 호텔 큐. 감기 기운도 있고 숙취에 힘들어 급하게 찾아가게 되었습니다. 당시 주변 모텔들보다 저렴했고 예전에 숙박 시 가성비가 좋았기에 예약 후 쉬고 나왔는데 여전히 편했습니다.,1
입실하자마자 담배 냄새가 매우 심했습니다. 흡연자에게는 추천합니다.,0
전주 여행 중 가장 만족스러운 숙소였어요.,1
연박으로 2박 했는데 깨끗하고 좋아서 만족했습니다. 505호였던 것 같은데 욕실에 물이 잘 안 빠졌습니다. 그 점 빼고는 전체적으로 매우 잘 관리되는 숙소 같아서 다음 주 출장 때 또 예약해서 이용할 예정입니다.,1
방음이 아쉽습니다. 창문이 얇아 밤늦게까지 자동차 소음이 끊이지 않습니다. 방음을 제외한 다른 부분은 모두 만족합니다.,0
이전에 좋았던 기억에 다시 방문했습니다. 친절하게 맞아주셨으나 금연 객실에서의 흡연으로 인한 담배 냄새가 문제였습니다. 다행히 향초를 주셔서 냄새가 빠르게 사라졌고 친절한 대응에 감사드립니다.,1
냉장고에서 썩은 냄새가 났어요.,0
대박 가격좋고 시설좋고 서비스좋고아이스크림이랑 커피 슬러시가 준비돼어있음 사장님 엄청 친절하십니다 손님오면 사장님 되시죠 하심,1
조명이 어둡고 화장하기 불편합니다. 화장실이 분리되었지만 선반이 없어 불편합니다.,0
깔끔하고 매우 좋습니다.,1
편의시설이 가까워서 이용하기 좋았어요.,1
방에서 담배 냄새와 정체불명의 냄새가 심하게 났습니다.,0
시설이 조금 오래되고 먼지가 조금 있었지만 넓어서 괜찮았어요,0
시설 깨끗하고 깔끔해요,1
자주 이용하는 곳이지만 갈 때마다 청결하고 사장님이 친절해서 매우 좋습니다.,1
전주로 여행을 하게 되어 하룻밤 묵을 숙소 예약했는데 위생 상태며 냄새 침구 상태가 매우 좋지 않아 바로 나왔네요 직원분도 얼굴 다 가리시고 말 한마디도 하지 않으신채 키만 전달해주시는게 좀 찝찝했습니다 환불 처리는 안된다하여 환불 처리도 안 받고 다른 숙소 다시 예약했네요,0
모처럼 넓고 쾌적하게 잘 쉬었습니다. 가성비가 매우 좋아 다음에 전주에 오면 꼭 다시 방문하겠습니다.,1
청결은 뭐 모텔이니 그러려니 하는 정도입니다 시설은 좀 노후합니다 티비 셋톱박스가 정상적으로 작동하지 않어요 인터넷 연결도 잘안됩니다 컴퓨터도 맛이 갔습니다 침대도 별로입니다,0
화장실이 조금 청소 상태가 아쉽긴 하지만 푹 잘쉬었습니다,1
평일날 방문하였는데요 주차장이 마련되어 있어 주차해두고 걸어서 한옥마을 구경할 수 있어 좋았어요 날씨가 무척 추웠는데 방을 따뜻하게 준비해주셔서 들어가자마자 훈훈함에 기분 좋았습니다 전체적인 시설도 깔끔하고 여행중에 조용하게 하루 쉴 수 있었어요 이용하지는 않았지만 로비에서 다른곳보다 저렴하게 한복 대여할 수 있는 것 같았어요,1
깨끗하고 좋았으며 에어컨도 시원했습니다. 그러나 월풀이 작동하지 않아 매우 아쉬웠습니다.,0
직원분들은 친절해요 시설은 노후,0
호텔 컨디션이나 주변 시설은 좋았습니다. 그런데 체크인 할 때 낮은 층을 배정해 주시길래 더 높은 층은 없냐고 물어보니 방이 다 배정됐다고 없다고 하셨습니다. 그래서 알겠다고 하고 있는데 갑자기 룸에 문제가 있다며 이 방 말고 다른 방으로 더 높은 층을 해 주셨습니다. 5분 전에 높은 층에 방이 없다고 했으면서요. 그리고 저희 다음 손님한테는 높은 층으로 해 주었습니다. 같은 더블룸이던데 예약하실 때 참고하세요.,0
오래된 여관을 리모델링한 곳으로 사진과 달리 고시원 방 같았습니다.,0
객실 상태는 나름 깨끗했어요 오래된 흔적들이나 냉장고 청소 그리고 샤워시설은 구식이였습니다 가성비로는 괜찮았어요,1
깨끗하고 조용한데 에어컨이 시원하지 않아요,0
위치가 가깝고 좋았습니다.,1
좋습니다. 가격에 비해 좋은 것 같습니다.,1
이불에 담배빵 흔적과 검은 얼룩이 있고 와이파이가 잘 안 터져 옆방 것을 겨우 사용했습니다. 빗에는 머리카락이 있었고 욕조 마개가 없어 사용하지 못했습니다. 물 수압은 괜찮지만 온도 조절이 어렵습니다. 저렴한 가격은 괜찮지만 에어컨 상태가 좋지 않았고 TV 리모컨이 통합되어 있어 불편했습니다. 선풍기는 먼지 때문에 사용하기 싫었고 침대에 전기장판이 깔려 있는 듯했습니다.,0
남자친구랑 주년 여행으로 전주를 가려고 숙소를 알아보다가 여기 리뷰가 너무 좋아서 찾아오게 되었어요 사장님이 진짜 너무 친절하시고 재밌으신분이었어요 박을 하면서 낮에는 숙소에서 술도 마시고 사장님이 추천해주신 짜글이집 진짜 너무 맛있게 먹었어요 사진이 저것밖에 없네여 왱이도 꼭꼭 먹어야 해요 길거리야도 너무 맛있어서 두번이나 먹었는데 마지막날에 못먹고 가서 살짝 슬펐어요 숙소도 너무 깔끔하고 이불도 다른 숙소 보다 좋았어요 화장실도 생각보다 컸어요 지도로 한옥마을 소개해 주시는데 무계획으로 와도 아주 재밌게 놀 수 있어요 문자 답장하는게 늦었지만 정말 잘놀다 갑니다 다음에도 전주오면 꼭 여기 숙소로 올꺼에요,1
리뷰가 거짓이 아닙니다 믿고 가봤는데 역시나 직원분들 친철하시고 침대 폭신합니다 다음에 전주 갈 일이 있으며 이곳에 투숙할 겁니다,1
매우 쾌적하고 침대도 매우 좋았습니다.,1
담배냄새 때문에 잠을 못잤어요.,0
카운터에 계신 아주머니가 너무 불친절하네요 싫으면 다른데 가라는식으로 말하네요 기분 드럽고 불쾌하네요,0
일 연휴기간이라 평상시보다 방값이 많이 비싸네요 고민고민하다 가격도 좋고 후기도 좋아서 하운드로 선택했습니다 층 주차장은 아주 만족합니다 넓고 주차하기 편합니다 직원분들은 친절하지만 추가인원이 있어 추가요금내고 이불신청했는데 갖다주지않아 두번이나 애기를 했습니다 욕실은 제일 맘에 들었습니다 넓고 아주 깨끗합니다 수압도 아주 좋습니다 방은 좀 아쉬워요 방은 크고 침대도 넓고 도 아주크고 좋습니다 근데 침대쿠션이 좀 딱딱하네요 테이블이 없어 침대에 앉아야합니다 화장대밑에 수리흔적이 아주 지져분합니다 천장 조명하나가 뜯어져있습니다 화장대 거울이 고정안됐습니다 전기코드가 멀어서 헤어드라이할때 거울을 볼수없어요 좀 아쉬움이 남지만 만족합니다,0
이번에 처음 대실로 이용했는데 방마다 컨셉이 있었고 나름 깨끗했습니다. 하지만 TV 대신 빔이 있어 크기는 좋았으나 화질이 아쉬웠고 OTT도 개인 계정을 사용해야 했습니다. 칫솔 치약 등 기본 세면도구도 개인 구매라 아쉬운 점이 많았고 가격을 고려하면 가성비가 좋지 않았습니다. 쿠폰이 있다면 재방문할 의향이 있습니다. 잘 쉬다 갑니다.,0
깨끗한 숙소에서 편안하게 잘 쉬다 갑니다.,1
처음 신발장 들어가자마자 머리카락에침실 바닥에는 정체 모를 빨대가 떨어져 있었고 사용하지 않은 욕실 배수구에도 머리카락이 많았습니다 그리고 화장지는 두칸중에 하나만 거의 다 쓴게 있었고 빗은 원래 이용하지 않지만 역시 머리카락이 너무 많이 엉켜 있었습니다 유명한 체인이라 전주 여행때 예약했지만 너무 많이 실망스러웠네요 이미 짐을 다 풀었던터라 방을 바꿔달라고 하기도 그래서 그대로 이용했습니다 청소에 신경 많이 쓰셔야 할 것 같아요,0
스카이룸을 예약했는데 일반실과 크기가 같고 다른 점이 없어서 실망했습니다. 에어컨을 틀면 소리가 너무 시끄러워서 TV 소리도 안 들릴 정도였습니다.,0
출장 올 때마다 이용하는 곳입니다. 위치가 번화가 한가운데라 매우 좋고 시설은 항상 청결하고 깔끔합니다. TV 밑에 와이파이 비밀번호가 적혀 있습니다. 전북대 주변이라 밤에 술 마시는 사람들의 소음이 있지만 거슬릴 정도는 아니었습니다. 직원분도 친절하시고 계속 이용할 것 같습니다.,1
자주 이용하는 곳이지만 욕실 욕조 세면기 바닥 테두리의 곰팡이 제거가 필요합니다. 고객 만족을 위해 청결에 더 신경 써주시길 바랍니다.,0
가격에 비해 방도 넓고 안마의자 있어 너무 좋았는데 화장실 청결이 안좋도라구요 신경 좀 써주세요 전 사람이 이용했던거 같은데 화장실에 머리카락같은게 있더라구요,0
시설도 좋고 항상 깨끗해서 자주 이용 중입니다.,1
욕실이 개방형이고 중앙난방인데다 침대에 전기장판도 없어 추워서 옷을 입고 잤습니다.,0
호텔이라는 명칭을 쓰지마세요,0
디럭스는 룸 컨디션이 다른 것이 아니라 높은 층 배정이라고 합니다. 룸이 너무 좁고 바닥 청소가 전혀 되어 있지 않았습니다. 먼지와 머리카락이 너무 많아 직접 물티슈로 다 닦았습니다. 재방문 의사는 없습니다.,0
생각한것 보다는 좋은 시설이였어요,1
체크인도 빠르고 응대도 좋았어요.,1
최악의 숙소 였습니다 청결 최악 여기저기 체모 화장실은 막혀있고 수건 냄세나고,0
최고에요,1
처음 방문한 숙소입니다. 주차장은 매우 넓어 이 점은 좋았습니다. 객실도 넓었습니다. 하지만 이것뿐이랄까요? 아니면 기대감이 너무 컸던 탓일까요? 객실 내 벽면에는 전신 거울이 있었지만 화장할 수 있는 거울은 화장실뿐이었습니다. 객실 내에는 없었습니다. 리모컨도 객실 내 불을 끌 수 있는 리모컨이 따로 없어 직접 껐다 켜야 해서 불편했습니다. TV 화질은 매우 좋았으나 이용 시 음량이 너무 작아서 들리지 않아 어쩔 수 없이 TV 채널만 보았습니다. 간이 테이블과 의자는 없어서 객실 내 식사 시 바닥에서 해야 했습니다. 새로 오픈한 곳이라 깨끗은 했으나 재방문은 하지 않을 것 같습니다.,0
방이 조금 추운 것 빼고는 너무 조았습니당또오께영 방이 조금 추운 것 빼고는 너무 조았습니당또오께영 방이 조금 추운 것 빼고는 너무 조았습니당또오께영 방이 조금 추운 것 빼고는 너무 조았습니당또오께영,1
숙소가 깨끗하고 좋습니다.,1
가족 여행으로 전에 전주에서 너무 좋았던 기억이 있어 여행차 라한호텔에 숙박하게 되었습니다. 가격 대비 위치도 좋고 조식도 맛있고 청결하여 너무 잘 보내고 왔습니다. 덕분에 또 한 번 전주에서 좋은 추억이 되었습니다.,1
월풀욕조가 있는 방을 골라서 숙박했어요 침대와 파티션으로 구분되어있고 욕조 출입이 편리해서 좋았으며 2인용이라 좋았는데 문제는 화장실 변기쪽 문이 천장까지 막혀있지않고 좀 공중화장실같이 공간이 떠있어서 방음이니 냄새 방어가 전혀 안됩니다 잘때도 물떨어지는 물방울소리에 은근 신경이 예민해지더라구요 그거외엔 가성비 좋은 숙소입니다 에어드레서가 있어서 옷 냄새빼기 좋구요 흡연 냄새가 쩔어있는 방이 있는데 그건 방바이방입니다 나머지 침대 평범하고 화장실 욕실쪽 완전 공개되있어서 좀 눅눅할수있어요,0
친절하시고 매우 좋습니다. 필요한 것도 연락하면 다 가져다주십니다.,1
호텔인데 닉값을 못하네요,0
객실 상태 좋고 시설도 깔끔하여 재방문했는데 객실 입장 시간이 늦는 점이 아쉽습니다. 첫 연박이었는데 연박 시 방을 비우고 저녁에 재입실하거나 추가 비용을 내야 하는 선택지가 불편했고 사전 안내가 없어 불쾌했습니다. 재입실 시 첫날과 다른 구조의 방으로 배정받은 점도 별로였습니다. 시설은 좋지만 서비스가 아쉬운 느낌입니다.,0
출장 많이 다니는 편이라 모텔이용을 많이 합니다 항상 느끼는거지만 또 사진과 리뷰에 속았네요 청결하지도 않고 사진과같이 깔끔하지도 않아요 제가 느낀점은 건물 외관만 좋은거 같아요 오래된건물에 리모델링 해놓은것같고 문열자마자 모텔 특유의 냄새 찐하게 나고 침구 냄새도 이상하고 수압이 얼마나 약한지 여자인 내가 머리 감는시간만 어휴 침대에 머리카락 막 떨어져있고 어쩐지 싸다 싶었는데 또 속네요 리뷰와 사진에 다른분들은 무슨생각으로 리뷰를 적는건지,0
깨끗하고지은지 얼마안되었나봐요 새건물 냄새가 나요 바닥 대리석있고 안마기 엄청 잘 이용도 했어요 엄청엄청 깨끗해용 친철해요막걸리 거리 몰랐는데 친철하게 잘 알려주세요 덕분에 좋은곳 가서 인연도 만들고 긋긋,1
새로 지은 듯 시설이 매우 좋습니다. 가구와 소품들도 예쁘고 화장실도 깔끔합니다. 발코니도 맨발로 다녀도 될 정도로 청소가 잘 되어 있습니다. 발코니가 있어 방에서 담배를 피우지 않아 담배 냄새가 전혀 없습니다. 최근 가본 숙소 중 가격 대비 가장 만족합니다.,1
깔끔하고 좋습니다. 룸 업그레이드되어 좋은 컴퓨터가 있는 곳을 사용했는데 컴퓨터도 빠르고 렉이 걸리지 않았습니다. 좋았습니다. 다음에는 미리 좋은 컴퓨터 있는 방을 예약해야겠습니다. 다음에 또 오고 싶습니다. 감사합니다.,1
숙소 들어갔더니 바퀴벌레 시체 있어서 방 변경해달라고 연락드렸는데 원래 배정해줬던 넓고 소파있는 같은 방 주기는 커녕 소파도 없고 제가 본 방이랑 다른 의자 하나만 달랑 있고 내부도 더 좁은 안 좋은 방 주시네요 비즈니스 방 사진에 소파 없는 방 사진은 없는데요 그리고 둘이 있는 거 뻔히 아는데 의자 하나 있는 곳 주는 건 좀 그러네요 다신 안 올래요,0
그럭 저럭 묵을만 했습니다만 쓰레기통이 비워져있지 않았고 매립형 욕조가 인상적이였습니다 바디워시와 샴푸가 도브 제품이고 약간 곰팡이 핀 것 같이 까무잡잡한 느낌 있었지만 그냥 사용하였습니다 벽면에 데미지가 많은 편이지만 신경 안 쓰이는 정도이고 냉장고에는 물 두 개 음료 두 개 있습니다 침대 컨디션은 양호였어요,0
신랑과 계획없는 전국일주 신혼 여행을 계획하던 중 들렸던 전주 처음 가보는 곳이라 설레고 불안하기도 했는데 좋은날 주인 이모님께서 확정 예약이 늦어 미안하다며 무료로 룸도 업그레이드 해주시고 떠나는 날 추억을 남겨야 한다며 사진도 여러 컷 찍어주시는 모습에 너무 마음 따듯하고 행복했던 숙박이었어요 방도 너무 깔끔하고 온돌 바닥처럼 뜨끈뜨끈해서 밤새 숙면 취했구요 전주 오시면 좋은날 들려보셔요 이모님 이것저것 배려해주셔서 너무 감사합니다,1
딱히 저냥가성비적으로 나쁘진 않았고 아이스크림 있는곳 첨 봣어여 기억에 남을듯,0
딱히 무난하게 잘쉬다갑니다 급하게 예약해서 가긴했는데 나름 잘쉬었어요,1
깨끗하고 편리했습니다.,1
화장실이 방과 연결된 구조라 이용하기 민망합니다. 샤워실 바닥에 여드름 패치가 청소되지 않은 상태로 있었습니다. 리뷰에서 청결 관련 이야기가 많았는데 저도 경험하게 되어 아쉽습니다.,0
전주 박 일 여행으로 검색하다가 예약하게 되었어요 아늑 호텔 상당히 좋아요 오 오 깔끔합니다 조금만 걸어가면 먹을 곳 있어요 방에 스타일러 있어서 맘 편히 맛난 거 먹으러 갈 수 있어요 직원분들 친절해요 전주여행 왔는데 기분 좋게 하루 지내고 갑니다 일회용품은 구매해야 합니다 원 저녁에 들어와서 룸서비스했는데 방에서 차 하기 좋네요 화장실도 상당히 깔끔하고 물 잘 나오고 만족합니다 드라이기도 바람쎄개나와서 딱 제 스타일이었어요 충전기도 있어서 좋아요,1
우아동이 전주역이랑 가까워서 자주 여기서 노는데요 늘호텔은 이번이 두번째 방문입니다 저번에는 디럭스를 예매했는데 사장님께서 디럭스 트윈 방을 주신 것 같더라구요 그래서 남친이랑 좋은 시간 보내다 왔습니당 디럭스 트윈은 방이 좀 작긴 했지만 내부 상태나 청결엔 문제가 없었어요 이번엔 미니멀 디럭스로 예약을 했고 호 배정 받았습니다 일단 도어락이 배터리가 없어서 열고 닫을 때 마다 띠리리링 소리가 났구요 방은 굉장히 작았습니다 벽지도 지저분했고 화장실도 너무 오래된 느낌이었어요 세면대 배수도 안되고 바닥으로 물이 샜습니다 퇴실할 때 쯤엔 조명이 다 나가버려서 어둠속에서 샤워를 했습니다,0
전반적으로 그냥그럼,0
음방에 슬리퍼도 없고 벽에 방이 약간 추덥라구요,0
매우 만족스럽습니다. 다음에도 또 이용할 것입니다.,1
퇴실 시간 전 자고 있는데 직원이 문 열고 들어옴 바로 닫았다고 했지만 노크도 없고 초인종도 눌러보지 않고 곧장 들어올 수 있을까 정각에 퇴실 하라고 전화왔었는데 방에 있었다는 걸 알았다는 건데 들어온건 뭐지 내려가면서 층 로비에 말하니까 웃으면서 직원이 실수 했다는게 끝 앞으로 조심해주세요 하니까 그제서야 네 죄송해요 함 가장 기본적이고 중요한걸 다신 안갈듯 오픈한지 얼마 안됐다해서 갔는데 음 잘모르겠던데,0
지인이 숙박했는데 춥고 담배 냄새가 심했다고 합니다.,0
넷플릭스 잘되고 유튜브도 잘되고 항상 좋은시간 보내고 있습니다 화장실 욕실도 분리되어 있어서 남친 있어도 편하게 잘 지낼수 있어요 사모님도 친절하시고 청소도 잘 챙겨주십니다 사장님 번창하세요,1
담배 냄새가 좀 심합니다.,0
리뷰가 좋고 오픈 특가라 신축인 줄 알았으나 위생 상태와 인테리어 냄새가 좋지 않았습니다. 다만 저렴한 가격 큰 욕조 따뜻한 바닥 전기장판은 좋았습니다.,0
골방임 입돌아가는줄,0
휴게 공간이 너무 맘에 들었어요.,1
시간과 청소 상태가 매우 좋습니다.,1
침구류에 머리카락이 있었어요.,0
자주 이용하는 곳입니다. 이번에도 잘 사용하겠습니다,1
생각보다 방음이 너무 안됬어요 옆방 물내리는 소리나 씻는소리 다 들렸어요 군데군데 녹슬어있는곳도 있고 가운도 보풀이 너무 일어서 입을때 까칠까칠했어요 다음에 전주오더라도 여기는 안올거 같아요,0
오랜만에 방문했는데 우연히 이불에서 얼룩을 발견하여 조금 찝찝한 기분이 들었습니다.,0
뷰가 좀 아쉬웠어요 리모델링이 좀,0
모녀 여행차 방문한 전주에서 숙소 위치가 한옥마을과 멀지않아 여행하기 좋았습니다 비교적 청결한편이였으나 세면대와 바닥이 연결된 파이프가 끊어져있어서 바닥으로 물이 나오는데 바닥 배수구가 물이 잘 안빠지더라구요 그런데 알 수 없는 찌꺼기들이 짐을 다 풀었던 상태라 변경요청을 드릴 수 없었어요 대강 치우고 욕조에서만 씻었습니다 이 부분만 아니였다면 사장님도 친절하셨고 커피기계와 토스트 아이스크림 음료 까지 셀프코너를 세심하게 구비해주셔서 편히 지내다 왔어요 다음에 다시 전주에 오게되면 그때 또 방문할거에요,1
여기어때에서 예약 후 객실이 불편하여 교체를 요구했으나 거절당했습니다. 언성이 높아지자 카운터 직원이 경찰을 불렀는데 객실 문제로 경찰을 부른 상황이 이해되지 않습니다. 손님에게 불친절하고 경찰까지 부르는 이 업소는 다시는 이용하고 싶지 않습니다.,0
항상 이용할 때마다 감탄사가 나옵니다,1
객실 컨디션 매우 안좋아요 방음도 안되요 일회용으로 주는 샴푸 바디워시 매우 안좋아요 특히 욕실은,0
방음이 잘 안 되고 직원분이 불친절합니다.,0
깔끔하니 좋네요아이스크림도있긍 기분좋게 꿀잠잤네요,1
청소를 덜한 느낌.,0
방은 더울정도로 넘넘 따뜻하네요 청결상때는 약간 신경 쓰셔야될듯요 생수랑 음료는 넉넉해서 좋네요,1
준특실로 대실을 예약했는데 사진보다 생각보다는 넓지 않아 조금 아쉬웠습니다. 침구나 시트는 대체로 청결한 편이나 흰 벽과 화장실 천장 등 잘 보이는 곳에 무엇인가 묻은 오래된 자국들이 있어 조금 아쉬웠습니다. 그리고 대실이라 따로 말씀드리지는 않았지만 샤워 가운이 보이지 않아 조금 당황스러웠습니다. 그래도 카운터에 계신 사장님이 친절하시고 가까운 곳 주변에 거슬리는 큰 소음이 없어 좋았습니다. 배달이나 포장 시킬 수 있는 곳도 꽤 많아서 좋았습니다.,0
처음 체크인할때 고양이들이 먼저 반겨주는대 넘 귀여워용 전체적으로 숙소 내부는 엄청 깨끗하였고 주방과 바베큐를 할 수있는 공간이 있어서 너무 좋은 곳이였던것같습니당 사장님도 친절하시고 코로나 시국에 많은 대변을 하지않고 체크인 체크아웃을 할 수 있는점도 좋았던 것 같아요 나중에 여름에도 방문하여 야외수영장도 이용하고 싶어용 화장실에는 수건 칫솔 샴푸 컨디셔너 샤워젤도 구비되어있고 수건도 넉넉하게 있었습니당,1
마리 여러 지점을 가봤는데 여기가 제일 노후되고 불청결했습니다. 화장실 곰팡이 비누에 털 이불 시트에 피가 있어서 더러웠습니다.,0
항상 후기가 좋아서 자주 이용하는 사람으로서 개선해야 할 부분을 말씀드립니다. 컴퓨터로 가끔 영화를 다운로드하여 볼 때 영상은 호환되지만 음성이 호환되지 않아 스피커로 들어야 하는 부분은 개선되어야 할 것 같습니다. 그 외에는 만족하며 잘 이용하고 있습니다.,0
저렴한 가격에 잘 쉴 수 있어서 좋았습니다. 침구류도 괜찮았고 방음은 잘 안 되는 것 같지만 사람들이 조용해서 좋았습니다. TV가 나오지 않아 문의했으나 선을 뽑았다 다시 꽂아도 나오지 않았습니다. 그래도 잘 쉬다 갑니다.,1
깔끔하고 좋습니다,1
숙소 컨디션이 모두 좋았습니다.,1
항상 잘 이용합니다 시설 청결 괜찮고 무엇보다 가격이 저렴해서 항상 애용합니다,1
청결과 시설 모두 무난했습니다. 주차장도 잘 갖춰져 있고 무엇보다 가격 대비 가성비가 매우 좋아 추천합니다.,1
전날 예약했음에도 불구하고 방이 모두 나가서 맞은편 노이호텔로 안내받았습니다. 일부러 미니멀 디럭스보다 한 단계 높은 디럭스로 예약했는데 안내받은 방은 미니멀룸과 큰 차이가 없는 느낌이라 무슨 차이인지 궁금했습니다. 심지어 건물이 달라져서 비교해볼 수도 없어 아쉬웠습니다.,0
극장은 넷플릭스 볼 맛이 있습니다. 스크린이 아주 커서 좋습니다. 객실에 들어가자마자 너무 추워서 난방 문의드렸더니 난방 틀고 있다고 하셨는데 따뜻해지는 느낌이 없었습니다. 그래도 난로 가져다주신다고 연락도 주시고 친절했습니다. 가운을 입었는데 엄청 오래돼 보이는 음식물 굳은 것이 붙어있어서 발견하자마자 황급히 벗었습니다. 극장 사진에서 보이는 테이블 의자는 없습니다.,0
좋아서 번째 이용했는데 배게 주변 머리카락같은게 있어서 조금 그랬어요 그외에 나머진 특별한거 외에 잘이용했어요 방이크고 버블스파를 할수있다는게 큰장점인듯,1
