text,label,predicted_label,labels
전용 주차장이 있어,1,1,1
정말 편리합니다.,1,1,1
경기전 바로 근처라 걸어 다니기에도 좋습니다.,1,1,1
전동차와 한복 할인해주는 곳을 알려주셨는데 시간이 안 되어 못 갔습니다.,1,1,0
아쉽습니다.,1,0,0
방은 매우 따뜻합니다.,1,1,0
2층이었는데 뜨거운 물이 콸콸 나와서 매우 행복했습니다.,1,0,0
근처 자주 가는 음식점에서 테이크아웃하여 따뜻한 방에서 술 한잔하고 잠도 잘 잤습니다.,1,1,1
저는 방음이 거슬릴 정도는 아니었습니다.,1,0,0
한옥이니 이미 예상한 부분입니다.,1,1,1
이번에는 신관을 이용했는데 다음에는 본관을 이용해보고 싶습니다.,1,0,0
매우 잘 머물다 쉬고 왔습니다.,1,1,1
친절해서 또 가고 싶습니다.,1,1,1
여자친구가 먼저 가 있었는데 방을 한 번 바꿨다고 했습니다.,0,0,0
"이유가 변기에 대변이 있었다는데, 세상에 처음 듣는 소리였습니다.",0,0,0
"바꾼 방도 리모컨이 잘 작동하지 않았고, 바닥과 테이블에 머리카락이 있었습니다.",0,0,0
다시는 방문하지 않을 것 같습니다.,0,0,0
좋습니다.,1,1,1
터치 없이 깔끔합니다.,1,1,1
"위치가 가장 마음에 들었으며, 전반적으로 괜찮았습니다.",1,1,1
깔끔하고 친절합니다.,1,1,1
제가 가장 좋아하는 모텔입니다.,1,0,0
친절하셨지만 객실 상태는 다소 아쉬웠습니다.,0,0,0
청소하면서 담배를 피웠는지 들어가자마자 담배 냄새가 너무 심했습니다.,0,0,0
방을 바꿔달라고 카운터에 요청하러 갔으나 아무도 없어 어쩔 수 없이 이용했습니다.,0,0,0
시설이 오래되긴 했지만 편안하게 잘 묵고 갑니다.,1,1,1
금요일 밤에 방문했는데 직원이 불친절했습니다.,0,0,0
"여자친구가 생리 중이라 방에 물이 두 병뿐이어서 물을 많이 마셔 더 달라고 내려갔더니, 몇 호냐고 묻고 한 병을 가져왔습니다.",0,0,0
"그래서 2~3개만 더 줄 수 있냐고 했더니, 방에 두 병이 있고 물 4개면 편의점에서 4천 원인데 나머지는 정수기에서 떠 마시라고 했습니다.",0,0,0
너무 불친절해서 어이가 없었습니다.,0,0,0
그냥 정수기 이야기만 했으면 좋았을 텐데 왜 그랬는지 모르겠습니다.,0,0,0
무인텔이라 이용했습니다.,0,1,1
"지난번에는 대통방, 이번에는 영의방을 이용했는데, 지난번에는 샤워하니 물이 아랫층으로 흘러내려와 미끄러질 뻔했고, 이번에는 세면대 물이 아예 내려가지 않았습니다.",0,0,0
깨끗하고 무한대실이 만족스럽습니다.,1,1,1
깨끗하고 쾌적했습니다.,1,1,1
다시 갈 일도 없겠지만 가고 싶지 않습니다.,0,0,0
불친절이 심합니다.,0,0,0
사장님도 친절하시고 푹 쉬다 갑니다.,1,1,1
다음에 또 방문할 예정입니다.,1,1,1
친절하시고 내부도 매우 청결했습니다.,1,1,1
전주 여행이 너무 즐거웠는데 숙소도 좋아 이번 여행이 최고였습니다.,1,1,1
출장 오신다면 여기 한번 와보시는 것도 추천드립니다.,1,1,1
사장님이 친절하셔서 편하게 이용한 것 같습니다.,1,1,1
매우 만족스러웠습니다.,1,1,1
"1층 모토이시에서 식사 후 바로 올라와 잠들었는데, 숙소가 매우 깨끗하고 직원들이 친절했습니다.",1,0,1
주변에 술집이 많음에도 조용했습니다.,1,1,1
위치가 좋아서 편하게 이용했습니다.,1,1,1
정말 좋습니다.,1,1,1
크기가 좀 작지만 한옥 스타일로 인테리어도 예쁘고 아늑하며 엄청 깨끗했습니다.,1,1,0
바닥 난방을 뜨거울 정도로 해주셔서 전기장판은 틀지도 않았습니다.,1,1,0
사장님 친절하시고 편의점이 바로 앞이라 매우 잘 자고 갑니다.,1,1,1
다음에 또 오겠습니다.,1,1,1
"서비스와 친절도는 최고였으나, 내부 인테리어에 허점이 많았습니다.",0,0,0
"세면대에서 더운물만 나오고, 욕조에서는 찬물만 나오는 등 전반적으로 부실한 인테리어로 보입니다.",0,0,0
올 때마다 느끼지만 가성비가 매우 좋습니다.,1,1,1
보일러를 따뜻하게 틀어주셔서 비 오는 날에도 눅눅하지 않고 뽀송하게 지냈습니다.,1,1,1
아담하지만 저만의 공간이 있는 것 같아 좋았습니다.,1,1,1
"숙소와 연계된 음식점들도 모두 알려주시고, 더 필요한 것은 없는지, 궁금한 것은 없는지 친절하게 대응해주셔서 더 좋은 추억으로 남을 여행이 될 것 같습니다.",1,1,1
"전주 최고이며, 사장님께서 매우 친절하십니다.",1,1,1
매우 좋고 친절하며 깔끔합니다.,1,1,1
가격 대비 월풀 욕조도 있고 냉장고도 크며 내부도 넓습니다.,1,1,1
"100%는 아니지만 대부분 게임이 되는 일반 PC가 있으며, PC 있는 방을 선택하면 고사양 PC가 추가되어 총 2대가 있습니다.",1,1,0
주말인데 이 가격에 이 구성은 정말 찾아보기 힘들 것 같습니다.,1,1,1
"깨끗하고 심플했으며, 추가로 선풍기까지 있어 좋았습니다.",1,1,1
"침대 매트리스도 쿠션감이 좋았으나, 살짝만 움직여도 소리가 심해서 커플이 같이 자기에는 어려울 것 같습니다.",1,0,0
다음에 전주에 여러 명이 놀러 온다면 120% 재방문 의사가 있습니다.,1,1,1
"접근성이나 위치는 만족스러웠으나, 화장실 문 잠금장치가 고장 나 있었고 침대 테이블에 콘돔이 있었던 점에서 만족스럽지 못했습니다.",0,0,0
추천합니다.,1,1,1
사진과 방이 정말 다릅니다.,0,0,0
"사진은 좋아 보이지만, 실제 배정받은 방은 오래된 모텔 같았습니다.",0,0,0
"시내에서 가까운 것을 제외하고는 화장실 때문에 고생했고, 평일 이용으로 저렴했지만 조식이 매우 부실합니다.",0,0,0
"좋았지만, 체크인 시간에도 방 준비가 안 되어 있어서 아쉬웠습니다.",0,0,0
스파가 좋았습니다.,1,1,1
매우 좋았습니다.,1,1,1
편하게 잘 쉬다 갑니다.,1,1,1
"깔끔하고 좋으며, 셀프바도 좋습니다.",1,1,1
"안마의자와 컴퓨터가 두 대인 곳은 이곳뿐이라 정말 기대를 하고 갔는데, 컴퓨터 하나는 아예 켜지지도 않았고 다른 하나는 느려 터져서 아예 컴퓨터를 사용하지 못했습니다.",0,0,0
나쁘지 않습니다.,1,1,0
"가격이 저렴하여 큰 기대는 하지 않았으나, 화장실이 매우 지저분하고 방 곳곳에 먼지가 많았습니다.",0,0,0
또한 모기가 너무 많아 3일 밤 내내 모기 소리에 잠을 설쳐 업무에 지장이 있었습니다.,0,0,0
"모기를 잡아도 계속 나타났으며, 방 천장과 벽에는 모기 사체가 그대로 남아있어 청결 상태가 매우 불량했습니다.",0,0,0
은근히 좋습니다.,1,1,1
근처에 위치하며 깔끔합니다.,1,1,1
가성비는 좋으나 미성년자도 아닌데 직원이 신분증 제시를 요구한 점이 마음에 들지 않습니다.,0,0,0
방이 조금 추웠습니다.,0,0,0
한옥마을에 걸어갈 수 있을 정도로 가까웠고 깔끔하고 좋았습니다.,1,1,1
"가성비는 좋으나, 처음 들어갈 때 환기가 안 됐는지 담배 냄새가 나서 바로 환기시켰습니다.",0,0,0
항상 큰 욕조로 예약했는데 주말에는 선착순이라 이용하지 못해 아쉬웠습니다.,0,0,0
또한 처음으로 담배 냄새가 너무 심해 어지러웠습니다.,0,0,0
나중에 바꿔주신 방은 괜찮았습니다.,0,1,1
이제 집처럼 너무 편안합니다.,1,1,1
친절하신 사장님과 깨끗한 숙소가 최고입니다.,1,1,1
춥고 소음이 심합니다.,0,0,0
곳곳에서 머리카락이 발견되고 테이블에 얼룩이 많습니다.,0,0,0
그래도 필요한 것은 모두 있습니다.,0,0,0
위치만으로 모든 것이 설명되는 호텔입니다.,1,1,1
주차와 이동 스트레스 없이 전주 한옥마을을 관광할 수 있는 것이 큰 장점입니다.,1,1,0
어린아이가 있는 가정은 중간중간 호텔에서 쉴 수 있어 매우 만족할 것입니다.,1,1,1
세 번째 방문인데 친절하시고 저렴하며 좋습니다.,1,1,1
좋았습니다.,1,1,1
저렴하고 편안했습니다.,1,1,1
두 번째 방문인데 매우 좋습니다.,1,1,1
깨끗하고 짐도 맡아주며 방도 넓습니다.,1,1,1
침대가 특히 편안합니다.,1,1,1
시설은 좋지만 아이폰 충전기가 없어서 아쉬웠습니다.,0,0,0
매우 좋습니다.,1,1,1
깔끔했습니다.,1,1,1
깨끗하고 주차 공간이 여유로웠습니다.,1,1,1
청소에 조금 더 신경 써 주셨으면 좋겠습니다.,0,0,0
스탠다드룸을 이용했는데도 넓고 좋았습니다.,1,1,1
매우 좋습니다.,1,1,1
잘 놀고 잘 쉬다 갑니다.,1,1,1
치우지 못하고 나와서 죄송합니다.,1,0,1
라면 국물인지 침대 시트에 묻어 있었습니다.,0,0,0
조금 찝찝했지만 침대 시트 아래쪽에 있어서 그냥 이용했는데 아쉬웠습니다.,0,0,0
번창하시길 바랍니다.,1,0,0
깔끔한 실내와 친절한 서비스에 감사합니다.,1,1,1
매우 좋습니다.,1,1,1
만족스럽게 이용했습니다.,1,1,0
여기 평점이 안 좋은 것이 많아 걱정 많이 하고 갔는데 매우 만족스럽게 이용했습니다.,1,1,0
드라이브인만 건물에 주차 되는 것을 꼭 알아야 할 듯합니다.,1,0,1
사진과 실제 느낌이 많이 다릅니다.,0,0,0
침대 커버 밑에서 체모와 피를 보고 깜짝 놀랐습니다.,0,0,0
"누가 털갈이를 하고 갔는지 모르겠지만, 밤새 뒤척이며 건드렸을 생각을 하니 역겹습니다.",0,0,0
깔끔했고 이용하기 매우 좋았습니다.,1,1,1
주차 공간이 몇 대 없는 것과 2층이라 대로변 소음 때문에 잠을 제대로 못 잤습니다.,0,0,0
"그래도 한옥마을에서 가까워서 매우 좋았고, 나름 내부도 괜찮았습니다.",0,1,1
하늘이 보인다고 예약했는데 고장이라 열리지 않아서 하늘을 보지 못했습니다.,0,0,0
아쉬웠습니다.,0,0,0
가성비 좋게 잘 이용하는 곳입니다.,1,1,1
담배 냄새가 심해서 머무르는 동안 불쾌하고 머리가 아팠습니다.,0,0,0
친절하셨으나 아쉬웠습니다.,0,0,0
시설과 위치가 매우 좋았습니다.,1,1,1
"조명이 색조명인데, 밝은 조명이 있었다면 완벽했을 것입니다.",1,0,0
전체적으로 만족합니다.,1,1,1
가성비가 괜찮았습니다.,1,1,1
가성비가 최고입니다.,1,1,1
추천합니다.,1,1,1
담배 냄새가 심했습니다.,0,0,0
다시는 가고 싶지 않습니다.,0,0,0
방은 깨끗하고 좋았습니다.,0,1,1
"하지만 물을 더 달라고 했을 때 눈치를 주셨고, 방에서 와이파이가 많이 보였지만 연결 상태가 불량한 경우가 많았습니다.",0,0,0
와이파이가 꼭 필요하신 분이라면 불편할 수 있습니다.,0,0,0
깔끔하고 침대가 푹신하여 푹 자고 나왔습니다.,1,1,1
욕실도 깨끗했습니다.,1,1,1
전주 숙소를 잡을 때 다시 가고 싶은 곳입니다.,1,1,1
두 번 결제하여 못 갔습니다.,0,0,0
"전 객실 넷플릭스가 제공되며, 셀프바에서 간식을 마음껏 먹을 수 있어서 아주 좋습니다.",1,1,1
매번 잘 이용하고 있습니다.,1,1,1
"주차장이 있으며, 모텔 주변에도 주차할 곳이 많습니다.",1,1,0
아이들과 즐거운 시간을 보내고 왔습니다.,1,1,1
푹 쉬다 가며 좋은 추억을 만들었습니다.,1,1,1
모든 것이 마음에 들었고 조금만 더 청결하면 만점입니다.,1,1,1
여사장님이 불친절합니다.,0,0,0
열리지도 않는 키를 주고 마스터키로 문을 연 다음 마스터키를 가져다 놓으라고 했습니다.,0,0,0
"다른 방은 없는지, 취소해줄 수 있는지 물으니 야놀자 당일 취소가 안 되는 것을 아시고는 취소하고 그냥 가라고 했습니다.",0,0,0
물론 환불해줄 생각은 없으셨습니다.,0,0,0
"마스크도 착용하지 않은 채 객실을 안내했고, 청소하시는 분들의 말소리가 객실 안에서 다 들립니다.",0,0,0
다시는 이용하고 싶지 않습니다.,0,0,0
"침구류에 이상한 것이 많이 묻어 있고, 배수 시설이 좋지 않아 물이 빠지지 않으며 객실이 너무 더럽습니다.",0,0,0
"시설은 좋지만 주차장 진입이 어렵고, 에어컨 밑에 거미줄이 있으며, 먹지 않은 믹스커피 봉지가 있었습니다.",0,0,0
"첫 전주 여행이었는데, 한옥마을과 멀지 않아 좋았습니다.",1,1,1
"아이들이 걷기에는 다소 멀 수 있지만, 이야기하며 걸으니 금방 도착했습니다.",1,1,0
침대와 방 모두 깨끗해서 좋았습니다.,1,1,1
자주 이용하는데 이번 객실은 인터넷 끊김,0,0,0
현상이 조금 있었습니다.,0,0,0
그 외에는 좋았습니다.,0,1,1
흡연자분들에게는 좋을 듯합니다.,0,1,1
청소하시는 분들이 신발 신고 청소하는 것을 저녁에 들어갈 때와 아침에 나올 때 보았습니다.,0,0,0
자주 방문하지만 항상 만족합니다.,1,1,1
"객실도 나름 깔끔하고 다 괜찮았는데, 객실에 깜빡하고 충전기를 두고 왔는데 사장님 대응이 조금 아쉬웠습니다.",0,1,1
결국 못 찾았습니다.,0,0,0
담배 냄새가 나지 않게 해주세요.,0,0,0
좋았고 또 가고 싶습니다.,1,1,1
한옥마을 바로 앞에 있어 편리하고 깔끔하여 좋았습니다.,1,1,1
정말 좋습니다.,1,1,1
한번 가면 이곳만 이용하게 될 것입니다.,1,1,1
매번 좋은 가격에 잘 자고 갑니다.,1,1,1
전반적으로 깔끔했습니다.,1,1,1
깔끔하고 넓으며 가성비가 좋았습니다.,1,1,1
출장 와서 잘 이용하고 갑니다.,1,1,1
"이제 넷플릭스, 유튜브 등 서비스까지 볼 수 있어 더욱 좋아졌습니다.",1,1,1
편안하게 잘 쉬고 왔습니다.,1,1,1
매우 엉망입니다.,0,0,0
최고의 가성비입니다.,1,1,1
친절은 덤입니다.,1,1,0
"깔끔하고 모든 것이 좋지만, 드라이기와 에어컨 수리가 필요해 보입니다.",0,0,0
들어가자마자 방이 매우 추웠습니다.,0,0,0
카운터에 보일러를 요청했으나 방이 따뜻해지지 않았습니다.,0,0,0
침대의 전기장판도 작동하지 않았습니다.,0,0,0
나중에 보니 방문에 틈이 있어 바람이 들어왔습니다.,0,0,0
"방은 깨끗하고 작은 웰컴 푸드도 좋았지만, 너무 추웠습니다.",0,0,0
"문 뒤 경첩 부분에 쌓인 먼지가 충격적이었고, 위치는 좋았으나 다시 방문하고 싶지 않습니다.",0,0,0
다른 비싼 방은 괜찮을 수도 있다는 후기를 보았습니다.,0,0,0
"방에서 찌린내가 나고 이불이 습기를 머금은 것처럼 축축했으며, 화장실과 침구에 머리카락이 있었습니다.",0,0,0
이름 있는 곳이라 예약했는데 정말 별로였습니다.,0,0,0
무책임한 숙소와 야놀자 때문에 실망했습니다.,0,0,0
장례를 치르기 위해 어른들을 모시고 방 2개를 예약하고 저녁 9시경 미리 체크인했습니다.,0,0,0
"저녁 식사 후 돌아오니 호텔 앞에 구급차, 경찰차, 소방차가 있었고 여성분이 실려 나왔습니다.",0,0,0
사장님은 여성분이 술을 많이 마셨고 퇴실 시간이 지났는데도 나오지 않아 신고했다고 하셨습니다.,0,0,0
"데스크에 가서 숙박이 어렵다고 방 키를 드리자 처음에는 환불해주겠다고 하셨으나, 야놀자에 확인 후 환불 가능 여부를 알려주겠다고 하셨습니다.",0,0,0
"하지만 이후 취소는 되지 않았고, 야놀자에서는 객실 준비가 진행되어 환불이 불가하다는 말만 반복했습니다.",0,0,0
"부모님 모시고 편하게 지내시려 예약했는데, 전액 환불해주겠다던 사장님의 태도 변화와 응대가 최악이었습니다.",0,0,0
"건물이 새 건물이라 매우 깔끔하고, 한옥마을 안에 있어서 여행하기 매우 편했습니다.",1,1,1
다음번에 전주에 가도 이곳을 이용할 것 같습니다.,1,1,1
처음 방문했는데 매우 좋았습니다.,1,1,1
사진과 많이 다릅니다.,0,0,0
"후기가 좋아서 방문했는데, 침대가 너무 딱딱하고 이불도 광목이라 뻣뻣했으며, 날씨에 비해 너무 두껍고 무거웠습니다.",0,0,0
베개는 높고 딱딱해서 수건을 베고 잤습니다.,0,0,0
"비록 아이들은 즐거워했지만, 가장 중요한 잠자리가 매우 불편했습니다.",0,0,0
방음과 위생이 아쉽습니다.,0,0,0
방도 넓고 물도 따뜻하고 좋습니다.,1,1,1
"휴대폰 충전기가 접촉 불량이었으나, 그 외에는 모두 만족합니다.",0,0,0
객실과 욕실이 깨끗하며 프런트 직원도 친절합니다.,1,1,1
"객실에 들어서자마자 감탄할 정도로 넓고, 한 층에 두 개의 객실만 있어 좋았습니다.",1,1,1
사장님이 친절하고 방이 쾌적합니다.,1,1,1
온풍기가 방과 화장실에도 있어 따뜻합니다.,1,1,0
"프론트 직원분이 친절하셨고, 요청한 룸 컨디션에 맞춰주려 노력해 주셔서 감사했습니다.",0,1,1
뷰도 좋고 위치도 좋습니다.,0,1,1
"다만, 방음이 너무 안 되어 잠을 설쳤습니다.",0,0,0
"옆방의 하품 소리, 알람 소리, 통화 내용이 다 들렸습니다.",0,0,0
아무리 좋은 호텔도 방음이 안 되면 편안한 휴식을 취하기 어려운데 그 점이 아쉽습니다.,0,0,0
자주 이용하는 곳인데 이날따라 숙소 상태가 별로였습니다.,0,0,0
"시트에는 얼룩이, 바닥에는 먼지가 굴러다니고 세면대에는 머리카락이 눌어붙어 있었습니다.",0,0,0
서너 번 이용했는데 이런 경우는 처음입니다.,0,0,0
전주에 볼일이 있어 급하게 들렸는데 객실 식탁보가 얼룩져 있고 전체적으로 더러웠습니다.,0,0,1
"TV는 파란색 줄이 가 있었고, 처음 방에 들어갔을 때 찜통 같았습니다.",0,0,0
에어컨도 약해서 하룻밤 자고 땀띠가 생겼습니다.,0,0,0
치약은 일회용 치약을 주지 않고 일회용 폼클렌징과 칫솔만 주니 예약할 때 꼭 참고하시길 바랍니다.,0,0,0
냉장고에 비타민 음료수는 좋았습니다.,0,1,1
정말 깔끔하고 쾌적한 것이 최고입니다.,1,1,1
"로비에 커피, 물, 음료 모두 매우 마음에 들었습니다.",1,1,1
"여자친구가 더러운 것을 싫어하는데, 정말 티 없이 깨끗해서 매우 좋았습니다.",1,1,1
침대가 매우 좋습니다.,1,1,1
엉망 그 자체였습니다.,0,1,1
"화장실의 바디로션, 샴푸, 린스는 제조일자가 2009년, 2012년이었고 청결 상태도 매우 지저분했습니다.",0,0,1
수압도 안 좋아서 샤워하는 데 어려움이 있었습니다.,0,0,0
방은 가격에 비해서는 나쁘지 않았지만 다시는 가지 않을 것입니다.,0,0,0
2박 3일 동안 잘 쉬다 갑니다.,1,1,1
첫째 날에 이슈가 살짝 있었지만 사장님이 친절하게 조치 잘 해주셔서 기분도 나쁘지 않았습니다.,1,1,1
비가 많이 왔었는데 정말 고생하셨습니다.,1,1,1
다음 전주 여행 때도 꼭 다시 이용하겠습니다.,1,1,1
"게임 룸으로 예약했지만, 키보드와 마우스가 게이밍용이 아니어서 조금 실망했습니다.",0,0,0
"연박임에도 짐을 싸서 나갔다가 다시 들어와야 하는 불편함이 있었고, 비품이 부족하며 물줄기가 약했습니다.",0,0,0
모기 때문에 잠을 설쳤습니다.,0,0,0
"좋은 방이라고 주셨지만, 저는 여행객이 아닙니다.",0,0,1
냄새도 좋습니다.,1,1,1
매우 깨끗하고 호텔이라는 이름에 걸맞은 시설이었습니다.,1,1,0
부디 번창하셔서 다음에도 좋은 룸 컨디션으로 이용할 수 있기를 바랍니다.,1,1,1
시설이 좋았습니다.,1,1,1
"날이 흐려서인지 추웠고, 물이 다 차가웠습니다.",0,0,0
"방음이 전혀 되지 않고, 시스루 커튼으로 인해 외부 불빛이 다 들어와 불편했습니다.",0,0,0
특히 테라스에서 주인집 아들이 흡연하여 사생활 침해를 느꼈습니다.,0,1,1
"투숙객에 대한 배려가 부족하며, 이러한 오해가 반복되지 않기를 바랍니다.",0,0,0
"2층 방을 추천하며, 방음과 커튼 개선이 필요합니다.",0,0,0
조식바가 있어서 좋았습니다.,1,1,1
가격대비 깔끔하고 넓어서 좋았습니다.,1,1,1
"매번 이용 중인데 리모컨 작동이 잘 안 되고, TV는 작은 편이며, 침구가 그리 편하지 않습니다.",0,0,0
"프런트 직원이 친절하고 공원 근처라 산책하기도 좋으며, 전반적으로 모두 좋았습니다.",1,1,1
샤워기 수압이 너무 약해 당황스러웠습니다.,0,0,0
깨끗한 공간과 친절한 서비스가 좋았습니다.,1,1,1
숙소에 들어갔을 때 먹다 남은 물병이 있었습니다.,0,0,0
청소에 조금 더 신경 써주시면 좋을 것 같습니다.,0,0,0
나머지는 매우 편안했고 사장님도 친절하셨습니다.,0,1,1
매우 좋고 깔끔하며 직원도 친절합니다.,1,1,1
키를 꽂으면 커튼이 자동으로 열리는 점도 좋습니다.,1,1,0
"가격이 처음에는 비싸다고 생각될 수 있지만, 저는 무한 쿠폰 룸으로 예약하여 저렴하게 이용했습니다.",1,1,1
시설은 매우 만족스럽습니다.,1,1,1
청결하고 욕조도 있으며 수압도 좋습니다.,1,1,1
"다만, 방음이 다소 부족하고 샤워실에 문이 없어 뜨거운 물을 틀면 방 전체가 습해지는 단점이 있습니다.",1,0,0
그 점만 빼면 가성비 좋은 곳입니다.,1,1,1
깔끔하고 친절합니다.,1,1,1
잘 쉬었습니다.,1,1,1
친절하시고 근처 맛집에 대해 잘 알려주셨습니다.,1,1,1
가격이 비싼 것 같습니다.,0,0,0
매우 좋습니다.,1,1,1
깔끔함의 정수입니다.,1,0,0
"시설 노후로 화장실 냄새가 나고 에어컨이 더러웠으나, 편의성과 침대의 안락함은 매우 좋았습니다.",0,0,0
콘돔 두 개와 샴푸 뒤에 일회용 치약 쓰레기가 버려져 있었습니다.,0,0,0
화장품 등 비품에 신경을 많이 쓴 것이 보입니다.,0,0,1
모든 것이 완벽하지만 방음이 안 되는 점이 가장 큰 단점입니다.,0,0,0
시설도 깔끔하고 사장님이 매우 친절하셔서 좋습니다.,1,1,1
다음에도 또 이용하겠습니다.,1,1,1
클럽 때문에 너무 시끄러워서 다시는 가지 못할 것 같습니다.,0,0,0
"위생적으로 깨끗하고 좋았으나, 복도에서 담배 냄새가 심하게 나서 방에 들어서자마자 환기를 오래 시켜야 했습니다.",0,0,0
그럼에도 불구하고 시설은 깨끗하고 따뜻해서 친구들과 잘 놀다 갑니다.,0,1,1
매우 잘 쉬다 갑니다.,1,1,1
담배 냄새도 안 나고 쾌적하게 머물렀습니다.,1,0,0
감사합니다.,1,1,1
잘 쉬다 왔습니다.,0,1,1
그런데 수건에서 냄새가 납니다.,0,0,0
좋았습니다.,1,1,1
깔끔하고 숙박 입실 시간이 늦어 대실을 추가 구매했습니다.,1,1,1
"한옥마을과 전주 여러 곳으로의 접근성, 깨끗함, 부대시설 모두 마음에 들었습니다.",1,1,0
시티뷰였는데 산이 보이고 일출이 보이는 동향이라 뷰도 좋았습니다.,1,1,1
청결 상태가 다소 불량했습니다.,0,0,0
"평소 바닥 청결에는 개의치 않으나, 침대 이불에서 타인의 머리카락이 다수 발견되어 이불을 덮지 않고 취침했습니다.",0,0,0
너무 추웠고 욕실이 너무 작습니다.,0,0,0
사진과도 좀 달랐습니다.,0,0,0
비가 와서 쌀쌀했는데 방이 매우 따뜻하고 온수가 잘 나와서 잘 쉬었습니다.,1,1,1
비품이 만족스럽습니다.,1,1,1
에어컨 소리가 약간 거슬리는 것 외에는 다 좋았습니다.,0,0,0
에어컨 소음만 고치면 완벽할 것 같습니다.,0,0,0
잘 쉬다 갑니다.,1,1,1
"장점은 한옥 인테리어이며, 로비는 완벽하고 객실 인테리어는 훌륭합니다.",0,1,0
가장 큰 장점은 관광지와 가깝다는 점과 주차장이 넓다는 것입니다.,0,1,0
단점은 우선 청소 상태가 매우 불량합니다.,0,0,0
"모기가 너무 많아 잠을 잘 수 없었고, 초저녁 입실 시 객실이 매우 추웠습니다.",0,0,0
"흔한 충전기 하나 없으며, 이불의 포근함이 전혀 없습니다.",0,0,0
"주차하기 불편한 곳이 있으며, 언덕이 생각보다 협소합니다.",0,0,0
수건 및 침구가 더러운 곳이 곳곳에 보였습니다.,0,0,0
한옥뷰는 기대하지 마세요.,0,0,0
한옥마을 주차장 뷰입니다.,0,0,0
"중앙난방인지 추웠으며, 온도를 올려도 올라가지 않았습니다.",0,0,0
가격은 더 낮추는 것이 맞을 것 같습니다.,0,0,0
"통창이라 소음이 심한 편이며, 차가 지나가면 소리가 납니다.",0,0,0
제일 불편한 것은 화장실입니다.,0,0,0
"가족 여행인데 옷 갈아입을 때도 밖에 있는 전신 거울에 비치고, 세면대뿐만 아니라 샤워실에서도 물이 샙니다.",0,0,0
가장 좋은 점을 하나 꼽으라면 위치입니다.,0,1,1
"예전에 자주 갔던 곳인데, 업그레이드 비용을 지불했음에도 컴퓨터가 모두 작동하지 않아 세 번 방을 옮기다가 결국 일반 방으로 변경했습니다.",0,0,0
"욕실에 녹슨 물이 고여 있었고, 예전보다 노후화되고 고장 난 부분이 너무 많습니다.",0,0,0
좋지만 방이 너무 춥습니다.,0,0,0
"숙소 내 시설이 고장 난 채 방치되어 있었고, 지하 주차장은 좁고 어두웠으며 냄새가 났습니다.",0,0,0
"욕실 수건은 너무 낡았고, 주말 가격 대비 시설이 비쌌습니다.",0,0,0
"난방도 약했으며, 로비도 어두웠습니다.",0,0,0
다만 직원은 친절했습니다.,0,0,0
합리적인 가격에 푹 쉬고 왔습니다.,1,1,1
"1. 입실 시간 선택이 시간별로 되어있어서 1시로 설정하고 12시 50분쯤 갔는데, 본인이 선택을 그렇게 해서 1시에 입실해야 한다고 꾸중했습니다.",0,0,0
본인들이 설정을 시간별로 해놓고 대체 어떻게 분 단위를 맞춰서 오는 건가요?,0,0,0
그리고 혹여나 야놀자 어플 시스템이라 해도 손님에게 태도 좀 바꿔주세요.,0,0,0
제발. 결국 그렇게 화내고 가야 그냥 방을 내준다는 듯이 말하는 것은 융통성 없지 않나요?,0,0,0
손님에게 제대로 설명을 해주고 상냥하게 말해주면 누가 10분을 못 기다리겠어요?,0,0,0
제발. 2. 넷플릭스 되는 방을 예약했는데 되지도 않았습니다.,0,0,0
3. 온수도 안 나와 실화인가요?,0,0,0
뜨거운 물을 최대로 틀어도 살짝 차가운 미지근한 물이었습니다.,0,0,0
"4. 6시 2분 정도에 나왔는데 그 와중에도 끝까지 왜 전화 안 받았냐고 꾸중하고, 정말 태도 좀 어떻게 고쳐보세요.",0,0,0
다시는 갈 생각 없습니다.,0,0,0
어리다고 무시하지 말고 존중 좀 해주세요.,0,0,0
"시내에서 도보로 가깝고 좋지만, 담배 냄새가 너무 심합니다.",0,0,0
서비스가 매우 당황스러웠습니다.,0,0,0
"일찍 입실 가능하다고 하여 예약했으나 도착 후 불가하다고 번복되었고, 퇴실 시간 전 방에 무단으로 들어와 짐을 치우고 청소한 것에 대해 불만을 제기하자, 키가 꽂혀 있지 않아 다음 투숙객을 위해 청소했다는 답변을 받았습니다.",0,0,0
고객의 짐이 그대로 있는 상태에서 무단 침입한 것은 이해할 수 없습니다.,0,0,0
불쾌한 경험이었습니다.,0,0,0
"객실에 들어서자마자 담배 냄새가 심했고, 컴퓨터 모니터가 나오지 않아 직접 확인해야 했습니다.",0,0,0
"이후 카운터 전화도 받지 않았고, 냉장고 문제에 대해서는 늦은 시간이라 해결해 줄 수 없다고 했습니다.",0,0,0
여행 중 이렇게 불친절하고 시설이 안 좋은 곳은 처음입니다.,0,0,0
509호는 창문도 없어 환기가 안 되어 코가 막히는 등 불편함이 많았습니다.,0,0,0
별 한 개도 아깝지만 리뷰 등록을 위해 어쩔 수 없이 주었습니다.,0,0,0
오래되었지만 청소 상태는 좋았습니다.,1,1,1
넷플릭스가 연령 제한에 걸려 못 보는 콘텐츠가 더 많습니다.,0,0,0
