name,rating,write_date,source,sentence,label
전주 스마일,3,2020-07,y,침대나 화장실은 깨끗한 것 같아요 근데 엘리베이터랑 복도에서 담배 냄새가 쪼꼼나고 문이 쪼끔 고장 난 것 빼고는 좋아요,0
전주 관광호텔,1,2022-07,y,청소를 제대로 안 하는 거 같아요 화장실에 쓰레기 떨어져 있었음 너무 낙후됐어요다 까여있거나 녹슬어 있고 엘리베이터도 삐걱삐걱 무섭네요 물이 찔끔찔끔 나옵니다 호 샤워기 물이 찔끔찔끔 나와서 샤워를 제대로 못했습니다 방음이 안됩니다 옆방에서 여러 명이 모여 술 게임하면서 술을 마시던데 다 들립니다,0
전주 와이케이,2,2022-07,y,크리스마스이브에 숙소 이용했습니다 스카이뷰 만원 정도 주고 이용했는데 첨에 들어갈 때 화장실 냄새가 너무 많이 났어요 객실 안까지 나더라고요 크리스마스이브라 남는 방도 없을 거 같아서 참고 그냥 썼네요 호텔 로비는 생각보다 깔끔하고 괜찮았는데 화장실 냄새 때문에 많이 아쉬웠고 찝찝했어요 욕조도 좁아서 혼자 써야 해요,0
전주 스마일,5,2024-07,y,깔끔하고 사장님도 친절하시고 너무 만족했어요 제가 화장실 이런 쪽에 예민한데 여기는 화장실도 깔끔하니 좋았어요 진심 만족,1
전주 제이즈호텔,3,2025-06,y,차로 이동하다 보니 주차장을 제일 먼저 보는데 주차장은 넓은 편이에요 주차 자리가 없어도 근처 공용주차장이 있어서 크게 불편하지 않을 거 같아요 방이 전체적으로 독특했어요 월풀 욕조가 침대 옆에 있으면서 욕실이 욕조 앞쪽에 있는데 작아요 움직이는데 조금 협소한 느낌이 많이 들고 화장실이랑 세면대도 각각 따로 분리되어서 있는데 화장실도 조금 작아요 세면대는 오픈되어 있고 드라이기랑 고데기가 있어요 기본적인 건 구비가 되어 있어요 방안이 전체적으로 좀 싸늘해요 그리고 시설물들이 조금 낡았어요 천장도 조명을 제거하고 전선이 그대로 있고 드라이기도 안돼서 카운터에 문의하니깐 다른 코드에 꽂아서 사용해 보라고 하시고 침대 시트에 얼룩이 있고 욕실 바닥에 물기가 그대로 있고요 그래도 가격은 엄청 착해요,0
전주 이둔호텔,2,2022-07,y,수건은 냄새나고 욕조는 청소상태 엉망여서 물 때 둥둥 떠다녀서 몸 좀 담글 랬더니 물때 덩어리 떠돌아다녀서 이용 못함 사진 속에 보면 물때 돌아다님 나중에 더 있었는데 그건 안 찍음,0
전주 큐,2,2025-04,y,화장실 바닥 타일은 깨져 있고 숙소 사진이 너무 과장 광고가 되어 있는 듯한 느낌이네요 시설은 노후화되어 있습니다,0
전주 이야기펜션,5,2024-07,y,우연히 찾게 된 펜션이라 그다지 기대는 안 하고 가게 됐는데 생각과는 다르게 너무 좋아요 사장님도 친절하시고 실내도 너무 깔끔하고 좋네요 양념류도 너무나 다양하고 독채로 되어있어 위아래 신경 쓸 일도 없고 많이 신경 쓰신 느낌이 확 드네요 전 주갈일 생기면 또 가고 싶을 정도네요 맘 편히 노느라 사진이,1
전주 라베 호텔,5,2025-06,y,예신이랑 결혼 전 전주여행 왔어요 숙소도 깔끔하고 마음에 들고요 엘베에서부터 관리를 빡세게 한다는 느낌 많이 받았어요 조식도 주니깐 아침에 배고프신 분들은 드시면 좋을 거 같아요 침대도 정말 편해서 오래 누워있어도 허리 하나도 안 아파요,1
전주 화이트호텔,5,2025-06,y,객실이 너무 깔끔하고 크고 좋았어요 화장실도 좋아요 티브이도 크고 침대도 푹신하고 좋았어요 사장님도 너무 친절하세요 그리고 스타일러도 객실에 구비되어 있어서 너무 깨끗하고 좋은 거 같아요 객실이 너무 깔끔하고 크고 좋았어요 화장실도 좋아요 티브이도 크고 침대도 푹신하고 좋았어요 사장님도 너무 친절하세요 그리고 스타일러도 객실에 구비되어 있어서 너무 깨끗하고 좋은 거 같아요 객실이 너무 깔끔하고 크고 좋았어요 화장실도 좋아요 티브이도 크고 침대도 푹신하고 좋았어요 사장님도 너무 친절하세요 그리고 스타일러도 객실에 구비되어 있어서 너무 깨끗하고 좋은 거 같아요,1
전주 관광호텔,5,2019-07,y,가격 대비 깔끔하고 너무 좋았어요,1
전주 마리 덕진공원점,1,2022-07,y,객실 청소 중이라 퇴실분 늦춰주신대서 예약시간보다 분 뒤에 입실했는데 퇴실전 따로 전화 준 것도 아니고 약속된 퇴실 시간 몇 분 남았는데 냅다 소등 시켜버리더라고요 뭐 전화기도 안되고 거의 쫓겨났습니다,0
전주 이둔호텔,5,2025-06,y,깨끗한 환경이 매우 좋았음,1
전주 관광호텔,3,2020-07,y,가성비 위치 직원분의 응대는 좋았으나 엘베 내리고부터 나는 수영장 냄새와 화장실에서의 냄새는 도저히 적응이 안 되네요 디퓨저를 군데군데 비치해두셨지만 냄새를 덮을 순 없었습니다 침대는 넓고 푹식해서 잠자는 건 괜찮았어요 문 닫으면 냄새도 안 나긴 하고요 저렴한 가격에 박 정도는 할만합니다,0
전주 관광호텔,0,2022-07,y,시설이야 뭐 오래된거알고갔으닌까 그러려니할려고하는대요천장에 곰팡이까지는 제예상에없던지라 그리고 욕실 수압진짜 최악최악 씻을수가없어서 물이 졸졸졸 샤워기에서 물이 졸졸졸 머리감을라닌까 진짜 걱정부터되던데요 그정도 졸졸이면 세수이상은 불가능한거아닌가요 물이그렇게나오는거 확인안하고 방배정하시는건지 궁금하네요 그정도면 욕실청소자체가불가능이던데 거기욕실은 청소를 아예안하시는건가요 그리고 냉장고에 생수가딱개들어잇었고요 저희는물을좀많이마시기도하고 요즘은 대부분 일층에 필요하면 더가져가라고 생수를 구비해두시는데 없어서 카운터에물어봤습니다생수한병만더달라고했는데 연박이냐고 물어보시더라고요 박이라고하니 연박아니여서 물못준다고 다마신물병갖고내려와서 정수기에서 떠가라는데 진짜 세상 이런경우가또잇나싶었습니다 물부족하면 편의점에서 사가시거나 연박하세요 연박아니면 생수한병도더 안준답니다 정수기에서 물받아가라고한곳은 처음이라서 어이없고 당황스럽더라구요 그냥 리뷰잘안남기는데 여기는진짜 다른사람들이 안갔으면하는 마음에서 리뷰남깁니다 그냥 다른데가세요 그어디를가도 여기보다는좋을껍니다,0
전주 마리 터미널점,5,2023-07,y,마음에 들어요 담에 또 방문할 생각 있어요 마음에 들어요 담에 또 방문할 생각 있어요 마음에 들어요 담에 또 방문할 생각 있어요 마음에 들어요 담에 또 방문할 생각 있어요 마음에 들어요 담에 또 방문할 생각 있어요,1
전주 투썸호텔,5,2025-06,y,주차장도 넓고 사장님도 매우 친절하셔서 좋아요,1
전주 제이즈호텔,5,2020-07,y,시설 좋고 깔끔하고 좋았습니다 잠시 후 퇴실인데 더 쉬었다 가고 싶은 맘이,1
전주 마리 터미널점,5,2025-05,y,최근에 모텔 방문을 잘 안 해서 생각 못 하고 있었는데 시설 정말 좋아요 깔끔하고 모난 곳 하나 없이 잘 이용했습니다 전부 만족스러웠어요 주변에 고속버스터미널이랑 시외버스터미널 있어서 타 지역에서 놀러 오면 여기서 묵기 딱 좋은 것 같습니다 이 주변 모텔들 중 손에 꼽을 정도로 괜찮아요 스낵바도 깔끔하고 잘해놓으셔서 원래 스낵바 이용 잘 안 하는데 맛있게 먹었습니다 냉장고에 물도 넉넉히 넣어주셔서 감사해요 다음에도 또 이용할 의향 정말 있습니다 항상 이대로 유지되면 좋겠고 다음번엔 더 좋은 방 예약해 볼게요,1
전주 아늑호텔,5,2025-07,y,시설이 쾌적하니 좋습니다,1
전주 브라운도트 중화산동점,5,2022-07,y,최고예요 아늑하고 침구류 너무 청결하고 화장실도 너무 청결하고 좋아요 그리고 생수가 너무 깨끗해 보여서 좋았어요 다움에도 또 이용하고 싶어요 최고예요,1
전주 호텔 늘,3,2025-04,y,전주 놀러 왔다가 묵은 숙소입니다 들어오자마자 담배 냄새가 너무 많이 났어요 환기시키고 씻으려고 보니 화장실 문이 미닫이식인데 안에서 잘못 열면 앞으로 쑥 밀려서 너무 놀랐던 특이하게 방 안에 포커 테이블이 있더라고요 인포에 보드게임할 수 있게 게임들이 있어서 신선했어요 주차 자리도 넉넉한 건지 늦게 입실했는데도 자리가 있었고 어메니티 주시고 고데기 드라이기 다 있었는데 수압은 조금 아쉬웠고 드라이기도 바람이 너무 약해서 숱이 많은 저한텐 힘들었습니다,0
전주 윈져,0,2023-07,y,제가 숙박업소 진짜 많이 다니거든요 웬만하면 후기 같은 거 잘 안 남기는데 건물이 노후돼도 위생 깨끗하면 이용도 하기도 해요 방에 들어가는 입구부터 담배 냄새가 공간 안에 냄새가 배어 있어서 참을 수가 없었습니다 이야기해서 바꿔주시긴 했지만 침구인에 사람이 썼던 퀴퀴한 땀 냄새가 나고 진짜 다른 곳으로 가야 하나 알아보기까지 했어요 안마의자는 고장 난걸 왜 놔두시는지 모르겠고 수압도 약해서 씻는 데 한참 걸리고 괜찮은 후기들이 보여서 간 거였는데 저렴한 금액에 만족하셨던 건지 이해가 안 되네요 좀 더 신경 써주셨으면 합니다,0
전주 히든호텔,5,2016-07,y,한 달에 번 정도는 오는데 항상 올 때마다 여기만 한 곳 없다고 생각되네요 시설 가격 서비스 어느 것 하나 빠지는 게 없네요 앞으로도 계속 이용할게요,1
전주 마리 터미널점,3,2024-07,y,시설은 그럭저럭 괜찮았는데 좀 이상한 냄새가 났어요 뭐라 얘기할 수는 없지만 좀 그랬어요 그 방만 그런 건지 가격에 비해 그리 만족하지는 못했어요 냉장고에는 물밖에 없었고요 북대쪽 하고는 다르더라고요,0
전주 제이즈호텔,5,2020-07,y,시설도 좋고 친절하십니다,1
전주 호텔아지트 신시가지점,5,2025-04,y,시원하고 쾌적하게 이용했습니다 넷플도 되어서 좋았어요,1
전주 호텔 시그니처,5,2024-07,y,깔끔하고 좋았어요 주차는 발레해 주셔서 편했고 주변에 식당도 많고 한옥마을도 가까워서 재밌게 여행했어요 추워진 날이라 온수도 잘 나오고 티브이가 커서 너무 좋았어요 따듯하게 잘 쉬었다 갑니다 다음에도 올 거 같아요,1
전주 제이즈호텔,5,2025-06,y,가성비 좋아요,1
전주 스마일,3,2018-07,y,자주 찾는 곳이라 이번에도 방문했는데 환기가 좀 덜 된 듯 쾌쾌한 냄새와 침대 시트에 모래 같은 미세한 알갱이들이 많아서 이용하는데 불편함이 많았습니다 화장실 이용 시 밖에서 비춰 보이는 점 또한 아쉽습니다,0
전주 마리 터미널점,5,2019-07,y,출장차 묵게 되었는데 새로 지어서 그런지 엄청 깔끔하고 좋네요,1
전주 프린스,5,2025-07,y,일단 내부가 전체적으로 깔끔하고 좋았습니다 이불도 진짜 포근하고 푹신해서 덮고 자니까 기분 엄청 좋더라고요 냉장고에 음료가 물개 넉넉하게 있었고 스타일러도 이 가격에 있어서 좀 놀랐습니다 무엇보다 사장님도 친절하시고 너무 좋았어요 모텔 통로에서도 좋은 냄새 나고 물 수압도 세고 여기 바 띠워 시향이 진짜 너무 좋아요 다른 곳 보면 싸구려 보디워시 쓰는데 여긴 진짜 향 좋은 거 써서 씻을 때도 기분 좋았고요 가끔 넷플 되는 곳이라 하더니 안 되는 곳 있었는데 넷플도 잘 볼 수 있고 전체적으러 편하고 좋았습니다,1
전주 마리 터미널점,5,2019-07,y,언제나 청결하고 좋은 방이에요 자주 이용하는데 여기만 한곳이 없죠 깨끗하고 좋아요,1
전주 호텔 시그니처,5,2023-07,y,사장님 친절하고요 신설 깨끗하고 청결상태 좋아요,1
전주 프린스,5,2024-07,y,좋아요 화장실 깨끗해요 가성비 좋아요 좋아요 화장실 깨끗해요 가성비 좋아요 좋아요 화장실 깨끗해요 가성비 좋아요 좋아요 화장실 깨끗해요 가성비 좋아요,1
전주 아늑호텔,5,2025-06,y,전주 오랜만에 방문해서 머물게 된 숙소였습니다 이번에는 벚꽃 보러 아중 호수에 갔었는데 오는 길에 내천가에 벚꽃도 구경하기 좋았습니다 로비에 들어서자 레트로풍 인테리어가 인상적이었고 키오스크가 있었지만 인포에서 친절하게 체크인해 주셨습니다 모든 객실 금연이라 룸 안은 정말 쾌적했고요 영화방 예약해서 리클라이너에서 편하게 감상했습니다 침구도 좋았는데 특히 경추베개 따로 주문하고 싶을 정도였습니다 세면대 샤워실 화장실 따로 되어있는 점도 사용하기 편리했습니다 다음에도 재방문 의사 있습니다,1
전주 큐,5,2016-07,y,여긴 정말 좋음 가성비 정말 최고의 모텔입니다,1
전주 마리 터미널점,5,2022-07,y,너무 조앗어용 근데 넷플릭스 화면이 아예 깨져서 넷플을 못 봐서 그냥 영화 결제하고 봤어요 티브이가 문제 있는 건 아닌데 넷플릭스만 아예 화면이 깨지더라고요 그것 빼고는 다 좋앗숩니당,1
전주 호텔 시그니처,5,2023-07,y,전주에서 일 때문에 출장 와서 숙박업소 자주 이용합니다 여기저기 다녀봤는데 방도 넓고 깔끔하고 티브이도 크고 컴퓨터도 괜찮아서 여기가 제일 좋은 것 같습니다 올 때마다 잘 자고 갑니다,1
전주 윈져,2,2018-07,y,잠깐 쉬다 가기 좋습니다 개인적으로 이불 청결 상태는 별로네요,0
전주 브라운도트 덕진점,2,2021-07,y,방음 잘 안되고 직원분 별로임,0
전주 호텔아지트 서신롯데점,3,2023-07,y,생각보다 많이 낡았고 위생도 조금 별로 그래도 전기장판 있어서 따뜻했어요,0
전주 호텔아지트 신시가지점,5,2024-07,y,전주 신시가지에서 최고입니다 깔끔해요,1
전주 호텔레이나구 전주 소풍,5,2024-07,y,지하에 노래방 당구대가 있어서 잘 사용하고 왔습니다 좀 춥긴 했지만 나름 재밌었네요 담에 또 이용하고 싶네요,1
전주 호텔 늘,3,2025-05,y,게이밍 파해서 기본은 되는 줄 알았습니다 모니터 키보드랑 마우스 보는 순간 느낌 이어해서 사양 확인하니 이랑 그래픽카드면 롤도 간당간당합니다 유튜브용으로 보는 게 적합하다 싶네요,0
전주 윈져,0,2024-07,y,객실 문 도어락 방식이 아니고 구식 열쇠로 여는건데 너무 낡아서 안잠겼음 사장님은 잘된다고 우기더니 다른방 바꿔줌 잘되면 왜 바꿈 혼자 비밀의 방식으로 잘도 여나 봄 화장실 변기 똥 떠 있었음 애초에 손님 받을 생각 제대로 하고 클리닝한게 아닌 상태임 방에 담배연기 쩜내남 환불 절대 안해주고 늦은시간 피곤한데 방 번 바꾼방이 이 모양 사장님 너무 불친절함 거울 먼지 많음 수건인지 걸레인지 다떨어져있음 화장실 천장 곰팡이 꽃이 피었음 방에 벽지며 곰팜이 인지 먼지 모르지만 전부 더러움 에어컨 하나도 안쉬원함 완전 구식 선풍기같음 화잘실 다 금가있고 비누에 머리카락붙어있고 방에서 쉰내가 너무나서 머리아픔 화장실 변기 물이 하루종일 차고있음소리시끄러움 냉장고 돌아가는 소리도 시끄러움 진짜 해도해도 너무하네 전부 너무 더러움 찝찝함 여긴 그냥 폐업할봐에 욕먹고 하자 이런마인드 같음 저희같이 여행와서 기분 망치지 말고 잘 알아보고 가세요 여기 일하는사람 배째라 마인드임 대화 안통함 여기어때도 웃긴게 손님이 불편함을 심각하가고 호소함에도 규정 들먹이며 낚시당한 이용객에게 책임을 전도하고 끝냄,0
전주 와이케이,5,2021-07,y,전북대 가면 종종 가는 곳인데 정말 좋아요,1
전주 전주한옥마을점,1,2023-07,y,프리미엄룸이었는데 사진과 영 딴판이네요 룸 컨디션이며 냄새며 모기에 사진엔 정말 넓게 보였는데 정말 냉장고 문을 열려면 테이블 의자를 치워야 할 정도로 좁고 불편하고 영 꽝이네요 그나마 야시장 가서 즐거웠던 기억 때문에 좀 가라앉네요,0
전주 큐,2,2022-07,y,후기가 매우 좋아서 이용하였는데 시설은 사진과 똑같지만 객실 상태는 벽에 구멍도 많고 샤워기 고정 불량에 먼지도 많고 넷플릭스 이용할 때가 다른 곳보다 연결에서 이용하는 부분이 많이 불편했던 것 같네요 다른 곳보다 가격이 높았으면 이용하지 않았을 것 같네요,0
전주 노이 호텔,3,2024-07,y,노이 호텔 처음 이용했는데 실망이 컸어요 짐을 두고 외출했다가 다시 들어와서 자려고 이불을 들쳐보니 침대 시트에 라면 국물 흘린 게 그대로 있더라고요 시간도 늦고 해서 그냥 이불을 안 덮고 시트 위에 이중으로 깔아서 잤네요 청소하시는 분들이 대충 보고 깔끔한 것 같아서 교체 안 하신 것 같은데 실망입니다 청결에 조금 더 신경 써 주시면 좋을 것 같네요,0
전주 제이즈호텔,2,2019-07,y,어제는 완전 별로인 방이었어요 비데는 고장이 났는데 전기는 들어와서 전기가 느껴져서 깜짝 놀라서 전기코드 빼버렸어요 세면대는 가운데 구멍이 나서 물도 받아지지 않고 방은 너무 어둡고 완전 별로였어요,0
전주 마리 터미널점,3,2022-07,y,대실도 중에 문이 현관문이 열렸다 닫혔어요 프런트에 전화해서 말하니까 청소하는 사람이 실수했나 보다고 교육 잘 시겠다고 안에 사람 들어있는 거 밖에서 보이지 않냐고 물으니까 뭐 고장 나서 안 보일 수도 있고 청소하는 사람이 대충 보고 문 연 거 일 수도 있다고 하셨습니다 불쾌해요 정말,0
전주 호텔아이,3,2025-05,y,오래됐네요 드라이기도 오래됐고 전체적으로 낡았기 베개에서 냄새나요 커튼이 있긴 하지만 화장실 뻥 뚫려있음,0
전주 스타 호텔,3,2025-04,y,다시 방문해도 여전히 깔끔해서 좋았지만 이번엔 담배 냄새 같은 게 온전히 다 빠지지 못한 그런 냄새가 나서 아쉬웠어요 담배 냄새가 아닐 수도 있겠다는 생각에 그냥 이용하긴 했지만 하룻밤 자는 거라면 호실 변경을 요청했을 것 같아요,0
전주 마리 터미널점,0,2024-07,y,방 안에서 화장실 안 전체가 다 보이는 구조라서 너무 불편했습니다 다시는 이용 안 할 거 같습니다,0
전주 관광호텔,5,2019-07,y,시설은 말할 것 없이 매우 좋았고요 위치도 중심지에 있어 너무 편해요 주차공간도 널찍해서 매우 편하게 주차했어요 사장님 또한 매우 친절히 안내해 주셔서 감사했고요 지방에 시험 일정이 있어 처음 와봤는데 너무 좋은 기억만 가지고 갑니다 특히 조식 운영해 주셔서 시험 보러 가기 전에 식사를 할 수 있어 좋았어요 리뷰 보시는 분들께 적극 추천드립니다 제가 남자인지라 후기 잘 안 쓰는 편인데 너무 잘 쉬다 가는지라 안 쓸 수 없네요 사장님 사업 번창하세요,1
전주 테라호텔,5,2024-07,y,연월일 연휴에 전주 여행 갔다가 숙소를 알아보던 중 아들이 게임을 좋아해서 랑 넓은 방을 찾던 중에 가격도 착하고 주변에 먹을 곳도 많고 너무 좋았습니다 안내데스크 여성분이 너무 친절하게 응대해 주시고 타지방에서 와서 그런 지 한 시간 더 일찍 입실도 해주시고 감사했습니다 다른 곳은 시간에 만 원씩 받는 곳도 많은데 다른 곳 보다 가격도 높지 않고 강추합니다 다음에 전주 오면 꼭 재방문하겠습니다 번창하세요,1
전주 와이케이,5,2019-07,y,좋았습니다 친절하세요,1
전주 프린스,1,2025-05,y,가격이 저렴하고 후기가여 개가 넘고 괜찮길래 예약했는데 이제껏 이용했던 숙소 중에서 최악 중 최악 최악인 부분 정리하자면 문 열고 숙소 들어가니 담배 찌든 네로 머리가 아픔 대부분 방이 이럴 거 같아 방 바꿔달라는 거 포기하고 방문 다 열어 놓고 씀 화장실 문 여니 청소 하나도 안 되어 있음 머리카락 오물 등 샤워기로 내가 대충 물 청소함 방바닥은 언제 닦은지 모르겠는데 방바닥 자체가 기름 발라놓은 것처럼 미끈거림 이 숙소 이용하려는 사람 꼭 참고하시길,0
전주 윈져,5,2020-07,y,시설 깨끗하고 괜찮아요,1
전주 브라이튼 호텔,5,2023-07,y,좋았습니다 가끔 가는 곳이지만 여행 후 피곤해서 자러 갔는데 너무 푹 잘 자고 왔네요,1
전주 히든호텔,5,2015-07,y,베리베리귿입니다 출장으로 오면 여기만 꼭 와요 실최고 다음에도 올게요,1
전주 더케이,2,2023-07,y,사진과는 청결도가 좀 달라요,0
전주 호텔 늘,3,2025-05,y,유독 이번에 받은 객실이 별로였는지는 몰라도 아쉽네요 이전에 이용할 때보다 시설이 많이 노후되어서 놀랐습니다 다른 층에서 변기 물 내리는 소리인지는 몰라도 화장실에서 계속 변기 내리는 소리가 방 안까지 울려서 최악이었습니다 복도 이동 소리도 다 들렸습니다 이전에 이용할 땐 객실 컨디션이 참 좋았는데 이렇게나 변했는지 정말로 아쉽네요 객실별 점검 및 개선이 필요해 보입니다 그래도 편리한 건 호텔 앞에 바로 편의점이 있어 좋았습니다,0
전주 마리 덕진공원점,5,2021-07,y,잘 있다 갑니다,1
전주 관광호텔,1,2017-07,y,화장실에서 냄새가 나고 방음이 안돼요 주차하기 힘듭니다 이것저것 다 내려놓고 싼값에 자려면 가세요,0
전주 전주한옥마을점,5,2024-07,y,깔끔하고 잠깐 묵기에 좋았습니다 잘 이용하고 갑니다,1
전주 큐,2,2019-07,y,내 장고에 있는 생수가 먹다 만 거더라고요,0
전주 마리 덕진공원점,3,2020-07,y,다 좋은데 담배 냄새가 너무 심합니다,0
전주 테라호텔,5,2024-07,y,시설도 깨끗하고 사장님 이하 직원분들 친절하시고 너무 편하게 숙박했어요 내부 편의적인 시설도 좋고 주차도 편하고 간만에 즐거운 숙박 보내서 기분도 너무 좋았어요 다음 출장길 또 올게요,1
솔 호텔,3,2023-07,y,타월이나 바닥의 청결 도는 괜찮은 편이지만 커피포트는 녹슬어있어서 사용하지 못했고 침구도 얼룩이 좀 있어서 별점 뺐어요 직원분의 친절도는 좋았으나 방음이 잘 안되는 것 같아요,0
전주 에이치에비뉴,5,2024-07,y,지방 출장을 자주 다녀 여러 모텔과 호텔을 이용합니다 오늘은 이곳에 머물게 되어 리뷰를 작성해 봅니다 이번 모텔은 주차 가능하여 좋았고요 모텔에 들어설 때 프런트에 있는 직원분 친절하게 맞아주어서 첫인상 너무나 좋았습니다 객실 또한 아늑하고 깔끔하고요 청소 상태도 전반적으로 좋습니다 화장실도 깔끔하네요 굿이네요 낯선 곳에서 일을 하다 보면 잠이 얼마나 소중한지 알게 됩니다 하룻밤 잘 자고 잘 머물다 갑니다 이 지역에 다시 오게 된다면 다시 한번 더 숙박하고 싶은 숙소네요 수고하세요,1
전주 프린스,3,2025-05,y,방이 너무 추웠어요 틀었다고는 했지만 아침에도 추워서 오들오들 떨리더라고요 전기장판 아니었음 감기 걸렸을 수두 그래도 잘 쉬다 갑니다,0
전주 와이케이,5,2023-07,y,지금 한 한 달 안에 번은 방문한 거 같아요 정말 좋아요 여기 밖에 손이 안 가더라고요 너무 객실이 깨끗하고 사장님이 친절하고 주차공간 넓고요 화장실이 정말 좋고 수압도 좋아요,1
전주 히든호텔,5,2016-07,y,전주 숙박업체 중에 가장 깔끔하지 않나 싶네요 앱으로 인한 추가 혜택이 없는 건 조금 아쉽지만 기본에 가장 충실한 것만으로도 재방문 의사가 충분하지 않나 싶습니다,1
솔 호텔,5,2019-07,y,긴말 필요 없이 완벽한 비즈니스호텔이었습니다 다음번에도 꼬옥 방문하겠습니다 매우 만족하고 가보니 다용,1
전주 전주한옥마을점,0,2024-07,y,프런트에 사람도 없고 휴대폰도 안 가져가고 사람을 분 넘게 기다리게 할 거면 일을 왜 하죠 셀프체크인이라도 할 수 있게 하든가 양심 있으세요 큰 목소리로 여러 번 불러도 아무도 안 나오고 환불이라도 해주시든가요 일을 그냥 하지 마세요,0
전주 호텔 시그니처,5,2023-07,y,월드컵 때문에 잡은 곳이었어요 티브이가 많이 커서 보는데 불편함이 없었고 주변에 술집들도 많아서 먹기 편했어요 룸 업그레이드해 주셔서 너무 좋았어요 의류관리기 잘 이용했습니다 들어올 때부터 더웠는데 잘 때도 이불이 솜 이불인지 너무 더워서 잠을 조금 설쳤어요,1
전주 전주한옥마을점,2,2024-07,y,넷플릭스 안돼서 더 좁은 방으로 옮겼더니 거기도 안되네요 침구류에는 곰팡이 같은 푸른색 점이 찍혀있고 침대 보는 끝부분이 다 헤져서 찢어져있어요 동네 모텔보다 못한 룸 컨디션입니다 한옥마을이나 야시장에서 걸어가긴 거리가 꽤 먼 편이에요,0
전주 테라호텔,5,2023-07,y,전주로 여행을 왔는데 날씨가 추워서 스파를 하고 싶어서 욕조가 있는 프리미엄룸으로 예약했습니다 우선 욕조가 굉장히 크고 상태가 좋습니다 청결하기도 하고 욕조에 있는 버튼을 누르면 마사지해주면서 거품도 나옵니다 사장님도 너무 친절하셔서 좋은 추억 만들고 가는 것 같습니다 추운 날에 쉬다 가기 좋은 숙소인 듯합니다,1
전주 관광호텔,1,2022-07,y,너무 추웠어요 천장엔 거미줄 샤워기 걸이도 파손되어 있고 방음 안되고 아무튼 다시 찾긴 어려울듯합니다,0
전주 호텔 어반스테이아중점,5,2025-05,y,아주리에선 여기가 제일 좋습니다,1
전주 더케이,5,2024-07,y,시설도 좋고 너무 편하게 있다 가요 담에 또 이용할게요,1
전주 큐,0,2025-04,y,진짜 안 좋았어요 모든 면이,0
전주 프린스,2,2025-05,y,만 원대 숙소 추후 이용 시 한 번 더 생각해야 할 것들이 있네요,0
전주 제이즈호텔,5,2024-07,y,따듯하고 조아여 따듯한 게 너무 좋네요 나름 편하고요 숙소 좋아요 그래도 만족스럽네요 괜찮아요 숙소 따듯한 게 저는 우선이라 뭐 푹신하고요 침대도 숙소에서 쉬기 좋네요 너무 좋습니다잉 너무 조아여 그래도 지금 뭔가 숙소에 대해서 잘 즐기고 있습니다 괜찮고요 만족스러운 숙소입니달,1
전주 프린스,2,2025-05,y,서비스가 굉장히 아쉽네요,0
전주 관광호텔,2,2021-07,y,시선을 돌릴 때마다 천장 벽 옷장에 모기 사체들을 많이 볼 수 있었습니다 화장실 욕조에 번 꽃 향 섹시향 보디워시라고 적혀있어 사용하려 했으나 내용물이 전혀 없어 이용하지 못했습니다 난방이 안되어 프런트에 전호하니 티브이 뒤 금색 단자 전원을 켜야 난방이 된다 하였습니다 나중에 보니 방문에 사용법이 붙어있었으나 문을 계속 열고 있어 발견하디 못했습니다 월말 겨울임에도 살아있는 모기를 마리를 잡았습니다 아침에는 모기 읭읭소리에 잠이 깼습니다 다시는 이 호텔 이용하지 말자고 다짐합니다,0
전주 큐,5,2023-07,y,사장님이 친절하세요 오,1
전주 화이트호텔,3,2025-05,y,직원 모두 친절했습니다 객실에서 담배 냄새나고 화장실 좁아 샤워 물이 변기에 닿아 찝찝 방충망 없어 창문 못 열고 옆방 출입문 열고 닫을 때 꽝꽝 내방이 흔들글쎄 옆방 새벽에 띵똥 늘 분 동안 누르고 있어 그 소리에 잠 깨 미쳐 조식 라면 대기 분위 팅팅 불은면 나와 내가 직접 끓여주고 싶다 트윈 가격 비싸 너무했습니다,0
전주 윈져,5,2020-07,y,너무 친절하고 깨끗한 곳입니다,1
전주 히든호텔,5,2020-07,y,완전 최신식은 아니지만 깨끗하고 편하게 쉴 수 있게 다 구비되어 있어요 만족,1
전주 제이즈호텔,1,2023-07,y,물 수압이 사람 씻을 수 있는 정도가 아니었어요 물 수압이 사람 씻을 수 있는 정도가 아니었어요 물 수압이 사람 씻을 수 있는 정도가 아니었어요 물 수압이 사람 씻을 수 있는 정도가 아니었어요 물 수압이 사람 씻을 수 있는 정도가 아니었어요 물 수압이 사람 씻을 수 있는 정도가 아니었어요 물 수압이 사람 씻을 수 있는 정도가 아니었어요 물 수압이 사람 씻을 수 있는 정도가 아니었어요 물 수압이 사람 씻을 수 있는 정도가 아니었어요,0
전주 호텔사운즈,3,2024-07,y,굿이요 나쁘지 않았습니다,0
