name,nickname,text,rating,label
전주 덕진동 MOMENT 708,빙그르르큰********,여기는 다만족해서 두번째 방문입니다,5,1
전주 고사동 YAJA 전주한옥마을점,Jin*****,모기가 너무 많았어요 방충망 관리좀 해주세요,3,0
전주 금암동 비스트,일편이**,여기 후기 조작인가봐요 정말 지저분해요 침구도 누렇고 화장실바닥에 털도 그대로 먼지 돌아다니고 욕실에 곰팡이 엄청나고너무찝찝할정도였어요 담배냄새도 쩔고 진짜오래된 드러운 여관이였어요,1,0
전주 산정동 첫번째 호텔,초롱초*******,친절힌 프론트 그리고 시설이나 기본 세팅은 매우 훌륭했습니다 다만 객실에 입구에 들어서자마자 담배냄새가 나더군요 비흡연자라 좀 민감한데 냄새가 나서 당황했었습니다,3,0
전주 덕진동 호텔 워너비(HOTEL WANNABE),Mel***,안마의자가 있는 곳으로 예약했는데 없는게 나을뻔했어요 너무 낡고 요즘은 볼수도 없는 거의 한 20년 된 제품 같았어요 앉기 싫어서 앉아보지도 않았습니다 그냥 일반방으로 예약하심이 나을 것같아요 건물의 위치는 생각보다 외졌어요 깨끗은 하나 오래된 느낌이 드는것들은 어쩔 수 없었어요 드라이기 앞머리도 녹아서 꽂아지지를 않더라구요 가격에 비해 좋은 편은 아닌것 같아요,3,0
전주 덕진동 호텔 쏘울(Hotel Soul),용감한********,2박 3일 동안 머물렀는데 친절하시고 가격 대비 잠 자기 괜찮았습니다,4,1
전주 덕진동 브라운도트 전주덕진점,콩닥콩********,깨끗하고 정말 편하게 잘 쉬다 갑니당,5,1
전주 금암동 윈져,조소이*****,제대로 청소가 되질 않앗나봐요제머리카락이 아닌 다른 머리카락이 나왓더라구요,4,0
전주 금암동 토마토,토닥토*******,이가격에 이런방 못찾음,4,1
전주 금암동 호텔 바라한(HOTEL BARAHAN),이*,정말 좋았습니다 다음에 키회되면 또 가겠습니다,5,1
전주 산정동 넘버25 전주산정점,토닥토*****,깨끗하고 시설 좋아요 주차장도 여유있어요 추천합니다,5,1
이비스 스타일 앰배서더호텔 전주,가랑비나라*****,규모에 비해 적지않은 비용지불 했다 생각됩니다만 청소를 하는건지 모르겠네요 보이는것만 신경쓰시는건지 바닥에 먼지가 너무많고 방이 너무건조하고 왠만하면 숙소후기 안남기는데 최악이었습니다 전주올일이 또있을지는 몰라도 온다면 이 숙소는 두번다시 가지않을겁니다 먼지가 너무많고 실수로 립밤을 떨어트려 침대아래들어갔는데 세상에 먼지가 엄청 묻어나오고 조식은 먹을만했습니다만 그거보고 재방문은 안할듯합니다,1,0
전주 금암동 비지니스 호텔 궁,네덜란*****,주위 소음이 적어 사용에 큰불편함이 없었습니가,3,1
전주 산정동 제이즈 호텔,창선*,충전기없음 물품도별루,3,0
전주 신시가지 씨투,구삼9*,시설이 좋았어요 청결하고 구조도 딱 좋았어요,5,1
전주 금암동 칼튼힐호텔,앙탈냐*,욕실 배수가 안돼요 샤워하는데 물이 차요 청소가 좀 미흡했던것 같아요 머리카락도 그대로 있고 그랬어여,5,0
전주 신시가지 제이메이트 호텔,yut***,좋아요 단 날파리가 종종 보여요,5,0
전주 고사동 YAJA 전주한옥마을점,새하얀******,깨끗하고 위치도 좋고 다음에도 이용할거에요,5,1
전주 금암동 호텔 화이트(HOTEL WHITE),fo*,좋긴 한데 너무 추워요 난방 좀 따뜻하게 부탁드립니다,5,0
전주 고사동 전주관광호텔,왕자님********,시설은 깨끗해요,5,1
전주 산정동 제이즈 호텔,사랑꽃너라*****,여기는 얘기할게없어요 깔끔하고 가성비가 지립니다 최고,5,1
전주 진북동 장미,으째야쓰*,저렴한 가격에 하루 묵기 좋아요,4,1
전주 우아동 호텔 루나,구름이**,49이아니라5점이상입니더,5,1
전주 덕진동 하운드호텔 전주덕진,바로*,숙소가 리모델링 된건지 엄청 깨끗하고 주차하기도 편해요 북대랑도 가까워서 좋아요,5,1
전주 산정동 플렉스호텔,이율*,두번째 방문이예용 깔끔했어요 푹쉬다가 갑니다,5,1
전주 신시가지 애플,푸른하늘속**,청결상캐가 쫌많이아쉬웟습니다,4,0
전주 금암동 호텔 마리(터미널점),꼬마3**,굿굿 좋으네요,5,1
전주 중화산동 Q,sor****,담배냄시 심해요,3,0
전주 우아동 호텔 투나잇(HOTEL 2NIGHT),호이*,출장때마다 전주 오는데 이번 숙소는 너무좋아요 자주이용하도록 할께요 번창하세요,5,1
전주 중화산동 호텔 더 케이,깨끗한*****,사장님 친절하고요 무지깨끗해요,5,1
전주 금암동 비스트,햄스터****,추가대실을했는데 시간을 5시간주시네요 심지어 퇴실시간이 1시인데 11시넘어서 추가대실을했는데5시간만에 나가라고하고 어플에서 대실시간은7시간이고 평일은 무한대실이라면서 무한대실도아니고 6시반까지나가겠다니까 6시반에 예약있다고 나가라고 하시고 자주애용하는데 이런적은 처음이라 기분나쁘네요,3,0
전주 산정동 코자자,문대*,방이 춥지도 않고 따뜻하니 좋았어요,5,1
전주 산정동 바른 숙박 (BARUN STAY),보랏빛*******,일단 직원이 답답함 방음 안됨 옆방티비소리 다들림,2,0
전주 고사동 YAJA 전주한옥마을점,밍밍1***,깨끗하고 좋았머요,5,1
전주 산정동 호텔 감스테이,부들부******,시설좋고 깨끗한데 모기땜에 고생했네요,4,0
전주 중화산동 Q,알딸딸*******,괜찮아요 국,5,1
전주 중앙동 한옥호텔 궁,둠두*,위치가 전주한옥마을과 가까워 좋습니다 한옥호텔이라기 보다는 모텔입니다 한옥 흉내 살짝 내는 정도 한마디로 그냥 모텔이라고 생각하시면 됩니다 가격은 저렴한데 인원추가비용 있습니다어쩐지 싸다 했음 기본 안내에 안 나와 있어 보이지 않으나 공지에 잘 찾아보면 있음 인원추가비는 현금요구함,3,0
전주 중화산동 엘도라도,아티*,가성비 좋습니다 다만 제가 묵었던방만 문제였는지 몰라도 넷플릭스 연결이 안되고 티비 리모컨도 전원은 넷플 리모컨으로 켜야하고 채널변경은 티비리모컨 음량은 넷플리모컨으로 해야하는등 불편했습니다,4,0
전주 신시가지 타임,정현철*,출장와서 잘 쉬다갑니다 팝콘 진짜 맛나요,5,1
전주 나비잠한옥호텔,가산동******,3명이상 숙박하기에는 좋지 않습니다,4,0
전주 산정동 달빛소리,5세까*,그전 리뷰랑 같아요 발수건 신경써주세욫,5,0
전주 신시가지 오스카,박준호*****,조아요 잘쉬다갑니다,5,1
전주 중화산동 화려한외출Ⅱ,나비그*******,요즘 자주 가고 있는데 갈때마다 사장님도 친절하시고 너무 좋아요 안에도 청결하고 관리를 신경쓰시는게 보여서 좋아요 그리고 주차 시설이 너무 깔끔하고 넓어요 보통 한곳만 있는데 여기는 뒤로 가면 또 있더라고요,5,1
전주 다가동 MH HOTEL 객리단점,바*,가성비 좋게 이용하기 좋았어요 번화가 근처라 놀기도 편했습니다,4,1
전주 신시가지 오스카,어흥핵******,걍 하루쉬기 조은곳입니다,3,1
전주 한옥마을 늘품호텔,파나마시티*****,한옥마을 바로 앞이라 편하고 좋았어요,5,1
완주 호텔 아리아(HOTEL ARIA),데구르*********,너무 좋아요 업그레이드 감사햐요,5,1
전주 우아동 호텔 노이(HOTEL NEUE),핵귀염********,담배냄새 심함 냉장고에 물이없음 침대시트 더러움,2,0
전주 산정동 제이즈 호텔,캔자스시티*****,전등도 안 갈아져있고 담배냄새가 진동을하고 거미줄쳐져있는 전등 사진엔 속지마세요,1,0
전주 덕진동 호텔 워너비(HOTEL WANNABE),야채곱*,응대하시는 분의 서비스가 불친절했어요 사이트에 올려놓은 사진과 룸컨디션이 같지 않아요 샤워실에 문이 없어서 씻고나면 방안 전체가 습해져서 창문을 열어 놔야 했구요 벽도 습해지더군요 숙소에 들어가자마자 보이던 곰팡이의 원인 같았어요 화장실 문이 잠금장치 없는 유리문 샤워실과 거의 마주봄 샤워실 욕조에 물때와 머리카락이 있었음 바닥 난방 안되있어 슬리퍼 필수사용해야했어요 때문에 방안이 너무 추웠어요 전기매트 고장으로 온도가 안올라가서 프론트에 연락해서 새거로 교체했어요 다시는 가고싶지 않은 곳이에요 비추천,1,0
전주 중화산동 Q,하늘레*,항상 친절하게 잘 대해주세요 좋습니다,5,1
전주 산정동 넘버25 전주산정점,야이*,말이 필요없이 좋아효,5,1
전주 산정동 짬,에이스A*,연박하면 청소깨끗히 안해줌,4,0
전주 중화산동 투썸스테이,농약메**,청소상태가 안좋았습니다다른건 만족해요,4,0
전주 중앙동 한옥호텔 궁,귀엽불*******,그렇게좋은편은 아님,2,0
전주 덕진동 호텔 히든(HOTEL HIDDEN),방키통*,방도 따뜻하구 편안하니 좋습니다,5,1
전주 중화산동 투썸스테이,농약메**,머리카락이 곳곳에 있고 쓰던 면봉도 있구요 욕실에 따뜻한물이 안나옵니다 따뜻한물 나오다 찬물나오다 해요,2,0
전주 중화산동 호텔 루고(RUGO),가오슝승강***,직원분들이 친절하고 주차장이 넓어서 좋아요 그런데 숙소에 의자가 하나도 없고 콘센트 꽂을 곳이 적어서 이 부분은 좀 불편했습니다 그리고 인원 추가를 해도 침구를 더 받지는 못하네요,4,0
전주 우아동 소울,룩셈부르크******,가격대비 너무나 만족합니다 최고입니다,5,1
전주 금암동 뷰티 호텔,새콤애*****,편하고 저렴하고 좋아요,5,1
호텔 에코스테이,추카추*********,호텔컨디션은 좋았어요 욕조가 넓고 트여있어서 아이들이 놀기좋아했어요 화장실서 담배냄세가 많이 나서 그점이 불편했구요 수건요청시 직원이바뻣는지 불친절한점이 별루였어요,4,0
전주 중화산동 브라운도트 전주중화산점,ich****,깨끗하고 좋으나 객실이 다른 점보다 너무 좁네요,4,0
완주 혁신도시 만상 호텔(MANSANG HOTEL),라일락***,시설은 매우 청결하고 가성비가 최고입니다 다만 직원분이 마스크도 쓰지도 않고 너무 불친절합니다,5,0
전주 중화산동 호텔 인트로(HOTEL INTRO),산모퉁이놀*******,욕실물이잘안빠졌어요,3,0
전주 덕진동 브라운도트 전주덕진점,세웅2*,요즘들어 더 자주이용하고있어요,5,1
전주 산정동 넘버25 전주산정점,짹짹이따스*****,이번에도 잘 이용했습니다 시간안되었는대 연락와서 당황스러웠네요,5,0
전주 산정동 칸,쪼꼬미********,방문열자마자 담배냄새 쩔었음 화장실 바닥에 담배꽁초 버려져 있음 충격 쓰다 남은 일회용 치약 화장실에 그대로 올려져 있음 침대 꿉꿉해서 잠 못잠 에어컨 틀면 담배냄새 심해져서 이 한여름에 에어컨 끄고 창문열고 잤음 객실 완전 엉망임 솔직히 이불이나 이런 관리도 제대로 하는지 의문 와 욕하다가 나옴 솔직히 별 하나도 아까움,1,0
전주 우아동 호텔 투나잇(HOTEL 2NIGHT),과천오일장**,좋았어요 깨끗하고 하루 지내기 좋았습니다,5,1
전주 우아동 호텔 젠,노는오*****,출장차 이용했는데 좋앗어요,5,1
전주 라베호텔(LABE HOTEL),롸*,편히 잘 쉬고 갑니다,5,1
전주 우아동 호텔단아,가랑비******,별루에요 겉보기와,3,0
전주 고사동 YAJA 전주한옥마을점,웃*,위치는 좋았는데 그거 하나만 좋았습니다 방 들어갔는데 화장실 불 켜니까 환풍기 같이 돌아가는데 그 소리가 엄청 컸어요 도저히 그 소리 들으면서 씻을수없는 그정도의 울림 뇌가 울리는 정도였어요 그래서 방 바꿨는데 바꾼 방은 에어컨 진짜 너무 시끄러웠어요 밤에 에어컨 시끄러워서 깨고 끄니까 덥고 그리고 무슨 에어컨이 얼굴 옆에 있어서 최악이었어요 수건도 진짜 다 발걸레수준 아니 발걸레만도 못함 후기가 비슷비슷하네요 급하게 잡느라 후기확인 못한게 내 실수지,1,0
전주 엔브릿지호텔,아삭아**********,한옥마을이랑 가깝고 터미널이랑도 가깝고 직원분들도 너무 친절하신데 침구류가 너무 더러웠어요 뭔진 몰라도 노랗게 물든 부분이 여럿 있었는데 그냥 침실에 깔아두셨네요 새벽에 발견해서 그냥 안 덮고 잤는데 조금 더 신경 써주세요,3,0
전주 금암동 윈져,메디*,난방두 잘 되구 가격대비 좋아요,5,1
전주 덕진동 MOMENT 708,win*****,사장님의 친절한 응대로 기분좋은 숙박이었고 주차장이 조금 좁은 점이 아쉬워요,5,1
전주 덕진동 호텔 스마일(HOTEL SMILE),방랑객*********,자다가 침대쪽에 벌레 나왓었는데놀랬어요 하수구에서 올라오는 벌레였어요,5,0
전주 우아동 호텔단아,폿*,인근에 엄청 숙소가 많던데 주변에 먹을데도 있고 좋았습니다 시설이나 인테리어 다 맘에 들었는데 한가지 좀 아쉬운점은 이불이 커버랑 너무 분리가 잘되서 많이 신경쓰이더라구요 그 부분만 좋으면 너무 좋겠어요 그리고 리모콘이 안되는버튼이 좀 있는데 확인한번 해주심 좋을거 같아요,4,0
전주 금암동 칼튼힐호텔,그뤠잇*******,칼튼힐 오픈때부터 이용하는 장거리커플 입니다 최근 청소상태가 별로여서 리뷰 남겨요 머리카락이 수건 바구니에 있거나 욕조에 머리카락 가득 세면기 주면 물때 등등보이는 곳에만 신경쓰시는 것 같아서 아쉬워요 청소에 조금 더 신경써 주세요,4,0
전주 우아동 호텔 젠,공키비*,퇴실 시간이 두시라 좋아여,4,1
전주 중화산동 호텔 더 케이,분홍오***,잘 쉬다 갑니다 근데 에어컨 틀었는데 담배냄새가 너무 심했어요,5,0
전주 산정동 호텔 에비뉴(HOTEL AVENUE),엄마밥*,너무 깔끔해요오오,5,1
라한호텔 전주,겅중겅*******,샷시에서 바람 들어오고 소음 차단이 전혀 안됬어요 위치 친절도 편의성은 모두 좋았습니다 배란다가 딸려 있는 방인 피하세요,4,0
전주 산정동 호텔 메이드(HOTEL MADE),우앵앵****,좋아요 잘 쉬었습니다 콘센트 꽂을 만한곳이 더 많으면 좋겠어요,5,1
전주 덕진동 호텔 히든(HOTEL HIDDEN),쭈꾸미유*,욕실화장실은 깨끗하고 방도 넖은데요 문제는 방바닥 너무 지저분해요 쇼파밑에 먼지 쌓인거 눈으로 보이고요 혹시나 물티슈 쓱 해봣는데 먼지 장난 아니네요,2,0
신라스테이 전주,상일동스쳐****,레스토랑 맛도 좋고 신설이라 시설도 전반적으로 깨끗하고 친절해요 다 좋아요 다 좋은데 방음이 심할정도로 안좋네요 최근에 지어져서 이것도 부실공사 같은건가요 벽이 그냥 합판 수준으로 소음이 심해요 신라스테이 다른 지점도 많이 이용했는데 전주가 제일 심하네요 그리고 아이들 있는 부모님들은 호텔 이용하실거면 애들 교육 좀 시키세요 안그래도 방음 안되는 복도를 아이들이 찢어지는 소리로 뛰어다니도록 방치하더라요 그럴거면 위아래 두층을 빌리시던지 그럴 형편이 안되시면 펜션을 가시길 복도랑 창문쪽으로 윗방 옆방 소음 다 들립니다대화소리랑 게임하는소리 그냥 다 들려요,4,0
전주 금암동 칼튼힐호텔,삐약이포레*****,깔끔하고 친절하고 다좋은데 샤워기가 춤을 춥니다 고정하는곳이 고장났는지 관리좀,5,0
전주 덕진동 핀앤핏하우스,개미는**,화장실 환풍기 돌아가지 않아요 샤워하는 곳과 방이 나눠있지도 않고 습기차고 너무 실망했어요,1,0
전주 우아동 이츠 호텔,이블리*,사장님 항상 친절하게 대해주셔서 좋습니다만족,5,1
전주 온고을 한옥스테이,오만라******,사장님 친절하세요 전주영화축제 한다고 정보도 알려주셨어요 방도 따뜻하고 좋았어요 침구세트도 깨끗하고 욕실도 넓고 좋았습니다 재방문 의사 백퍼 입니다,5,1
전주 고사동 YAJA 전주한옥마을점,휴먼시*,출장을1달에45번정도다니는데 지금까지묵었던모텔중 최악이었습니다,1,0
전주 산정동 플렉스호텔,앙탈냐*,방이 작아요 화장실이 더 큰거 같았어여,4,0
전주 덕진동 핀앤핏하우스,대학로이슬**,저렴하고 좋아요 근데 가운에 뭐 묻어있는건 그러려니 했는데 실내 슬리퍼 가죽이 다 떨어져서 슬리퍼를 신을 수가 없었어요 그것만 좀 아쉽습니다 그래도 북대 안에 있어서 굿,4,0
전주 금암동 호텔 바라한(HOTEL BARAHAN),슈가어******,가격대비 엄청만족했어요 또올거같네요,5,1
전주 고사동 YAJA 전주한옥마을점,가랑비*********,아주 마음에 들었습니다,5,1
전주 금암동 어썸호텔,케이프타운******,가격대비 굿이에요 가성비,3,1
전주 한옥마을비하녹,네바다에서**,체크인 할때부터 너무너무 친절하시고 객실도 너무 깨끗해서 기분 좋았어요 근처 맛집도 너무 잘알려주시고 도보로 한옥마을까지 가기도 너무 좋고 너무 좋았습니다 다음에 또 방문하고 싶다는 생각이 들었어요 사장님 너무너무 친절하세요 최고에용,5,1
전주 중화산동 로데오,오레오***,가성비 이만한곳이 없네요,5,1
전주 신시가지 제이메이트 호텔,괴물*,방도 넓고 깨끗해서 편하게 잠 자고 갔터용 냉장고도 다른 숙박시설에 비해 2배이상 크더라구요 술 넣고도 공간 많이 남구 욕실도 무진장 커요,5,1
전주 산정동 호텔 감스테이,파라과*****,스파룸인데 스파 이용할거냐고 물값5만원따로 있다면서 입실당일 알려주네요 이용 안할거면 뭐하러 스파룸을 가나요 당연히 포함되어있어야 하는거 아닌가요 그리고 2인기준에 1명 추가라서 추가금도 같이 결제했는데 나중에도 룸 왔다갔다 하시면서 칫솔이나 수건 등 기본 어메니티는 인원수 맞춰주시지도 않으심 부모님이랑 와서 피곤하기도 하고 크게 불편한건 아니라서 그냥 썼는데 이 부분은 좀 신경쓰셔야 할 것 같네요 스파룸 청결도 그저 그랬어요 글고 주변 시설은 뭐가 없어용 한옥마을까지는 차로 10분정도 걸리네요 그래도 침대랑 침구는 너무 좋아서 잠은 잘잤네용재방문 의사는 없습니다,2,0
전주 산정동 달빛소리,알파1**,친절하시고 친절하십니다 시설이 좋아요 추천,5,1
전주 산정동 플렉스호텔,에이승**,사장님은 너무너무 친절하세요오 근데 담배냄새가 너무 많이 났어요,4,0
전주 우아동 호텔 젠,마달*,시설이 너무 깨끗하고 직원분도 친절하셨습니다,4,1
전주 산정동 제이즈 호텔,전주곰**,가성비좋은 숙소입니다 잘쉬다갑니다,5,1
전주 중화산동 투썸호텔,알콩달*******,가성비짱인곳입니다 중화산동에서 가장괜찬은곳입니다추천합니다,5,1
전주 우아동 Hotel The VIZIT,Beenz***,사장님은 친절한데 사진과 다른 더 안좋은 방으로 주시네요,2,0
전주 진북동 경동,감사*,냄새도 안나고 가격대비 괞찬아요,4,1
전주 금암동 후,블링블***,난방이 약해서 아쉬웠습니다 담배 냄새가 없어서 좋았습니다,3,0
완주 혁신도시 드래곤호텔,음성발자국**,무인호텔임 주변 및 건물이 매우 시끄러움 그리고 옆방에 전혀 방음이 안됨,1,0
전주 덕진동 호텔 히든(HOTEL HIDDEN),넘실넘*********,다시는안감,1,0
전주 산정동 돈키호테 드라이브인,푸흡시냇물****,주차장도 특이하고 복층 구조 처음 이용해봅니다 너무 깨끗하고 편하게 이용하다 갑니다,5,1
전주 금암동 YAJA 전주터미널점,위례영*,출장차 이용했는데 친절하시고 다 좋았는데 제가 묵었던 방은 안좋은 냄새가 좀 나서 그점이 아쉬웠어요,4,0
전주 중화산동 호텔 인트로(HOTEL INTRO),dld*****,방음이 안돼요,3,0
전주 신시가지 오스카,dae*****,방은 큰데 시트도 더럽고 세탁이 잘 안되있는거 같더라구요 먼지도 많고 뭔가 침대에 눕기가 싫었습니다,2,0
전주 우아동 호텔 투나잇(HOTEL 2NIGHT),김슈*,개꿀잠 방도 개별 난방가능하고 욕실 물도 잘 나오고 편하게 잘쉬다갑니다,5,1
전주 우아동 센트,Sea*****,잘 쉬다 갑니다 전주역이 아주 가까워서 좋네요,5,1
전주 금암동 이카로스 드라이브인 무인텔,냐옹냐********,항상 이용하는데 매번 만족합니다,5,1
전주 우아동 호텔 야,먹방꼬*,샤워실 들어가는곳이 높아서 놀랬어요 스타일러가 있어서 좋답니다,5,1
전주 우아동 호텔 야,나몰빼****,단골로 등록해야겠네요 사장님친절하시구 깨끗하고 방도 업그레이드 시켜주셨어요 잘 쉬다 갑니다,5,1
전주 우아동 박스호텔,파아란******,정말 최악의 숙소였습니다입실해서 10분만에 다른숙소 잡아 나와버렸습니다 입실시간 30전에 도착해서 예약번호 물어보니 정각5시에 보내준다고 기다리라더니 5시30분이 지나고 나서 문자가왔고 입실하고보니 무슨 창고도아니고 방은 비좁고 냉장고에서 물이 떨어져 방바닥이 젖어있고 침대이불은 머리카락 투성이며 테이블에도 먼지가 뽀얏고 하수구 물내려가는 소리는 엄청 크고이건 잠을 잘수있는 방이 아닙니다 그러면서 숙박비는 비싸고제가 지금껏 가본곳 중 최악중 최악 10분만에 다른 숙소예약해서 바로 나와버렸어요 환불요청하려다 참습니다 사장님사진만 번듯하게 찍어두시고 그리 장사하심 안되요,1,0
전주 중화산동 호텔 루고(RUGO),애틀랜타에*****,새 건물건물 외관이 독특해서 좋았어요 룸 업그레이드 해주시고 너무 친절하셨어요 욕실이 넓고 깔끔해서 최고였어요 감사합니다,5,1
완주 혁신도시 만상 호텔(MANSANG HOTEL),themi*,깨끄싸고사그,5,1
전주 덕진동 MOMENT 708,승주최*,위치는 좋았으나 다른 점들이 별로네요,3,0
전주 산정동 제이즈 호텔,울퉁불********,방은 괜찮았는데 애플워치 없어졌네여 거기에 푸르고 온거 확실한데 바로 전화도 드렸는데 비싼거라 속상하네요 혹시 나오면 연락 주세요,3,0
전주 다온호텔,카디프****,호텔이란 명칭은 아닌듯하며 베란다 이중창없으니 도로가 차소리로 잠을 잘수없었음 방규모를 반드시 확인해야함,1,0
전주 고사동 전주관광호텔,삼바*,좋아요깨끗하고 친절했습니당,5,1
전주 중앙동 감영루 한옥텔,qpr*****,방은 너무 차가워서 데워지는데 너무 오랜시간이 걸리고 슬리퍼없어서 발이 너무 시려웠음 창문은 문풍지 발려있는데 다 찢어져있고 아침에 해뜨면 빛 다들어옴 암막 전혀 안됨 전등도 리모컨이랑 스위치랑 전혀 안맞아서 사용하기 불편했고 욕실에 있는 스파하는 욕조에 나사가 삐져나와있음 확인 안하고 발 딛었으면 다쳤을듯 방음도 전혀 안되서 밖에서 얘기하는거 다들리고 특실인데 전혀 공간활용안되고 쓸데없는게 많이 있었음 사장님은 친절하신데 애견카페랑 유치원이런거 같이하는거 같음 하나만 제대로 했으면 좋겠음 다신 오고싶지 않음 이런 모텔 처음인듯,1,0
전주 산정동 달빛소리,c2h*,복층이라 넓고 편안합니다,4,1
전주 중화산동 호텔 인트로(HOTEL INTRO),uls****,가성비 생각하면 괜찮아요 추천할 만 합니다,4,1
전주 산정동 넘버25 전주산정점,에이승**,사장님도 너무 친절하시고 객실 너어어어무 깨끗해요 여긴 진짜 최고,5,1
전주 우아동 호텔 위너(HOTEL WINNER),오늘은***,수압이 너무 약하고 혼자 물이 나왔다 안나왔다 하네요,3,0
전주 우아동 Hotel The VIZIT,먹보아******,생각보다 룸이 작아요,4,0
웨스턴라이프호텔,현*,체크인아웃 같은 직원분이셨는데 프론트 직원 교육이 필요해 보였습니다 고객 앞에 세워두고 웅얼거리듯 얘기하는 직원은 수많은 호텔 이용하며 처음 봤습니다,3,0
전주 정가한옥스테이,찡찡대장0***,서비스 정말 친절하시고 좋았습니다 도로 하나만 건너면 전주한옥마을이 있을 정도로 한옥마을 근처에 있어서 좋았습니다 더군다나 퇴실할때 오후 2시까지 주차가 가능해서 다음날도 한옥마을 충분히 즐기고 나갈수 있어서 좋습니다,5,1
전주 신시가지 호텔 아이,코코아*******,청소 엉망 컴퓨터 사용안됨,1,0
전주 산정동 플렉스호텔,블라인드5**,전화기 안되더라구요,1,0
전주 라베호텔(LABE HOTEL),snsd*,한옥마을에서 버스타면 바로앞에 내리는 버스 접근성 최고 침구 푹신하고 쾌적하고 엄청 넓고 깨끗해요 너무너무 만족 친절하고 스타일러도 있고 조식도 괜찮고,5,1
전주 금암동 뷰티 호텔,여행가****,항상 친절하신 사장님과 고생하시는 야간 프론트 이모님께 감사드립니다,5,1
전주 금암동 호텔 화이트(HOTEL WHITE),멍뭉이********,시설 깔끔하고 조식 맛있음,5,1
전주 중화산동 호텔 인트로(HOTEL INTRO),향기아******,따뜻하고 시설 좋고 같이 출장온 동료가 푹 쉬었다고 칭찬만,5,1
전주 우아동 호텔 위너(HOTEL WINNER),설윤*,담배냄새가 쩝니다 다음부터 절대 안가요,1,0
전주 금암동 비스트,돼복*,좋아요 근데 바닥에 머리카락이랑 수건에 뭐가 묻어있엉어요,5,0
전주 금암동 칼튼힐호텔,BY비**,일하시는분이 바꼈는데 호텔에서 모텔로 바뀐듯,2,0
전주 라베호텔(LABE HOTEL),ㅇ츄루*,전주 여행갔는데 숙소 너무 깨끗해서 만족했어요,5,1
전주 우아동 센트,대머리*****,사장님이 정말 친절하세요 정말 강추드립니다 부모님도 침대가 편하고 좋다고 하시더라고요 센트로 오시면 후회안하실꺼에요,5,1
전주 신시가지 호텔 팝,이승준***,시설좋아요 또 갈게요,5,1
전주 덕진동 호텔 쏘울(Hotel Soul),아토미*,사장님이바뀌셨는지 친절하셨었는데 차라리민증을보여달라고하시지 기분이별로셨는지 너무 기분안좋게 말씀하셔서 민망했어요,5,0
전주 덕진동 호텔 워너비(HOTEL WANNABE),쩡*,사진과 다릅니다,3,0
전주 마리호텔 터미널점,내이름***,넓고 깨끗하고 숙소 앞에 편의점도 있어서 너무 좋아요,5,1
전주 금암동 토마토,100***,홀애비 냄새가 너무 심해요,3,0
전주 산정동 제이즈 호텔,glf****,방도 이쁘고 좋아요 근데 모든방 기구들 다 점검 한번씩 하셔야겠어요 그리고 물이 너무 안빠져서 수영장 물안에서 씻는줄알았습니다,5,0
전주 솔호텔 (SOL),뽀오얀******,깔끔하고 따듯하고 좋습니다,5,1
전주 우아동 큐브 505 (CUBE 505),Ill***,시설도 좋고 깔끔해서 좋았습니다,5,1
전주 왕의지밀 한옥호텔,Gon*****,경치 좋네요,5,1
익산 하늘숲펜션,새록새*********,후기가 좋아서 갔는데 저희 가족에게는 아니였어요 우선 센서등 때문에 화장실만 가도 불이 켜져서 불편했어요 그리고 저휘 방은 베란다가 외부와 연결되어 있고 연결된 외부는 바베큐장이어서 방문을 닫고 있어도 시끄러웠어요 블리안더도 계속 내리고 있어야 했고요 욕실컵과 슬리퍼에 곰팡이와 찌든 때 도어클로저가 없어 밖의 소음이 그대로 다 들리고 옆집방 문을 닫을 때 마다 문은 덜컹거리고 윗층의 의자끄는 소리와 말하는 소리까지 애들 데리고 편하게 묶는 숙소는 아니란 생각이 들었습니다 그냥 저렴하게 하루 묶는 곳이에요,2,0
전주 재즈어라운드 호텔,푸르른둥둥*****,믿고 찾는 숙소입니다,5,1
전주 고사동 YAJA 전주한옥마을점,Tak*,장점 1 객사 근처 단점 1 많이 습함 화장실 분리 2 청결상태화장실 바닥에 흰 실 침구류에 털 서비스 친절하고 거리에 있어 간편하나 청결 문제로 아쉬움이 남음,3,0
전주 금암동 브라운도트 전주터미널점,서울숲쨍쨍**,친절하신 사장님 객실의 커다란 가 특히 좋았습니다,5,1
전주 한옥마을담소황토펜션,솜사탕*********,사장님도 너무 친절하셨고 방이랑 화장실도 깔끔했어요 그리고 방바닥이 진짜 따뜻해서 너무너무너무 좋았어요,5,1
완주 혁신도시 만상 호텔(MANSANG HOTEL),연남동환승***,객실이 깨끗하여 만족 합니다,5,1
호텔 다빈,자양동갤러***,급하게 예약하느라 선택의 여지가 전혀 없어 긴가민가 하면서 예약했는데 넓고 깨끗하고 친절해서 만족했습니다 늦잠을 자느라 제공되는 조식을 못먹고 욕을 대신 먹고 아쉬웠네요 위치도 한옥마을에 도보로 접근 가능해서 괜찮았습니다 한옥마을 내에 숙박을 고집하지 않으신다면 추천합니다,5,1
전주 덕진동 호텔 마리(덕진공원점),오겡끼*,사진이랑방이랑똑같네요 크고넓고 방음도너무잘되고 특히나 깜깜하게잘수있어 너무좋았습니다,5,1
