text,rating,label
온수도 첨에 틀면 바로안나오고 좀 오래틀어놔야하고 자다보니 이불커버도 다 벗겨지고 배게는 빨래가 덜된거같네요,2,0
갠적으로 냄새에 예민한데 화장실 냄새가 가장심했어요,2,0
에어컨에서 나는 냄새인지 멀미가 냄새가 좋지 않았지만 나머지부분은 다 좋았어요,5,0
담배냄새가 나서 불편했어요,4,0
친절하시고 잘 지내다가 갑니다,5,1
화장실에 젖은 휴지들이 있었어요,3,0
샤워기에도 묻어있고 찝찝함,3,0
사징님 친절도 레전두,5,1
모기가 어마오마,3,0
청결하고 서비스 좋음,5,1
티비장도 리모델링 했는지 사진과 다르게 깨끗함,5,1
자주가는곳이에요,5,1
방도 예쁘고 깨끗하고 좋아용,5,1
모텔이 나아요,1,0
연박으로 항상 잡는데 월풀 안되는거 좀 청소 덜되있는거 충전기 항상 아이폰이나 5핀 고장나있는거 아쉽습니다,3,0
시설 좋고 사장님도 친절하시고 좋았습니다,5,1
청소 안내 모든게 불량하고 불친절 함,1,0
접근성 빼고 최악입니다,1,0
바퀴벌레 나왔고 욕실에 물도 잘 안 빠지고 카운터 보시는분 대충대충,1,0
21시8분에 입실과 익일 아침 9시 퇴실에도 직원 한명도 못본 호텔 22시 이후 직원없이 운영되어 투숙객 불편함은 스스로 참거나 자체 해결해야 합니다,1,0
친절하게 업그레이드 해준다는 6001호는 웃풍이 있어 추운데 입실 순간부터 12월에 에어컨이 자동 돌아가고 난방사용에 관한 안내문도 없었어요,1,0
직원이 없으니 이것저것 눌러봐도 따뜻해지지 않아 참다참다 늦은 밤 문의문자 보내면 당직직원이 안내문자만 보내주는 곳입니다,1,0
간신히 보일러 가동했는데 온기는 없고 등이 시려 이불을 턱까지 올리면 이불은 담배 냄새가 나서 새벽 4시20분까지 잠을 못 이루었네요,1,0
출장이 잦아 전국 여러 숙박업체 다녀봤는데 이렇게 춥고 직접 대응 안되는 업체는 처음입니다,1,0
그리고 내부 구비물품의 경우 수건은 단 2개 옷걸이도 단 2개 인센스는 불이 없으면 관상용 구두주걱도 없어요,1,0
아침 퇴실에도 프론트에 직원도 없어 직접 보고 불편사항 말할 수 없어 후기로 남깁니다,1,0
뜨거운 물이 너무 안나오고 수압도 약해요,3,0
만족도 최상,5,1
샤워호스 물때가 심해요,3,0
가격이 싼이유가,2,0
푹 머물고 갑니다,5,1
또 오고싶어요,5,1
첫날 모기때문에 잠을 제대로 못잤어요,5,0
방온도가 너무 더워서 온도 조금낮춰두될거같아요,5,0
축구 잘 보고 갑니다,5,1
방이 넘 깔끔하고 내부 시설이 다 새거예요,5,1
너무너무 맘에 듭니다 전주에서 자본 숙소중에 젤 좋은거 같아요,5,1
아주 편하게 쉬고왔습니다,5,1
샤워가운없었고 화장실은 이곳저곳 다 망가져있었네요,5,0
샤워기에서 물이 새고 수압이 약했어요,5,0
그거말고는 컴퓨터도 두대고 깔끔하고 좋았어요,5,0
2틀 잘쉬다가요,5,1
너무 맘에 들어요,5,1
인기있을만함,5,1
여긴 정말 나무랄때 없는 곳이네요,5,1
서비스 정말 좋구요,5,1
시설도 깔끔 아침에 간단하게 먹을 수 있는 요플레 시리얼등등 정말 만족함 다음에는 여기만 예약할 듯,5,1
505호 리모콘 버튼 잘 안눌려요,5,0
가성비 좋습니다,5,1
잘 묵고 갑니다,5,1
모텔이면 걍 모텔로 표시 했어야지 호텔로 알고 예약 했는데 도착하니 모텔임,1,0
화장실에 욕실에 거미줄 담배썩은냄새 환풍기에 먼지가 덕지덕지 욕실 욕조는 감히 몸을 넣을수 없을만큼 드러움 욕실바라 드러움 화장실 쓰레기통드러움 쓰레기통에 비닐이라도 켜두시지 후기 작업 해두신 업소 믿고 거르시길 바래요,1,0
객실 냄새가나요,3,0
다른건 쏘쏘,3,0
지하에 클럽이 있는데 같이 운영을 하는것 같다 지하클럽 들어가는 가드는 진심 역대급으로 어이가없다 보도블록에서 담배만 펴도 머라하고 가드 옷이 벼슬인줄안다,1,0
솔직히 클럽이건 모텔이건 많이 가보았지만 클럽가드가 청담보다 빡세고 신분증 검사하는데 자기 앞으로 두걸음 뒤에 스라고 강요하고 손님 가리는게 바로 느껴진다,1,0
그래서 프론트에 전화해서 컴플레인을 걸으면 클럽가드는 원래 그러니 이해하라면서 후기는 알아서 올리라고한다 숙소 위치 청결 다좋지만 서비스는 01점 어느 숙소를가도 여기보다는 서비스가 친절하다,1,0
조아여 전북대쪽에서 잘땐 항상 여기로 오는거같아여,5,1
처음 방문하고 너무 맘에 들고 편해서 편하게 쉴겸 또 예약했는데 진짜 후회 안하고 잘 쉬다 왔어요,5,1
난방도 잘 되서 너무 따뜻했고 침구류도 깨끗해서 너무 만족했어요,5,1
더웠는데 에어컨도 틀수없게 막아놓고 방음이 정말 최악이네요,1,0
옆방소음 도로변 소음 가격대비 넘 실망이네요,1,0
잘 쉬다 갑니다,5,1
깔끔하고 좋았어요,5,1
물 수압약하고 엘레베이터 없어요,3,0
처음에눈친절하게 시끄러울 수 있다고 말씀해주셨는데 이정도 소음인줄 몰랐습니다,1,0
클럽 화장실에 갇힌 느낌 소음에 예민한 편이 어닌데 소음이 많이 심해요,1,0
화장실 문도 안닫히고,1,0
일단 프런트복도엘리베이터에서 곰팡이냄새 심하게 나요,3,0
객실은 그럭저럭 괜찮으나 솔직히 한옥마을에 위치해있는거 빼고는 장점없음,3,0
6층 카페는 현재 미운영중이구요,3,0
비싼거빼고 완벽한듯,5,1
화장실이 오픈이에요,5,0
다 뚫려있어서 냄새가 그대로 침대까지,5,0
친절하게 대해줬던게 인상깊었어요,5,1
다른데랑 차별적인 서비스,5,1
넷플릭스가 되는 방이 있고 안되는방이 있네요,3,0
황당했어요,3,0
이날은 낮에도 쌀쌀해서 추웠는데 낮에도 조금만 따뜻했음해요,4,0
구리고 욕실이 넘 좁아요,4,0
출장 올때 마다 이용해요,5,1
굳굳귿굳굳,5,1
위치가 한옥마을 근처라 도보로 다 이동가능해서 좋았어요,5,1
만족하고 갑니다,5,1
연박 예약했는데 하루만 자고 도망나왔습니다,1,0
연휴 기간에 상대적으로 싸다 하더라도 기본은 되어야 하지 않았나 싶습니다,1,0
제가 보기엔 숙박이 아니라 수리가 필요한 숙소였습니다,1,0
1박에 7만 5천원이기에 외관은 허름해도 방은 괜찮겠지 하는 생각에 갔는데 진짜 인생 중 최악의 숙소였습니다,1,0
침대는 바닥처럼 딱딱함 침대에 깔아야 할 것 같은 황금색 여름용 이불 닫히지 않는 화장실 문 먼지 가득 쌓인 콘센트 얼룩 묻어있는 사무용 의자 등등 정말 최악이었습니다,1,0
공조기 에어컨에 곰팡이가 심해서 조금틀어놓으면 안좋음을 느꼈습니다,3,0
지속적인관리를 통해 청결상태를 유지하면좋겠네요,3,0
최고였어요,5,1
침대도 편안 가까웠으면 자주갔을텐데 너무 아쉽네요,5,1
담배냄새가 올라와서 머리가 아프고 방음이 잘 안됌,3,0
월래 안그랬는대 12시까지 예약했는대 11시까지라고 독촉하네요,3,0
위치고 좋고 너무 만족했어여,5,1
스타일러에 안마의자까지 정말 좋습니다,4,1
다 좋은데 컴퓨터가 뭐가문제인지 모르겠지만 게임할려고하면 자꾸 먹통이되네요,5,0
다른 인터넷은 잘되는데,5,0
시설은 좋고 깔끔하고 다좋앗는데 디럭스로 업그레이드 시켜주는지 알았는데 묵고나서 보니 그냥 스탠다드로 업그레이드 안시켜줬네요,3,0
기분이 안좋네요,3,0
사기당한기분,3,0
사진이랑 너무 달랐어요,1,0
다좋은데 화장실 소음,4,0
리모델링 해서 그런지 깔끔하니 좋았어요,4,1
리모델링한지 얼마안되서 마감 상태는 안좋았습니다,4,0
메이드 넘넘 좋아요,5,1
6시 이후에 들어가려고 했는데 관리자가 없어서 40분가량 기다렸다가 들어갔어요,1,0
4팀 정도 기다리고 있었는데 와서 죄송하단 말 한마디도 안하고 담배피고 들어오시더라고요,1,0
그리고 숙소도 침대앞 소파도 더럽고 청결상태도 별로였네요,1,0
다신 안 갈 거 같아요,1,0
5글자좋아요,5,1
괜찮았어요,5,1
야놀자로 85000원에 일반실 예약하고 22시쯤 숙소에 갔습니다,1,0
직원분께서는 방이 없다고 12만원 내야 들어갈수 있다고 하시네요,1,0
너무 황당했습니다,1,0
저희가 남자 4명 자고 갈꺼라서 추가금 말씀 드리니 인당 2만원이라고 하시네요,1,0
남자 4명 준특실 방에서 16만원 주고 잤습니다,1,0
예약 잘해서 갔는데 방없다 돈 더줘야 한다는건 어디나라 예약시스템인가요,1,0
정말 최악이였습니다,1,0
계산 급하셨는지 결제만 하시구 방키도 안주셔서 다시 내려갔다 왔네요,1,0
예약하실때 전화로 방 꼭 빼놔주시라고 전화하고 예약하셔야 할것 같습니다,1,0
안그러면 주변에 방없어서 쏘울에서 팬션값주고 주무셔야해요,1,0
방청소가 정말 안되어있었습니다,2,0
바닥에는 과자가루들이 굴러다녀서 발에 밟히고 이불에도 얼룩이 많이 묻어있더라구요,2,0
자주 이용하는 곳인데 이번엔 정말 실망스러웠네요,2,0
일단 너무 멀어요,2,0
그리고 주변에 음식점 및 편의점 커피 하나도없네요,2,0
역시나 좋지만 머리카락이 나왔어요,4,0
시설도 깨끗하고 일회용품 줄이기에 동참하기 위해 노력하는 것도 좋았습니다,5,1
샴푸 린스 바디워시 핸드워시 모두 좋았구요,5,1
침구도 푹신했습니다,5,1
직원분들도 친절했습니다,5,1
객사 내에 있어서 접근성이 좋아 연박으로 몇번 이용했었습니다,2,0
매번 같은 방에서 묵은건 아니지만 들어갈 때 담배냄새 고장난 이중잠금장치 덮는 이불 커버 안 묻어있는 피인지 뭔지 모를 것 녹슨 욕실 손잡이로 문 열때마다 손에 쇠냄새가 나고 바닥은 지나치게 미끄러운것 등등 약간 찝찝하긴 해도 위치가 좋고 가격도 저렴한 편이니 그동안 리뷰 쓰지 않고 감안하며 이용했습니다,2,0
근데 이번에는 한번 남겨야 될 걱 같아 남깁니다,2,0
이번에도 연박으로 숙소 내에서 쉬고 있는데 문 열리는 소리가 들리더라구요,2,0
마스터키 같은건지 정말 놀랐습니다,2,0
그나마 낮이었어서 무서워도 벌떡 일어나서 누구세요,2,0
소리치면서 나갔는데 보니 직원분이 뭐 확인을 하려 그랬다면서 죄송하다고 말씀하시더라구요,2,0
숙소 내에 사람이 있는지 없는지 정도는 파악하고 일을 하셔야되지 않을까 싶습니다,2,0
내가 쉬는 이 방에 누군가 들어올 수도 있다는 생각은 해본적도 없는데 이런 일이 생기니 정말 너무 너무 무서웠고 불쾌했습니다,2,0
참 이번에는 물은 추가로 구매하라고 하더라구요,2,0
천원이라 했던 것 같고 저번엔 그냥 주던데요,2,0
이런 말 하면 괜히 물 주신 분께 불편한 일 생길까봐,2,0
뱔 말 안했습니다,2,0
가격 저렴하고 위치 너무 좋지만 전반적인 청결 문제가 개선되어야할 것 같고 사람이 있는 방 문을 갑자기 여는 그런 일은 절대 없도록 더욱 신경써주시면 좋겠습니다,2,0
너무 아쉬웠습니다,2,0
편하고좋아,4,1
테이블 위엔 먼지가 많더라구요,3,0
바닥엔 먼저 다녀가신 분들의 머리카락이 여기저기에 청소에 좀더 신경써주세요,3,0
좋아서 또 이용했어요,5,1
앞으로도 많이 이용할것같아요,5,1
한옥마을까지 조금은 거리가 있지만 걸어다닐만 하고 객실 청결도 괜찮고 무엇보다 조식이 괜찮았어요,4,1
아직 시간남았었는데 숙박할사람기다린다고 조금 일찍나와달라고하셔서 당황스러웠어요,3,0
20분밖에 안남아서 그냥 나오긴했었는데 이런적은 처음이네요,3,0
매트리스만 편했고 다른건 다 별로였어요,3,0
요즘 추운 날씨도 아닌데 방이 건조하고 추웠어요,3,0
가격대비 비추여,3,0
괜춘괜춘무나난,4,1
그냉 가격대비 기성비가 거찮아요,3,1
한옥마을 근처는 아니여서 차가 필요합니다,4,0
주변이 시내는 아니라 좀 위험할 순 있습니다,4,0
방이 너무 깔끔하고 좋았습니다,5,1
욕실도 넓으면서 예뻤구요,5,1
요즘 추운데 방도 따뜻하고 따뜻한 물도 수압 좋았습니다,5,1
청결을 신경 써줬으면 좋겠어요,4,0
저번이랑도 똑같이 욕조 안쪽 만지면 사람의 때 마른 게 붙어 있다 그래야 하나요,4,0
그냥 물 대충 행구시고 안쪽을 거품칠을 전혀 안하시는 것 같아요,4,0
바닥도 쓸 일이 없는데 털이 좀 있었고 머리카락 이런게 욕조 바닥에 눌러 붙어 있더라구요,4,0
쓰레기통은 귀찮으셨는 지 그냥 휴지가 많이 안들어있으니까 쌓이면 나중에 치우자 라는 생각을 하신건 지 휴지 위에 봉투를 씌어놓으셨더라구요,4,0
많이 좋아하는 곳인데 청소를 신경 안쓰시는 것같아서 다시 이용하기 껄끄럽네요,4,0
볼일 보는 곳에서는 문 옆에 쓰는 휴지들이 떨어져있고 문 만 열면 바로 보이는 데 말이예요,4,0
굉장히 편하고 좋았습니다,5,1
침대커버 이불 수건 핏자국 얼룩 엄청 많아요,2,0
처음 이용했을때는 좋아서 연박하고 이번엔 실망,2,0
시간만 좀더 길었으면 좋겠어요,5,1
방음이 잘 안돼요,5,0
준특실치고는 일반실이랑 다를게 없어보여서 아쉬웠습니다,3,0
청결도는 맘에들었어요,3,0
최근에 다닌 지방 호텔 중 제일 컨디션이 좋은 숙박업체 였습니다,5,1
한옥마을쪽과 거리는 떨어져있지만 거리와 상관없이 좋았고 추후 재방문의사 1000입니다,5,1
따뜻하고 넓어요,5,1
넓고 깨끗하고 아웃시간 넉넉해서 좋아요,5,1
리모델링만 신경쓸게아니라 침대랑 이불도 바꿔야할듯해요,2,0
침대 너무 딱딱했어요,2,0
전체적으로깨끗하고좋네용,5,1
호텔이고 싶은 모텔입니다,2,0
욕실에서 물이 조금 따뜻한 정도라 아쉬웠고 광고가 가득한 각티슈에서 그 광고 내용이 너무 성인용이라 놀랐어요,2,0
디테일한 부분들이 아쉬운 곳,2,0
손님 응대를 속옷차림으로 하고 핸드폰 충전기는 원래 고장난거라고 하고 멋짐,1,0
굿굿굿굿귯,5,1
깨끗하고 한옥마을이 가까워 관광시에 머무는 위치는 좋았으나 방음은 너무 아니네요,5,0
옆방에 목소리가 큰 부부가 머무시는지 12시가 넘도록 대화하는 말소리가 다 들려서 잠들기 힘들었네요,5,0
방음은 개선되기 힘든 부분인 것 같아서 청결과 위치가 좋아도 다음에 머물 의향은 없습니다,5,0
깨끗하고 좋아요,5,1
지인들보러 왔다 묵게 되었는데 화장실 라인이 너무 개방형이라 이용하기 조금 그렇더라고요,5,0
아늑하니 좋아요,5,1
다음에 북대가서 잘일 있으면 여서 자려구요,5,1
가성비 굳,5,1
음 조금 냄새가나요,3,0
가성비 좋아요,5,1
깨끗하고 방도 넓고 편하게 잘 쉬었어요,5,1
직원분도 친절하시고 담에 또 방문할게요,5,1
다시는 안갑니다,1,0
침대 완전불편 주차장은 운전못하면 못들어갑니다,1,0
처음가보는방인데 수압 너무 약해요,1,0
졸졸졸 나오고 샤워하기도 힘들어요,1,0
물 수압이 너무 약해서 아쉬웠어요,5,0
굿 또오고 싶은곳,5,1
일반실로 예약했다가 준특실로 변경되었다고 하셔서 일단 기분이 좋았고 방이 깔끔하고 쾌적해서 너무 좋았습니다,5,1
특히 세면도구가 없는 게 없을 정도로 많이 준비되어 있어서 너무 편하고 즐거웠습니다,5,1
잘 쉬다가 갑니다,5,1
여러번 이용하지만 역시 너무 좋아용 방도 따듯하고 최고입니다,5,1
깨끗하고 이용하고 편했습니다,5,1
다 좋았는데 윗층 휴대폰 진동 알람때문에 깼네요,4,0
세면대없어 불편,3,0
공기가 너무 춥고 시설이 상당히 노후 되어있네요,1,0
다시 가진않을거같습니다,1,0
잘쉬다각요,4,1
안마기가 좋네요,5,1
정신과 육체가 분리되는 안마기 짱,5,1
전주 방문하면서 한 3번째 갔던 곳인데 이번에는 좀 많이 실망했어요,2,0
제가 아무리 특가로 구매한 방이어도이번에 청결도가 너무 했습니다,2,0
방만 컸지 화장실 샤워기 헤드는 고장나있고 물때가 심각하고 바닥에 물은 안빠져서 하수구를 들어올리니까 그나마 물이 빠지긴 하는데 너무 더러워서이제 여기 안올것같아요,2,0
처음에는 사장님도 친절하시고 방 컨디션도 너무 좋아서 전주올때면 여기로 와야지 생각했는데 이제는 다른 곳으로 가려고요,2,0
사장님 705호 방 화장실좀 꼭 살펴보시길,2,0
편리하게잘사용했어요,4,1
감사합니다,4,1
화장실문에서소리나요,4,0
바닥에 머리카락이 너무 많아요,3,0
조명이너무어두워요,3,0
음 늘 마사지 기계 있는방 쓰다가 처음으로 보고싶은 드라마가 있어서 룸으로 예약해봤는데요,5,0
가 전부 나오는 방이 아니구 개인 계정이 있어야 볼수 있는 방이더라구요,5,0
개인 계정이 있으면 폰으로 보지 굳이 돈 더 주고 방 예약 할 필요성을 못느끼겠던데요,5,0
바퀴벌레가나왔어요,4,0
따듯하고 친절한게 좋음,4,0
시설은 와이파이가 된다해놓고 연결이 안됩니다,4,0
비품이 부족합니다,4,0
특히 콘센트나 멀티가 부족해 충전기 자리가 턱없이 부족합니다,4,0
너무 깨끗하고 좋은거 같아요,5,1
조금 아쉬운점은 침구에 작은 이물질이 묻어있어요,5,1
그래도 다른점이 다 깨끗해서 좋은거 같아요,5,1
티비도 엄청 커서 야구 보기 너므 좋나요,5,1
다음에도 또 이용할 거예요,5,1
여인숙 같아요,2,0
있을 만한 용품 다 구비되어 있고 컴 사양도 괜찮고 청결하고 좋았어요,4,1
다만 직원분이 너무 무뚝뚝하신게 좀 아쉬운 정도,4,1
항상 사장님이 친절하셔서 정말 좋아요,5,1
복층이라 가족여행에적합해요,4,0
가성비도좋구요,4,0
하지만 개짖는소리 전화통화하는소리 직원들 움직이는소리등 방음이 영안좋아요,4,0
그리고 조명이 아래에서켜면 위쪽도켜지고 반대도 그런현상이있고해서 한쪽에서 자던사람이 깨곤했습니다,4,0
항산 애용합니다,5,1
너무 건조해서 죽는 줄 알았어옴,5,0
밤새 수건 적셔서 촉촉하게 만드느라 힘들었어용,5,0
글도 넷플 돼서 영화 재밌게 봤습니당,5,0
잘쉬다가용 감사함다,5,0
새로 생겨서 좋아요,5,1
리모콘이 인식하는건 티비 전원밖에 없어서 불편했네요,3,0
그외엔 괜찮았어요,3,0
욕조에 머리카락이 너무 많았어요,3,0
콘센트 꽂을데가 없어요,3,0
드라이기쪽 콘센트라도 이용하고 싶었는데 나머지 한쪽은 못꼽게 막아놨더라구요,3,0
방음 잘 안돼서 시끄러웠어요,3,0
사장님 친절하시고 방이 깨끗하고 깔끔하고 좋아요,5,1
특유의 담배냄새가 없어서 너무 좋습니다,5,1
시설이좋아요,5,1
욕실도 넓고 지하층시설을이용못해본게 아쉬워요,5,1
전주 여행하려 왔다가 처음 들어왔을때 한기가 들어서 10시 이후로는 난방이 되나 하면서 잠들었는데 너무 추워서 새벽 2시에 깼습니다,1,0
방은 완전 냉골이고 프론트에 전화해도 받지도 않구요,1,0
덜덜 떨면서 잠들었어요,1,0
아침에 일어나니 머리가 너무 무겁고 감기가 걸려서 전주에서 여행 일정 하나도 못가고 다른데서 하루 더 묵고 아무것도 못하고 내일 아침 일찍가게 생겼습니다,1,0
웬만큼 나쁘지 않으면 안 적는데 너무 화가나네요,1,0
잘 머물다가요 친절하고 좋았어요,5,1
서비스도 잘되있고,5,1
헌옥마을은 택시비로 45천원 나오는 거리구요,3,0
신시가지랑 멀구요,3,0
그냥 모텔입니다,3,0
단점은 창문을 닫음,3,0
낮인지 밤인지그리고 매트리스가 너무 딱딱해서 이틀동안 좀 힘들었어요,3,0
너무 추웠어요,3,0
욕실에 문이 없어서 찬바람이 슝슝들어왔어욤,3,0
방에 담배냄새가 있어 조금 불편했어요,4,0
넷플릭스룸을 예약했는데 넷플릭스는무슨 티비도 안나오구요,1,0
욕실은 욕조도없고 바닥에 물도 안빠져서 한강이고 방에는 모기가 얼마나 많은지 모르겠네요,1,0
참고로 206호받았습니다,1,0
크리스마스를 앞두고 전주 지역에 눈이 엄청나게 내렸어요,5,1
숙소에 도착할때까지 세심하게 배려해주시고 숙소에 묵을때도 이것저것 챙겨주시는 사장님의 친절에 너무너무 기분이 좋았습니다,5,1
숙소는 아이와 저랑 둘이 지내느라 침대가 없는 온돌방에서 묵었는데 하룻밤 지내는데 전혀 문제가 없었습니다,5,1
오히려 너무 좋은 곳을 알게되어 다음번 전주여행이 기대가 되고 즐거운 경험이었어요,5,1
숙소에서의 기분좋은 경험이 눈이 내린 전주여행의 불편함을 완전히 없애주어 더 없이 좋은 시간을 보냈습니다,5,1
여러분들도 만약 전주에서 기분좋은 하룻밤의 경험을 하고싶으시다면 이 곳에 묵어보세요,5,1
특별한 경험이 되실거에요,5,1
너무 친절해서 좋았어요,5,1
시설도 괜찮고 조식도 좋고 추천해요,5,1
가격도 저렴해서 좋아요,5,1
다 좋은데 객실안 용품이 너무 없어요,4,0
굿굿입니다,5,1
친절하고 다음에 또 이용함,5,1
5만원이라는 가격에 이 정도 시설에서 숙박할 수 있다니 정말 감동이었어요,5,1
급하게 여행가는거라 기차타고 전주역에 새벽 2시쯤 내려서 택시로 10분 정도 이동해 도착했던 것 같아요,5,1
정말 넓고 깨끗하고 시설이 정말 너무너무 정말 만족했던 여행이었어요,5,1
다만 아쉬운 점이 있었다면 배게닢에 피가 묻어있었는데 좀 오래되어 보이는 피라서 좀 찝찝해서 다른 배게를 사용했어요,5,1
이거말고는 전체적으로 정말 좋았습니다,5,1
다음에 또 전주가게되면 여기서 묵을게요,5,1
친절하고 잘 쉬다갔습니다,4,1
다음에도 이용할께요,4,1
수압도 좋고 넷플릭스스타일러 전부 좋았습니다,5,0
에어컨에 먼지가 많은건 너무 아쉬웠어요,5,0
이 정도 가격에 월풀에 안마의자까지 덕분에 잘 쉬었다 갑니다,5,1
좋앗어요오,4,1
겉은 허름하지만 안은 깨끗합니다,3,1
엘리베이터 고장은 아쉬웠어요,5,0
가격 대비 너무 아쉬워요,3,0
보드게임방 이용했습니다,3,0
바닥은 날림에 드라이기는 먼지가 너무 붙어있어서 쓰기 좀 그랬습니다,3,0
항상 즐겁게 머물다 갑니다,5,1
원래 항상 청결해서 자주 이용하는데 이번은 정말 화장실에서 너무 심한 악취가 나더라구요,2,0
하수구냄새도 엄청 심하고,2,0
전체적으로 신식건물이라 깨끗하고 좋아요,5,1
다시 방문 할 예정입니다,5,1
낫베드해요,3,1
넘넘 잘 쉬다 갑니다,5,1
시설 노후 및 거미줄 산장인줄,3,0
한옥에 완전 빠졌습니다,5,1
방도 정말 따끈하고 화장실 바닥마저 그리고 방 업그레이드 해주셔서 정말 감사합니당,5,1
만약 또 한옥마을 온다면 그때 또 묵고싶어요,5,1
잘 쉬다 갑니다,5,1
근데 에어컨이 안 켜져서 넘 더웠어요,5,0
화장실 및 샤워공간이 오픈되어있어요,3,0
중문이 있었음 해요,3,0
객사와 한옥마을이 가까워서 편리하고 좋았습니다,4,1
가 조금 작고 멀리 떨어져있어서 아쉬웠어요,4,1
방 크기는 괜찮은데 너무 더워요,2,0
담배냄새 빼곤 좋았어요,4,0
시설과 친절도는 만족스러웠으나 온수가 잘 안나오고 방이 너무 추웠어요,3,0
역근처 엘베 없어요,3,0
뷰도 좋고 시설도 깔끔했습니다,5,1
뷰가 좋아요,5,1
잘쉬가가요,5,1
숙소 들어가자마자 담배 찌든 냄새,3,0
테라스 방 이후 2번째 방문이었는데요,4,0
욕실 창에 블러처리가 되어 있지 않아서 좀 당황스러웠어요,4,0
침실에서 다 보여요,4,0
샤워실이랑 화장실변기만 불투명창이에요,4,0
호텔바닥에 남이쓴콘돔 있는곳은 처음이었어요,1,0
친절한 사장님 감사합니다,5,1
좋앗습니닷,5,1
수건 기본 네개 있는데 모자랄 것 같아 더 달라고 요청드렸더니 뭐라하시더라구요,3,0
신축같지만 신축은 아닌것 같아요,3,0
1층이라 그런지 방에 벌레도 있었어요,3,0
전자기기 및 시설이 좋았어요,5,1
조용하고 깔끔하고 무난합니다,5,1
이벤트로 진행된 방은 담배냄새가 너무 심하게 나더라구요,4,0
사전에 금연방 문의하시고 이용하는게 좋습니다,4,0
조식도 안되고 브라운도트는 킥이 없네요,2,0
두범째 방문 좋아요,5,1
전주 한옥마을 위주로 돌아 볼려고 왔는데 애들 때문에 수영장도 이용하고 너무 좋아하네요,5,1
한옥마을 바로 앞이라 접근성이 너무 좋았어요,5,1
한옥뷰 너무 힐링되요,5,1
다음에 전주오면 재방문 의사 있음,5,1
담배냄새가 너무 심해서 머리가 아팠습니다,1,0
욕실이 넓찍하고 청결해요,5,1
시설도 괜찮고 나쁘지 않았어요,4,1
전주 놀러가면서 예약했습니당,5,1
생각보다 청결하고 넓고 굉장히 좋았습니당,5,1
시원하고 쾌적하게 잘쉬고 갑니다,5,1
카드키 같은걸 지급해서 문을 여닫을수 있게 하면 더 좋을것 같습니다,5,0
본가가 타 지방으로 이사를 가 전주에 묵을곳이 없어 이용했는데 용무를 보려 이동하고 복귀할때 전화를 해서 문을 열어야 하는 불편함이 있었습니다,5,0
방 업그레이드도 해주시고 친절하십니다,5,1
청결하고 넓어서 다음엔 숙박도 하고 싶네요,5,1
서비스와 시설은 좋았지만 저희가 갔을때 공사로인해 단수되서 아침에 씻을수가 없어서 좀 많이 당황스럽고 어이없었습니다,3,0
다음번에는 공사하면 예약하기전에 미리알려주셨으면 좋겠습니다,3,0
편하게 휴식 잘 하다 갑니다,5,1
깔끔하고 좋아용,5,1
뭐 놓구왔는데 잘 보관하구 있어서 다행이네요,5,1
고객응대도 너무 친절하시고 연속으로 숙소로 이용했는데 청결도 좋고 서비스도 너무 너무 좋았습니다,5,1
색다른 경험을 한거 같아서 만족스러웠습니다,5,1
터미널에서도 가깝고 깔끔하고 넓고 좋아요,5,1
깨끗하고 조용해서 좋아요,4,1
방도 크고 좋았습니다,5,1
사장님도친절하고 정말깨끗했어요,5,1
수압 직이네예,5,1
방이 따뜻하고 늦은 시간까지 쉴 수 있어 좋습니다,5,1
시설도 깔끔해서 더 좋아요,5,1
공기청정기도 있구방도 깔끔하구 너무좋아요,5,1
다음에 또 방문하고싶어요,5,1
정말 좋요,5,1
조금 그랬습니다,2,0
모기가 많아서,2,0
깔끔하고 좋으나 린스가 없습니다,4,0
그리고 다소 건조하고 잘 때 배관 물 흐르는 소리가 거슬립니다,4,0
다시는 가고싶지않네요,1,0
사장님 정말 친절하시고 또 방문하고 싶어요,5,1
후기보고 선택했는데 정말 좋았어요,5,1
층고 높아서 답답함 전혀 없고 가격 대비 최고의 선택이었던 것 같아요,5,1
다음에 전주 여행 때 또 이용할 예정입니다,5,1
제일 깔끔하고 만족스러워요,5,1
1실 1주차 정말 편하고 좋았어요,5,1
객실도 청결 했습니다,5,1
정말 깔끔하고 좋네요,5,1
깔끔하고 한옥마을가깝고 무려 에어드레서도 있어서 좋았어요,5,1
시설이되게좋네요,5,1
화장실 물도 안내려가고 화장실에 머리카락도 여기저기 나뒹굴고 청결상태 최악이네요,2,0
청결에 조금 더 신경쓰셔야 될것같아요,2,0
주차 공간은 넓어서 그것만 좋았네요,2,0
한달에 한번정도는 쉬러가는데 바닥청소가 항상 미흡하네요,3,0
특실써서 도사용하는데 키보드가 먼지가 쌓여있네요,3,0
이것만 신경 써주세요,3,0
으음이름만 호텔이지 내용은 호텔이 아니므니다 시설은 모테르수준이므니다 돈은 왜 이리도 비싸게 받는지 이해를 못했스므니다,2,0
조식은 그래도 먹을만하므니다 유스호스텔로 등록하시고 운영하시면 어떨까 싶겠스므니다,2,0
리모델링 하시옵소서,2,0
카펫도 침대도 바꾸시고자고 나면 허리아프므니다 객실 키도 바꾸시고 프런트에 리셉션니스트만 계시면 좋겠으,2,0
므니다 그 외에는 생각이 안나므니이다,2,0
