name,rating,write_date,source,sentence,label
전주 제이즈호텔,5,2017-07,y,좋네요 맛난 것 만코 좋네요 쨈도 있고 모으니 네 요 싱어요 오세,1
전주 호텔아지트 신시가지점,4,2023-07,y,리뷰가 좋아 갔는데 널찍하고 깔끔했어요 주인분도 친절하시고 위치도 먹거리 있는데랑 근접하고 접근성이 좋았아요 침대는 그리 푹신하진 않았지만 자는데 문제 앖었답니당 화장실도 넓고 하룻밤 자기 편했어요 다음에도 전주 놀러 가면 재방문 의사 잇습니당 전주 조아여 좋아 아주 저 애여 조아조아종자오지오자어자오자오자오자오자어자오자오자오장좌어자오자어장,1
베스트웨스턴 플러스 전주 호텔,3,2025-06,y,숙소는 깔끔하고 시설도 괜찮았어요 박 이용했는데 첫날 밤실에 자려고 불을 껐는데 불이 안 꺼지더라고요 밤 시에 박의 짐을 모두 챙겨서 다시 다른 방으로 옮겨서 잤습니다 숙소에서 미리 체크했어야 하는 부분인데 점검하지 않은 것 같아 불편했어요 그 외에는 괜찮았는데 배게 너무 높고 자는데 다른 히터 돌아가는 소리가 너무 시끄러워서 담에는 다른 숙소 이용할 거예요,0
전주 호텔아지트 신시가지점,4,2025-06,y,직원분 너무 친절해서 감사했습니다 다음에 게회 되면 여기로 오고 싶네요,1
전주 스마일,4,2019-07,y,시설 청소 상태 모두 만족스러웠는데 담배 냄새가 많이 났어요 환기 좀 오래오래 부탁드려요,0
전주 호텔사운즈,4,2025-06,y,깨끗하고 깔끔해요 머리카락 구석에 몇 개 있었어요 그래도 만족스럽,1
전주 시그니처 호텔,5,2025-06,y,주변 건물들이 높은 건물이 없어 뷰가 괜찮고 객실 청결상태가 괜찮습니다,0
전주 호텔 늘,5,2024-07,y,오늘도 출장 와서 제 최애 숙소 늘어서 머무르게 됐네요 사장님도 무심하신 듯하시지만 친절하시고 숙소는 말해 뭐 하냐 싶을 정도로 언제나 만족스럽게 깔끔하고 모던해서 정말 좋습니다,1
전주 큐,5,2024-07,y,전주에 가면 머무릅니다,1
전주 전주한옥마을점,2,2024-07,y,전화기 앞에 담배꽁초가 있어서 놀랬어요 청결이,0
전주 투썸호텔,5,2024-07,y,깔끔하고 좋습니다 굳굳,1
전주 히든호텔,5,2025-05,y,깨끗하고 좋았습니다,1
전주 제이즈호텔,5,2018-07,y,일단 주인인지 모르겠지만 아주머니 아저씨 두 분 다 친절하셨어요 일층에 토스트기랑 전자레인지 있어서 이용 잘했고 객실 인테리어도 예쁘고 깔끔하고 이불도 두꺼워서 아주 잘 잤습니다 박 했는데 만족해요,1
전주 큐,4,2016-07,y,냉장고 소리가 조금 심한 거 말고는 만족 아주머니 싹싹하시고 시원시원하심 가격도 착함,0
전주 투썸호텔,5,2022-07,y,깔끔하고 좋아요 재방문 의사 있어요,1
전주 스마일,5,2023-07,y,덕진공원 가깝고 무난하게 이용할 수 있는 숙소였습니다,0
전주 관광호텔,3,2022-07,y,화장실에 물이 안 내려가서 샤워하면 바닥에 물이 찼어요,0
전주 호텔아지트 서신롯데점,4,2024-07,y,적당한 가격 적당한 위치네요 시설도,0
전주 브라이튼 호텔,4,2025-05,y,시설 깨끗하고 좋아요,1
전주 이츠호텔,4,2025-06,y,객실 상태 깨끗합니다 가끔 숙박하다보면 특유의 냄새가 나는 객실도 종종 있는데 전혀 그렇지 않아 편안했습니다 스타일러 공기청정기 안마의자 욕조 이용할 때 불편함 없었고 이 시설에 가격 아주 합리적이라고 생각합니다 재방문 의사 있습니다 다만 개인적으로는 방이 조금 춥게 느껴졌습니다 침대에 온열매트 없었고 방에 따로 온도를 조절할 수 있는 기기가 없었습니다 구비된 리모콘에 난방 기능이 있긴 했는데 작동이 안되더라고요 또한 종 사용이 가능하다고 알고 썼는데 제대로 작동하는 건 유튜브와 넷플릭스 밖에 없었습니다 리모콘에는 디즈니 웨이브 유튜브 넷플릭스가 있었는데 디즈니와 웨이브는 볼 수 없었습니다 나머지 종은 무엇인가요 이 부분은 제가 사용하는 법을 잘 몰라 생긴 불편함일 수도 있으나 점검이 필요할 듯 합니다 아니면 종을 각각 어떻게 사용하는지 안내문이라도 구비해주시면 정말 좋을 것 같습니다 두 문제 다 심각한 문제는 전혀 아니었으나 보완되면 더욱 좋은 숙소가 될 듯 합니다 마지막으로 친절하게 맞아주신 사장님 감사합니다,0
전주 관광호텔,2,2020-07,y,한옥마을이랑도 가깝고 객리 딴 길도 가까워서 좋았어요 위치에 엄청 만족하고 갑니다,1
전주 호텔아지트 서신롯데점,5,2025-06,y,출장으로 번째 이용입니다 저번 이용 방보다는 뷰는 좋지 않았지만 객실은 더 넓어서 좋았네요 다음 달도 여기서 묵으렵니다 이번에는 아침 조식 서비스도 이용했습니다 간편히 먹기 좋았어요,1
전주 스마일,5,2024-07,y,객실 깔끔하고 정돈되어 있어요 가운도 깔끔하고 좋아요 다른 어떤 곳에서는 가운에 너무 과한 향기 섬유 유연제 냄새가 나는 경우가 있어 머리가 아픈데 여기는 마음에 들어요 호인데 에어 드레서는 체취 심한 분이 이전에 사용하셨는지 냄새가 좀 나서 옷을 넣으면 오히려 냄새가 밸까 봐 사용하지 못했습니다 확인 한번 부탁드려요 티브이 화면 큼직해서 너무 좋아요 넷플릭스도 잘 되고 화질도 좋습니다 다음에 다시 방문하겠습니다,1
전주 윈져,2,2023-07,y,너무 추웠어요 진짜 얼어 너무 추웠어요 진짜 얼어 너무 추웠어요 진짜 얼어 너무 추웠어요 진짜 얼어 너무 추웠어요 진짜 얼어 너무 추웠어요 진짜 얼어 너무 추웠어요 진짜 얼어 죽을 뻔,0
전주 히든호텔,3,2017-07,y,잘 묵다 갑니다 항상 냄새가 덜 빠져 아쉽습니다,0
전주 브라이튼 호텔,5,2023-07,y,청결해요 침대 시트가 뽀송뽀송해요 에어컨이 흠이네요 자기 맘대로 꺼졓다 켜졓다 하네요,0
전주 윈져,0,2025-04,y,냉장고에 남들이 먹던 남은 물이 남아있어서 너무 기분이 언짢았습니다 방 퀄리티도 사진하고 다르고 담배 냄새도 심했습니다 지금까지 말씀드린 건 주관적인 생각이니 다른 이용객들은 참고만 해주시면 될 것 같습니다,0
전주 브라운도트 중화산동점,5,2024-07,y,깔끔하고 좋네요 자주 이용하는데 만족합니다,1
전주 스마일,3,2019-07,y,예약하지 않고 이용했을 때보다 객실도 더 좋고 방 분위기도 좋았어요,1
전주 스마일,5,2021-07,y,모처럼 잘 자고 왔습니다,0
전주 제이즈호텔,2,2023-07,y,시간 미리 캐리어도 맡겨주셔서 감사했습니다 한데 청결상태는 엉망이었고 침구도 불편하는 전기장판이 작동되지 않아서 너무 춥게 잤네요 확인 부탁드립니다 욕실 불도 어둡고 너무 미끄러웠네요,0
전주 이둔호텔,5,2023-07,y,출장 때문에 자주 이둔 호텔을 이용하는 사람입니다 저는 아침식사를 꼭 해야 하는 사람인데 아침에 혁신은 밥 먹을 곳이 없어서 참 곤란합니다 그러던 중 여기 호텔을 알게 되었고 조식 챙겨 먹는 재미로 지인들도 많이 소개했습니다 그러나 요즘 이둔 호텔이 안 좋아지고 있다는 느낌이 듭니다 프런트에 전화 안 받고 사람 없고 방춥고 게다가 머리를 빗을 브러시까지도 치웠더군요 스프레이 젤도 없어졌습니다 점점 하나씩 없어집니다 기본적인 건 주셔야 하지 않을까요,0
전주 호텔레이나구 전주 소풍,5,2024-07,y,방이 매우 깔끔하고 청소가 잘되어 있네요 지하에는 놀 거리도 많고 주차장도 매우 넓습니다 주변엔 식당도 많고 배달음식 시켜 먹을 곳도 많이 있네요 출장이 잦은 편이라 숙소 고민이 많았는데 강추 합니다 지하엔 헬스시설도 있어서 운동도 할 수 있습니다 침구류나 수건도 세탁이 잘되어 있어 냄새도 안 납니다 방음도 잘되어 있고 난방도 잘되어 있네요 추가로 장판도 있어서 매우 좋습니다 욕조도 있고 뜨거운 물도 잘 나옵니다 아침엔 조식도 나오고 여러모로 강추합니다,0
전주 관광호텔,5,2017-07,y,외관에 비해 깨끗하고 청결하게 관리가 잘되잇어요 냄새도 없었고요 다만 화장실 배수가 너무 안되네요 아쉽,0
전주 스마일,5,2023-07,y,담배 냄새가 좀 남아있었지만 잘 쉬다 왔네요,0
전주 더케이,0,2024-07,y,들어가기 전부터 무슨 혹시나 해서 들어갔더니 역시나 그래도 돈 아까워서 샤워는 했는데 도저히 못 잘 것 같아서 분만에 나왔네요 사진에 속지 마시고 리뷰에 속지 마세요,0
전주 투썸호텔,4,2024-07,y,다 괜찮았는데 소음이 너무 커서 온 저녁잠을 이룰 수가 없었습니다 옆방 술 마신 분인지 얼마나 소리를 지르시는지에 휴,0
베스트웨스턴 플러스 전주 호텔,4,2021-07,y,잘 이용하고 있습니다,0
베스트웨스턴 플러스 전주 호텔,3,2025-05,y,호텔 자체가 오래된 듯한 느낌은 있지만 위치 면에서 좋았습니다 다만 침대 부근에서 다 쓴 위생용품 화장품 일회용품 같은 쓰레기가 몇 개 떨어져 있어서 깨끗이 청소한 객실 같진 않았네요,0
전주 히든호텔,4,2022-07,y,여전해요 청결도 나 룸 컨디션 등등 깔끔하고 좋았어요 정말 오랜만에 갔는데 카운터 계시는 분이 너무 말을 많이 거셔서 조금 불편했어요 숙소 가면 사실 별다른 말없이 들어가고 싶은데 다른 커플분한테는 몇 층 가시냐 등등 말을 많이 건네시는데 이유가 있으셨겠지만 조금만 배려해 주심이,1
전주 관광호텔,3,2023-07,y,오래된 시설인 건 알고 갔지만 부서지고 망가진 부분 수리도 안 되어있네요 참고하세요,0
전주 관광호텔,4,2020-07,y,이불 시트가 살짝 뜯긴 자국이 있긴 했지만 숙소는 청결했습니다,0
전주 히든호텔,5,2017-07,y,일단 주인분이 너무 친절하셨고요 편하고 깨끗하게 잘 쉬다가왔습니다 추천해 드리고 싶어요,1
전주 호텔레이나구 전주 소풍,0,2025-05,y,천장 벽지가 떨어졌어요,0
전주 전주한옥마을점,5,2023-07,y,깔끔하고 티브이 보면서 편히 쉬다가 가기 괜찮았어요 물 따뜻한 물이 나오기까지 시간은 좀 걸리는 그거 빼고는 만족했습니다 다음에 또 이용할 거 같아요 굿굿 접근성도 좋아요,1
전주 전주한옥마을점,3,2023-07,y,욕실 개방형이고 중앙난방인데다가 침대에 전기장판도 없음 추워서 옷 입고 잠,0
완주 스페이스셔틀 전주,4,2025-06,y,깨끗하고 주변 경치 풍경이 너무 좋았어요 사장님도 좋으시고 너무 좋아서 다음에 또 가려고요,1
전주 스마일,5,2020-07,y,시설 정말 깔끔하고요 간식거리도 맘껏 이용해도 눈치 안 보이고 청소도 깔끔하게 되어있어 너무 좋네요,1
전주 큐,5,2025-05,y,아쉬운 게 있지만 나름대로의 낭만을 즐기시길,0
전주 이둔호텔,4,2024-07,y,테라스 전기가 안 들어와서 조금아쉬윘어요,0
전주 마리 터미널점,5,2019-07,y,시설 최신 건물이고 사장님께서 친절하십니다 방도 깨끗하고 생각보다 넓어서 좋았어요,1
솔 호텔,5,2021-07,y,시설 청결 서비스 전부 좋고 재방문의 사 아주 높습니다 다만 야외 욕조 뒤편에서 이상한 기계음이 계속해서 흘러나오는 것이 불편합니다 실내에까지 소리가 들어오는 수준은 아니라 자는 데에 지장은 없었습니다,0
전주 윈져,5,2017-07,y,시설이 깔끔해서 좋음,1
전주 와이케이,4,2025-05,y,일단 무료 객실 업그레이드 감사합니다 전주 북대 뒤쪽으로 가면 나오는 공영주차장 바로 앞입니다 위치가 위치인지라 너무 쉽게 찾아갈 수 있으며 건물 지하로도 주차장이 넓게 있어 대실이든 숙박이든 편하게 주차할 수 있습니다 북대에 위 치하고 있는 대부분 식당에서 포장이나 배달해 먹기에 가까 워 시간도 얼마 안 걸리고 편리합니다 사람 많은 북대에서 편하게 쉬면서 데이트하기에도 좋고 대실 시간도 널찍하여 좋습니다 추천드립니다 재방문 의사 있습니다 다음에 또 방문하겠습니다 번창하세요 감사합니다,1
전주 와이케이,5,2023-07,y,오랜만에 방문했습니다 베개와 침구는 정말 완벽했어요 그러나 전 손님이 사용한 젖은 수건을 발견 못 하셨는지 쉰내가 계속 진동해서 조금 힘들었어요 다른 건 다 좋았어요 에어컨 티브이 컴퓨터 암막 커튼 완벽해요,0
전주 호텔레이나구 전주 소풍,5,2025-06,y,좋아요 편합니다,1
라한호텔 전주,4,2024-07,y,한옥 뷰가 잘 보이는 숙소였어요 한옥마을 바로 앞에 위치해서 너무 편했어요 체크인부터 체크아웃까지 친절하신 직원분들 때문에 기분이 좋았네요 침구도 깨끗하고 깔끔하게 정돈되어 있었어요 화장실과 샤워실이 분리되어 있어 편했지만 모두 통유리로 다 오픈되어 있어 좀 불편했어요 주차는 체크아웃하는 날 오후 시까지 무료주차라 다음날 한옥마을 구경하고 편하게 주차했어요 조식은 전날 예약 후 아침에 시부터 시까지라 천천히 시에 갔어요 공간이 넓지 않아 더 늦으면 살짝 웨이팅이 있을 것 같아요 뷔페는 기본이었어요 딱 기본에 충실 빵 종류 몇 가지와 시리얼류 스크램블 에그와 베이컨 치즈 햄 등 샐러드와 불고기 곰국과 미역국 수프 죽 밑반찬 등이 구성돼있었어요 즉석음식이나 많은 종류의 음식이 드시고 싶으시면 실망하실 것 같아요 기본에 충실되어 저희는 든든히 잘 먹었어요 침구도 편안해서 푹 잘 자고 좋은 여행이었습니다,1
전주 히든호텔,5,2017-07,y,주차도 해주시고 친절했어요 가니까만 실이더라고요 전주는 진짜 예약 안 하면 못 자요 내부도 깨끗하고 좋았어요 룸에 명 들어갔는데 추가요금 없더라고요 개인 용품도 하나 더 챙겨주시고 좋았어요,1
전주 하운드호텔 전주아중지구,5,2025-05,y,깨끗하고 조용해서 좋았어요,1
전주 마리 덕진공원점,4,2018-07,y,시설이랑 모두 좋았고 대신 처음 들어갔을 때 약간 쾌쾌한 느낌이 들어서 좀 그랬어요 공기 청정 시스템이 있으면 좋겠어요,1
전주 스타 호텔,5,2024-07,y,무난하고 괜찮아요 무난하고 괜찮아요 무난하고 괜찮아요 무난하고 괜찮아요 무난하고 괜찮아요 무난하고 괜찮아요 무난하고 괜찮아요 무난하고 괜찮아요 무난하고 괜찮아요 무난하고 괜찮아요,0
전주 마리 터미널점,1,2023-07,y,들어가자마자 방이 습하긴 했는데 방금 청소해서 그런가 보다 생각했는데 화장실에 들어가 보니 쾨쾨한 냄새가 진동해서 보디 미스트를 뿌려도 사라지지 않았습니다 그런가 보다 하고 씻으려고 물을 틀었는데 물이 배수구로 빠지지 않고 계속 고이는 것이었습니다 저는 너무 불쾌해서 바로 카운터에 전화해 물이 안 빠지는 거 알고 계시냐고 물어보았더니 배수구를 들어보라는 것이었습니다 들어보아도 빠지지 않았습니다 다시 전화했더니 내려오라는 것이었습니다 보통 전화하면 올라와서 상황을 보던가 해주시지 않던가요 다른 곳은 정말 많이 실망했습니다 후기가 좋아서 예약했는데 제가 가본 곳 중에 제일 별로였습니다 물론 마지막에는 방을 바꿔 주셨지만 대처가 실망스러웠습니다,0
전주 큐,4,2025-07,y,사모님 완전 친절 그 자체 방 깔끔하고 스탈러도있고 주차장 넓고 가격 저렴하지 무조건 여기 갈게요,1
전주 제이즈호텔,5,2024-07,y,사장님이 정말 친절하세요 룸 컨디션도 좋고 티브이도 커서 잘 쉬다 갑니다 사장님이 정말 친절하세요 룸 컨디션도 좋고 티브이도 커서 잘 쉬다 갑니다 사장님이 정말 친절하세요 룸 컨디션도 좋고 티브이도 커서 잘 쉬다 갑니다 사장님이 정말 친절하세요 룸 컨디션도 좋고 티브이도 커서 잘 쉬다 갑니다 사장님이 정말 친절하세요 룸 컨디션도 좋고 티브이도 커서 잘 쉬다 갑니다 사장님이 정말 친절하세요 룸 컨디션도 좋고 티브이도 커서 잘 쉬다 갑니다,1
전주 히든호텔,5,2023-07,y,이번에도 역시 히든을 갔네요 처음 모텔방에 들어가면 습한 느낌이 들 수 있지만 공기청정기가 있어서 쾌적한 상태로 만들 수 있어요 넷플릭스도 돼서 애인과 재밌게 하루를 보낼 수 있어요 다음에도 방문할게요,0
전주 호텔 시그니처,5,2023-07,y,오픈한 곳이라 깨끗하고 좋았어요 다만 아쉬운 점이 있다면 화장실에서 냄새가 많이 나요퀘퀘한 냄새가 가시질 않아요 그것만 빼면 다 좋아요 티브이도 엄청 크고 좋습니다 방음은 좀 안되는 거 같긴 해요 다른 방에서 문 여는 소리 머리 말리는 소리 다 나요 뭐 근데 신경 쓰일 정도는 아니라 괜찮은 거 같습니다,0
전주 노이 호텔,3,2024-07,y,방은 조금 추웠고 커버가 조금 지저분했어요 시간이 지나니 방은 조금씩 따뜻해지더라고요 잘 쉬다가 갑니다,0
전주 관광호텔,2,2020-07,y,하수구 냄새 심하게 올라오고 연장한다니까 청소하시는 분하고 커뮤니케이션이 안돼서 계속 문 열라고 하고 정말 불편했네요 진짜,0
전주 화이트호텔,5,2025-05,y,출장차 전주에 오게 돼서 동료들과 숙소 두 곳을 나눠서 예약해서 이용해 보았어요 제가 묵었던 이곳이 다른 숙소보다 독보적으로 좋았음캬 역시 나는 숙소 고르기 천재다 주차장이 쪼금 좁은 느낌이어서 초보운전인 나는 조금 걱정했지만 크게 불편한 건 아니었음 로비 엄청 깨끗하고 냄새도 좋고 로비에 있는 스낵바 되게 좋아 보였음 숙소는 말할 필요 없이 담배 냄새 도 안 나고 심지어 침구류에서도 담배 냄새나 낯선 이들이 체취도 안 나서 진짜 너무 좋았어요 지방 출장이 잦아서 여기저기 모텔 호텔 자주 다니는데 이렇게 담배 냄새 도안 나는 숙소 진짜 오랜만 강추합니다 온수 매트 있어서 하나도 안 추워요,0
전주 호텔 어반스테이아중점,4,2025-07,y,주차 시설 친절 가성비 좋아요,1
전주 히든호텔,4,2023-07,y,바닥은 차갑고 방은 담배 냄새났어요 세면대에서 아침에 양치하는데 물에서 하수구 냄새가 나서 깜짝 놀랐네요 건물 자체도 오래되고 지어진지도 오래된 거 같아요,0
전주 마리 터미널점,4,2021-07,y,믿고 가는 마리였는데 객실 바닥에 머리카락이랑 먼지랑 섞인 것들이 굴러다니더라고요 청소 조금 더 신경 써주세요,0
베스트웨스턴 플러스 전주 호텔,5,2025-05,y,깔끔하고 좋았습니다 아이들 둘과 함께 왔는데 잘 쉬다 갑니다,1
전주 히든호텔,5,2017-07,y,애인이랑 아주 잠깐 머물다 나왔지만 넓은 침대에 감동하고 월풀 크기에 감동했어요 평소에 반신욕을 즐기는 편인데 생각보다 물이 차가워서 샤워 개념으로 만 하다 나왔네요 월풀 하나만 보고 갔는데 말입니다,0
전주 이츠호텔,5,2025-05,y,이번 크리스마스이브날 남자친구와 행복한 시간 보내다 왔어요 사장님께서 귀여운 인형들도 준비해 주셔서 감동했습니다 객실 내부는 청결하고 침대도 폭신폭신해서 꿀잠 잤어요 다만 화장실 욕조가 물이 잘 안 내려가더라고요 머리카락이 안 껴있는데도 내부에서 막혀버린 건지 잘 안 내려가서 좀 불편해서요,0
전주 스마일,5,2020-07,y,요즘 여러모로 바쁘고 해서 매일은 아니지만 늘 잘 사용하고 있습니다,0
전주 에이치에비뉴,5,2025-05,y,친절하시고 좋아요,1
전주 관광호텔,2,2021-07,y,바닥에 먼지가 가득 이불에 먼지가 가득 화장실 욕조 물 안 내려가서 보니 수챗구멍 머리카락 잔뜩 곰팡이 잔뜩 아이와 같이 갔는데 너무 심각했어요,0
전주 제이즈호텔,3,2018-07,y,방음이 잘 안되네요 담부턴 대실만 이용하려고요,0
전주 테라호텔,4,2023-07,y,이번에 들어간 방은 구조는 좋았는데 역시 충전기 없는 것과 화장실 샴푸 린스 보디 샤워 들어가 있는 통이 명칭대로 제대로 안 들어가 있어서 보디 샤워를 눌렀는데 린스가 나와서 당황 확인 좀 잘 해서 넣어주셔야 할 듯요 그리고 가운은 꼭 카운터에서 받으시길,0
전주 화이트호텔,5,2025-06,y,조식 라면 토스트 너무 맛있습니다 라면에 떡이랑 계란까지 넣어주세요,1
전주 큐,3,2017-07,y,청소한 지 얼마 안 돼서 그런가 화장실에 물기는 그대로 있고 구석구석 머리카락이 많이 보였어요 침대 밑도 그렇고요 청소에 좀만 더 신경 써주셨으면 해요,0
전주 윈져,3,2017-07,y,화장실이 문제가 있네요 시설이 오래된 듯,0
전주 전주한옥마을점,4,2023-07,y,이벤트로 빠른 입실 늦은 퇴실 저렴한 가격까지 게다가 에어 드레서도 있어 옷 보관하기 용이하였고 넷플릭스 디즈니 플러스 등 숙소에서 시간 보내기도 좋았습니다 이 가격에 이 정도면 전주 올 때마다 오고 싶어요 특이했던 건 스파용 욕조가 화장실과 따로 있었다는 점인데 오히려 볼일 보는 곳과 따로 있어서 좋았습니다 아쉬웠던 점은 들어가자마자 담배 냄새 화장실 재떨이에 폈던 담배가 그대로 있음과 심하게 났으나 창문 열어서 사용엔 문제가 없었고 방음 특히 제가 묵은 날은 연인들이 싸우는 날이었는지 위에선 물건 던지는 소리와 남녀가 소리 지르는 소리 옆에선 여자 울음소리와 남자의 억압적인 말투까지 생생히 들을 수 있었습니다 경찰에 신고할까 했습니다,0
전주 투썸호텔,5,2021-07,y,오랜만에 방문했습니다 침대가 너무 편해서 퇴실 시간 분 늦게 퇴실했어요 너무 푹 잠들어서 눈치 보면서 나갔네요 다음에 올 땐 좀 일찍 일어나서 나갈게요 객실은 너무 좋아요 엄청 청결하고,1
전주 큐,4,2024-07,y,핸드폰 놓고 나왔는데 바로 연락 주셔서 감사합니다 맨날 숙소 필요하면 여기 가는데 또 이용하러 갈게요,0
전주 이츠호텔,5,2025-06,y,시설 좋아서 자주 애용해요,1
전주 하운드호텔 터미널점,5,2025-07,y,터미널 옆이라 접근성 좋고 깔끔,1
전주 아늑호텔,5,2024-07,y,들어가는 입구부터 콘셉트 제대로 시설도 너무 깔끔하고 안 좋은 냄새도 전혀 안 나고 침구류도 너무 깔끔해서 기분 좋게 이용하네요 여러 콘셉트 방들이 있던데 다 하나씩 이용해 보고 싶어요 프런트 직원분도 너무 친절하시고 가격도 합리적이라 모든 부분이 다 만족이네요,1
전주 히든호텔,5,2017-07,y,우선 사모님이 너무 친절하셔서 감동했어요 멀리서 여행 와서 숙박이 꼬이면 정말 답이 없는데 너무 감사합니다 여수 여행 자주 오는데 올 때마다 묵을 곳이 생긴 거 같아 너무 좋아요 깨끗하고 좋은 룸에서 잘 묵고 갑니다,1
전주 스마일,2,2019-07,y,특실 안마의자 있는 곳으로 대실 했는데 안마의자도 없고 그냥 일반실 같았어요 월일 시부터 여기어 때로 특실 대실 했는데 호실 주셨고요 안마의자 없었어요,0
전주 호텔아지트 신시가지점,5,2024-07,y,매번 전주에 올 때마다 들려서 숙박하는 곳입니다 신시가지 메인에 위치해있고 무엇보다 주차장이 너무 넓고 쾌적해서 차량 이용 시 너무 편합니다 다음 출장 때에도 들리겠습니다 감사합니다,1
전주 윈져,5,2023-07,y,오랜만에 전주에 가게 되어서 오랜만에 묵게 되었습니다 혹시 침대에 수면제라도 발라두셨는지 몸이 침대에 눕기만 하면 잠이 와서 저녁 시반이면 자서 다음날 시에 일어나게 되는 매직이 펼쳐지더라고요 남자친구는 안마의자에서 살았습니다 잘 묵었습니다,0
전주 호텔아지트 서신롯데점,2,2023-07,y,다른 걸 떠나서 너무 추워서 오들오들 떨었어요 화장실도 너무 추워서 혼남,0
전주 호텔 늘,5,2024-07,y,시설도 깨끗하고 넓고 편하고 좋았어요,1
전주 호텔아지트 서신롯데점,4,2023-07,y,전주에 롯데백화점 뒤쪽에 있습니다 다른 숙소가 있긴 한데 좀 더 모던한 디자인을 좋아한다면 괜찮은 숙소입니다 방 크기도 답답하지 않게 널찍합니다 욕실이 있는 방과 샤워 부스가 있는 방이 있는데 샤워부스 쪽이 좀 더 모던하기는 합니다,0
전주 마리 터미널점,0,2024-07,y,방 안에서 화장실 안 전체가 다 보이는 구조라서 너무 불편했습니다 다시는 이용 안 할 거 같습니다,0
전주 호텔 늘,4,2023-07,y,오랫동안 머무는데 담배 냄새가 너무 심했아요 환기를 해도 화장실에서 환풍구를 타고 오는 담배 냄새 때문에 약간 거슬리긴 했지만 나머지 쉬는 데는 좋았어요 티브이도 볼만했고 매트리스도 편하고 전반적으로 좋아요,0
전주 호텔아지트 신시가지점,4,2024-07,y,객실 내 담배 냄새가 약간 난거 빼고는 쏘 쏘,0
전주 브라운도트 아중지구점,5,2024-07,y,전주 숙박하러 왔는데 로비도 밝고 깨끗해서 좋아요 다만 인기가 많아서 늦게 오면 주차 자리가 없어요 그래도 공영주차장이 가까워서 괜찮았어요 로비에 라면 기계도 있는데 방 안에서 못 먹어서 아쉽습니다 그래도 방이 정말 넓고 침대도 푹신해서 좋아요 무엇보다 티브이가 커서 축구 볼 맛이 나네요 중문도 있어서 소음도 거의 없는 편이라 좋았어요 보일러도 방 안에서 조절할 수 있어요 다음에 또 숙박한다면 여기로 올 거 같습니다 깨끗해서 너무 좋았습니다 전주 오실 때 가족들이랑 오기 좋습니다,1
전주 호텔 늘,5,2023-07,y,짜아아아앙 언제나 가성비 최고인 곳 대실 데이트 너무 좋아요 따뜻한 방에 맛있는 거 사들고 가서 넷플릭스나 디즈니 플러스 보면서 먹으면 갓벽한 데이트 늘 진짜 최고 짱짱짱입니다 아아아,1
전주 큐,3,2018-07,y,깔끔하고 좋네요,1
전주 마리 터미널점,5,2023-07,y,깔끔하고 좋습니다 그리고 무엇보다 방 까자마자 좋은 향기가 나서 좋았어요 직원도 친절하고요 음료도 좋고 서비스 좋네요 다만 수압이 좀 약해서 씻을 때 살짝 아쉬웠고 나머지는 다 만족합니다 다음에 또 올게요,1
전주 윈져,5,2018-07,y,청결 친절 짱,0
전주 하운드호텔 터미널점,5,2025-06,y,위치도 좋고 깨끗하고 아늑 그 자체에요,1
전주 히든호텔,5,2025-05,y,출장 오면 여기만 숙박하는 곳 주변 먹거리 산책 등 괜찮은 곳,1
전주 화이트호텔,5,2025-05,y,프런트 사장님께서 친절하시고 방에 비치된 물품들 하나하나 신경을 많이 쓰신 게 티가 났어요 특히 배달 음식을 편하게 시켜 먹을 수 있는 식탁이 있다는 점이 좋았고 대실로 간 거지만 다음엔 숙박으로 또 오고 싶어요,1
전주 이츠호텔,5,2025-07,y,최근에 갔던 숙소 중 제일 맘에 들었던 거 같아요 주차장도 넓고 시설도 깨끗 욕실도 수압 좋고 깔끔하니 수건에서 냄새도 안 나요 스타일러도 있더라고요 침대도 푹신하니 좋고 너무 만족하게 푹 쉬다 갑니다 최근에 갔던 숙소 중 제일 맘에 들었던 거 같아요 주차장도 넓고 시설도 깨끗 욕실도 수압 좋고 깔끔하니 수건에서 냄새도 안 나요 스타일러도 있더라고요 침대도 푹신하니 좋고 너무 만족하게 푹 쉬다 갑니다 최근에 갔던 숙소 중 제일 맘에 들었던 거 같아요 주차장도 넓고 시설도 깨끗 욕실도 수압 좋고 깔끔하니 수건에서 냄새도 안 나요 스타일러도 있더라고요 침대도 푹신하니 좋고 너무 만족하게 푹 쉬다 갑니다,1
전주 히든호텔,5,2020-07,y,깨끗하고 편해요 굿굿,1
전주 히든호텔,5,2022-07,y,담배 냄새가 너무 많이 남,0
전주 이야기펜션,5,2023-07,y,깨끗하고 친절하고 정말 최고의 숙소에요 하루만 있다가 가려다 다음 날 하루 더 연장할 만큼 너무 좋았어요 방 안 가득 정성이 느껴집니다 여기서 살고 싶어요 다음에 또 오겠습니다,1
전주 스마일,4,2024-07,y,너무너무 좋아요 다 뜻함,1
전주 투썸호텔,5,2022-07,y,독일 감성 매트리스 정말 강추합니다 그에 걸맞은 침구도 포근하니 안락합니다 일회용으로 치약 칫솔 비누 등등 세면 관련해 주시는 것들도 개인 위생상 저는 좋더라고요 자주 가는 편인데 수건도 항상 정말 깨끗해요,1
