review_content,rating,label
한옥마을 놀러갔다가 예약한 숙소로 들어왔더니 우선적으로 욕조에 죽은 날파리들이 있어서 그냥 쓸어내리고 사용하려고 샤워기 물을 틀었더니 고장이네요 사장님께 연락 드렸더니 올라오셔서 확인해준다는 말만 하시고 올라오셔서 하는 말씀이 사과 한마디 없이 욕조 샤워기는 쓰지말고 어차피 욕조 물받는 용도니 그냥 사용하시면 안되냐 하시길래 여기 날파리들도 죽어있고 쓸어내리려면 사용해야 하지 않겠냐 말씀드렸더니 내려가서 빈방 있는지 확인하고 방 바꿔주신다고 하시긴 했는데 방 옮긴곳에도 날파리 사체들이 있네요 옮긴곳은 그래도 샤워기가 되서 쓸어내리고 사용했습니다 그리고 방이 너무 춥네요 여자친구가 자고 일어나서 코를 훌쩍거리네요 새벽에도 자다 깨기도하고 라디에이터가 있긴 한데 전체적으로 따뜻해지지는 않네요 기분좋게 전주 첫여행으로 놀러갔다가 마무리가 별로였네요 다음에는 안갈거같아요,0,0
냄새가 너무나요 방에 먼지도 가득하고 욕실도 더러워서 씻지도 못했어요 저렴한곳은 이유가있네요,2,0
화장실 욕조에 물받는데 녹물나와서 당황했네요 방바꿔달라고하는데도 방없어서 안된다하고 물만 계속 틀어놓으라고 하고 어쨌든 방도안바꿔주고 환불도 안된다해서 물 세시간넘게틀어놔서 겨우 씻긴했는데 서비스 너무 안좋았습니다 다신가고싶지않네요,0,0
침대 푹신하고 크고 좋아요 처음가봤는데 좋았어용 객사 바로 앞에 있어서 좋아요 침대 푹신하고 크고 좋아요 처음가봤는데 좋았어용 객사 바로 앞에 있어서 좋아요침대 푹신하고 크고 좋아요 처음가봤는데 좋았어용 객사 바로 앞에 있어서 좋아요침대 푹신하고 크고 좋아요 처음가봤는데 좋았어용 객사 바로 앞에 있어서 좋아요침대 푹신하고 크고 좋아요 처음가봤는데 좋았어용 객사 바로 앞에 있어서 좋아요,5,1
너무 친절하고 푹자고나왔습니다,5,1
청결도나 친절도는 나름 만족합니다 말 그대로 호텔급 다만 건물 및 시설이 오래되어 보통이었고 이는 어쩔 수 없는 상황 같습니다 리모델링 하지 않는 이상 특히 주차 여건은 별 다섯개중에 한개였습니다 열악한거죠,3,0
담배냄새 개심함 심지어 이불에서도,0,0
셀프코너도 좋고 시설도 깔끔하고 좋아용,5,1
전주 오면 항상 여기서 머물러요 그 정도로 하나도 빠트림 없이 너무 좋아요,5,1
시설 되게 깔끔하고 좋아요 사장님까지 친절해서 만족스럽네요 다음에 또 방문할게요,5,1
쿠폰으로 저렴히 이용하긴 했는데요 청소 상태가 방에 머리카락들이,3,0
층이 아늑하고 좋네요 연휴 잘쉬다갑니당,5,1
전체적으로 불편함 없이 사용했습니다,3,0
화장실에 문이고장나서 조금불편했어요 베개에 시트가 더러웠는데 신경써서 세탁해주세요 나머지는다좋았습니다 사장님은 음료수더달라고하시니깐 인 개씩 챙겨주시고 친절했습니다,3,0
전반적으로 깔끔하고 마음에 듭니다 시설이 괜찮네요,5,1
여사장님 너무 불친절하세요,1,0
지하에 클럽이 있어 타지 사람의 경우 모르고 예약할 경우가 있을듯 합니다 시끄러원 잠도 못잡니다,2,0
가성비 너무 좋은 곳입니다 이가격해도 되나 싶네요 주중은요 깨끗하고 좁지않은방에서 잘 쉬고 가요 재 방문 합니다 다음주 될 듯 다만 세면대 물이 잘 안빠짐 샤워기 수압 약함,5,1
깨끗하고 너무 좋아요,5,1
시 예약을하고시에 갔는데 키를 엘베에서 가지고가라고하시네요 누가봐도 퇴실할때 놔두는 엘베안에 키문을열어보니 수건이 바닥에 담배냄새랑 이런저런 냄새가 문열자마자 아몇번째 오는곳인데 내려갔더니 다른방 키를주시네요 이건 아닌듯한데 다른키를 줬으면 헷깔릴수있는데 엘베에서 꺼내가라할때부터 음시에 왔어도 이랬을지,2,0
숙박비도 합리적이고 넷플릭스도 되고 도 있고 센스있게 폰충전기도 아이폰용까지 세심하게 갖춰놓아주셨네요 주차시설도 좋습니다 객실내부도 깨끗하구요 사장님께서 양심적으로 합리적인비용으로 운영하시는거 같아요 강추합니다,5,1
월 일 오후시 체크인 했습니다 가운데 브라운 염색하신 여자분께 체크인 받았는데 표정부터 인사 체크인 과정 모두 친절하게 서비스를 받는다는 느낌은 없었습니다 정말 마트 캐셔분들 정도의 응대 였습니다 그래도 호텔인데 수건 모자를 시 직접 카운터에서 받아가라는데 방에 수건이 넉넉하지도 않아서 그 부분도 만족하지 못했습니다 침대는 스프링이 저렴한건지 옆사람 움직이면 소리나며 출렁여서 불편했구요 즉흥 여행이라 호텔을 미처 예약 못하고 급하게 인기순위에 있어 예약한건데 침구 하나만 만족하지 나머지는 별로였습니다 방안에 모기며 날벌레들도 몇마리 있어서 잡아야 했던 부분도 만족스럽지 못한 부분에 추가 해야겠네요,2,0
숙소 깨끗하고 너무 좋아요 베란다도 있고 스타일러도 있고 침구도 깨끗합니다 다만 지하주차장이 있긴한데 주차공간도 많고 좋아요 가까이에 식당도 많고 편의점도 많아요 다음에 또 오겠습니다,5,1
일층에 있는 달걀 진짜 맛있어요 방도 깔끔하고 좋습니다,5,1
샴푸랑 린스는 통에 물을 넣어서 리필을 하시는건지 샴푸도 물에 탄 샴푸 느낌에 잘 나오지도 않고 린스도 역시나 샴푸랑 비슷한 재질이더라구요 어매니티 있어서 좋아했는데 샴푸랑 린스 쓰고 좀 실망했네요 방음도 잘 된다고 하던데 관리자분들이 퇴실한 옆방 치우면서 이야기하시는 목소리가 다 들리더라구요 감히 샴푸랑 린스라고 말할 수 없게 너무 안좋았던것과 방음이 안되는게 제일 기억에 남아서 좀 아쉽네요,3,0
편안한 숙소입니다 추천합니다,5,1
위치도 좋고 주차도 편리해서 만족입니다,5,1
금연건물이여서 약간 불편함이있었네요 미리고지라도해줬으면 예약안했을테데아쉽네요,1,0
건물이 오래되서 시설들이 그닥입니다,3,0
나쁘진않았어요 금연객실이라는데 담배냄새가 나더라구요,3,0
사진보다는 좁은 것같고 디럭스트윈방과는 크기만 차이나는 것 같습니다 타호텔과 유사무난하고 단점은 샤워실이 심하게 좁아서 덩치큰 남성분들은 짜증 유발될 정도입니다 소개사진에도 샤워실사진이 없는 이유가 있네요,3,0
전주한옥마을을 박 일정으로 방문했습니다 하지만 이 숙소때문에 완전 기분이 다운되었네요 오랜만의 나들이가 완전 망했습니다 급하게 여기어때서 예약을 하고 이번 숙소에 방문했습니다 문제점 방문때 알고보니 바로옆 숙소들은 숙박가격이 절반가격이더군요 그래도 시설이 좋겠지라는 기대로 체크인했습니다만 침대가 내가봤던 침대와 다른 동그라미침대라 살짝난감했고 둘이 어느쪽으로 누워도 발이 침대밖으로 나와서 불편했습니다 시설도 그냥 바로옆 숙소들과 다를바없어서 돈이 아까운생각이 들었네요 문제점 그래도 참고 자려했는데 엄청난 창밖 웅웅대는 바람소리 때문에 잠을 못자고 참다가 도저히 잠못들어 새벽시에 층가서 상황을 확인해보니 에어컨실외기소음이 주차장 양철지붕에 울려서 큰바람소리처럼 층까지 울리고있는 상황이었습니다 티브이를 켜고 있을때는 소리가 안불편했으나 잘려고 할때는 그소리가 마치 태풍소리처럼 위에 웅웅울려 도저히 잠을 잘수 없었습니다 결국 새벽시 이후에 호로 방변경했습니다 그로인해 화도 나도해서 잠이 더깼네요 문제점 옮긴 방호는 이불과 화장실에서 담배냄새가 나서 괴로웠습니다 문제점 다시 방옮기는것도 답이 없을듯해서 잠을 자려 노력하다가 겨우 잠이 들었을 즈음 아침에 아이들 달리기소음 심하게 몇시간이나 이어져서 더는 잘수없어서 프론트에 점검을 요청했으나 개선되지 않았습니다 아무리생각해도 그숙소에 그시간에 아이들이 심하게 튀는 소리가 나는 이유가 도저히 이해안되었네요 아마 소음심한 세탁기를 돌리는거아니면 직원아이들이지않나하는 생각이 들었습니다 문제점 프론트에서는 뻔히 잠못자다가 시넘어 방을 옮긴것도 알고 아침에 아이듩뛰는소음때문에 힘든것도 알았는데 체크아웃 분 전부터 체크아웃해달라는 명령조의 전화를 받았습니다 몇분후쯤 바로옆방에서 청소기소리와 쿵쾅청소소음이 나서 도저히 있지못하고 급히 퇴실했습니다 와 정말 배려도 없고 양심도 없는 업소라는 생각이들었네요 결국 후다닥 정리하고 나올때 엘리베이터에서 본 이불오염시 세탁비청구한다는 글이 크게 적혀있어서 또 기분이 상했네요 그말은 이불빨래 세탁을 안하고 쓴다는 느낌이들었네요 코로나 시국에 이게 맞는 태도인지 의문이었네요 이불과 베개에 밴 담배냄새 이유가 있었다는 생각이 들었고 상당히 불쾌한 기분이었습니다 소파도 낡고 갈라져서 난감 요약하면 옆숙소보다 배 비쌈 소음심함 담배냄새나고 침구위생관리의문 층간소음 심하고 옆방청소기소음이 크게들림 손님에 대한 배려 전혀없고 퇴실분전쯤 퇴실강요전화옴 다시는 이숙소에 방문하지않겠습니다 여기어때도 이런 숙소를 방치한다면 여기어때도 불매하겠습니다 정말 너무 피곤하고 짜증납니다 참 그리고 호방가운데 단차가 있어서 입실때 발가락을 부딛혀서 심하게 다쳤습니다 그 단차사진을 첨부해두었습니다 자세히보면 많은 방문자들이 부딛힌 흔적이 있었습니다 병원가서 진단서받아서 고발할려고 생각중입니다,1,0
좋아여 깨끗해여 또올께여,5,1
시설이 진짜 깨끗하고 새 제품들이라 좋았어요 로비에 커피 및 음료 그리고 라면 토스트등 먹거리도 많았어요 사장님도 정말 친절하십니다 가격도 저렴했고 한옥마을 남부시장등 전주 여행할때 가까워서 이동도 편했어요 박일 쉬다가 갔는데 여기에서 숙박하길 잘했어요 감사합니다,5,1
일단 무더운 날씨에 에어컨이 전혀 시원해지지도 않고 냄새도 났어요 그리고 샤워 호스는 다 녹이 쓸고 곰팡이도 심했고 냉온수 조절기도 고장이 났는지 움직이지지도 않고 전체적으로 최악이였어요 두번 다신 안가고싶은 숙소네요,0,0
객실 괜찮았고 조식도 좋았습니다 다만 객실이 추웠어요 아가들이랑 같이 자는데 기본이 도였고 도 잠깐 올라갔다 내려가고 하더라구요 그리고 침구추가도 되지 않았습니다 이 점이 좀 아쉽네요 침구추가 안되는 것과 기본온도가 너무 춥다는점 이거 빼면 침대 폭신해서 잘 자긴 했어요,3,0
항상 만족합니다 감사합니다,5,1
맘에들고 또 이용할거에요,5,1
부모님 모시고 처음으로 여행을 가봤는데 일단 룸 형식은 너무 마음에 들었습니다 체크인할때 프론트 직원 친절했습니다 수건도 넉넉히 주시구요 근대 수건이 물만 한번 닦으면 너무 쉰내가 나서 사용을 할수가 없었습니다 호텔 수건에 쉰내는 처음이라 당황스러웠습니다 그리고 정말 방음이 하나도 안됩니다 정말정말 시끄러워서 잠을 못잤습니다 문소리 복도소리 물소리 옆룸에서 대화하는소리도 다들렸습니다 또한 에어컨이 중앙이라 가동을 안해서 밤새 찬물샤워 번하고 땀으로 범벅 되서 혼났습니다 선풍기를 부탁드렸지만 없다고 하더군요 그날은 황사와 미세먼지가 심해서 창문도 못열었거든요,1,0
사장님은 친절 하셔서 기분 좋게 들어갔어요 여기 리뷰가 좋아서 기대했었는데 방금 대실 하고 나간 방인지 욕실엔 물로 청소하여 다 물이 묻어 있었고 슬리퍼 옆엔 남자 머리카락이 있어서 좀 그랬습니다 그리고 요즘 모텔에도 담배 재털이가 다 있나요 신축 모텔은 없던데 떡하니 담배재털이랑 성냥이 있어서 놀랬습니다 비흡연자인데 옷에 담배냄새도 좀 남아있어서 그랬어요,3,0
키 받아서 엘리베이터 타자마자 내부에서 화장실 지린내가 진동을 하고 룸 내부 화장실 구조는 세면대 샤워부스 변기가 전부 분리되어 있는데 변기 쪽엔 수도가 없어서 제대로 청소할 수 없는 구조라 위생적으로 최악이었습니다 벽에 벌레 때려죽인 자국 그대로 남아있는 건 덤이고요 여름인데 에어컨도 전혀 청소도 전혀 안 돼있어서 너무 불쾌했어요 목금 숙박이었는데 월 일 목요일 시 분경 방에 수건이 부족해서 카운터에 전화를 사진과 같이 여러 번 했고 숙소 내 전화기로도 서너 번 이상 걸었는데 일하기 귀찮은지 단 한 번을 받질 않네요 결국 옷 다 챙겨 입고 층 내려가서 직접 받아왔습니다그마저도 앉아서 폰 보면서 귀찮아하는 표정과 말투 최악이었네요 야자가 이렇게 관리를 대충 하는 곳인 줄 몰랐는데 정말 실망이 크고 저는 어느 지역으로 여행 가더라도 야자에서는 묵지 않을 것 같네요 리뷰를 애시당초 잘 안 쓰고 쓴다고 해도 좋은 내용만 쓰려고 하는 사람인데 이 숙소는 정말이지 너무했습니다 숙박하시려는 분들 참고하세요,0,0
바닥이 장판이여서 붕떠 있었고 이불에 피자국이 조금 있었는데 가격에 비해 크게 불편하지않았어요 가성비숙소로는 괜찮은거 같아요,3,0
청소상태가 안좋았습니다 바닥에 물이떨어져서 수건으로 닦았는데 시커멓게 수건이 변하더군요 객실내부 냄새도 담배찌든내인지 뭔지 냄새가 심하고 선풍기며 공기청정기에도 먼지가 보일정도니,2,0
전주 출장와서 근처 묵었던 숙박업소 중 만족도가 가장 높았던거 같아요 잘쉬다갑니다,5,1
좋아요 자주 이용하고 있어요 앞으로도 이용할 거 같아요 좋아요 자주 이용하고 있어요 앞으로도 이용할 거 같아요 좋아요 자주 이용하고 좋아요 자주 이용하고 있어요 앞으로도 이용할 거 같아요 좋아요 이용하고 이용하고 앞으로도 이용할 거 같아요 있어요 좋아요 자주 이용하고 있어요 앞으로도 이용할 거 같아요 좋아요 자주 이용하고 있어요 앞으로도 이용할 거 같아요 앞으로도 이용할 거 같아요 좋아요 자주 이용하고 있어요 앞으로도 이용할 거 같아요 좋아요 자주 이용하고 있어요 앞으로도 이용할 거 같아요 좋아요 자주 이용하고 있어요 앞으로도 이용할 거 같아요 좋아요 자주 이용하고 좋아요 자주 이용하고 있어요 앞으로도 이용할 거 같아요 좋아요 이용하고 이용하고 앞으로도 이용할 거 같아요 있어요 좋아요 자주 이용하고 있어요 앞으로도 이용할 거 같아요 좋아요 자주 이용하고 있어요 앞으로도 이용할 거 같아요 앞으로도 이용할 거 같아요 좋아요 자주 이용하고 있어요 앞으로도 이용할 거 같아요,5,1
방에서 조금 퀘퀘한 냄새가 나더라구오 시간이 지나니까 빠진건지 아님 익숙해져버린건지 욕실에 물기가 제거가 안되어있어서 미쓰러질뻔한거 빼곤 괜찮았어요 물기랑 냄새만 조금만 더 신경써주시면 좋을듯해요,3,0
안마의자 비데 스타일러 등 시설은 만족하나 방에서 담배에 쩔은 냄새로 안마의자는 앉기도 싫고 옷에까지 냄새가 배어서 스타일러를 사용해야 했습니다 남자 명이 자는 방 욕실에 긴 머리카락들이 있고 청소 상태가 그리 좋아 보이지는 않았습니다 비흡연자에게는 비추입니다,1,0
로비 주차장 객실 청결 서비스 모두모두 너무 만족스러웠어요 객실 바닥이 타일이라 더 깨끗했고 특히 화장실 인테리어가 너무 귀여웠어요 다른 애비뉴랑 헷갈렸지만 가까워서 금방 다시 찾아갔습니다,5,1
방을 두번이나 바꿨습니다 처음 배정받은 방은 매트에 커다란핏자국이 있었어요 차마 사진을 올릴수없을만큼 민망했습니다 매트자체에 손바닥만한 크기로 묻어있었는데 시트로 덮어놨더라구요 그걸 모를거라고 생각한건지 시트에 비칠만큼 진한핏자국이였는데참으로 놀라운 경험이였습니다 두번째방은 욕실변기옆이 물바다였는데 에어컨배수관에 문제가 생겨서 그렇다고하더군요 핏자국때문에 방을 바꾼건데 또 이런방을 주는 이유를 모르겠습니다 냉장고문쪽에도 문제가 있었고 냉장고안에는 김치냄새가 진동하더군요 침대시트에 알수없는 털도 몇가닥있었습니다 그래서 결국 방을 또 교체했는데 그나마 양호한방이였지만 침대시트에 머리카락이 또 있더군요 여긴 객실정비에 문제가 있는것같아요 청소하시는분들은 여기가 무슨 모텔급인줄아시는지 여기저기 지워지지않은 얼룩들이 있었습니다 생긴지 오래되지않은 곳이라 기대많이했는데 여기가격의 반값도 안되는 게스트하우스가 더 깨끗합니다 아무리 오래된 호텔도 청결하게 관리만 잘하면 제값주고 가도 아깝지 않은데 여긴 벌써 이렇게 관리가 엉망이네요 이런곳에 가서 굳이 머물고 싶을까요 전주에 자주 방문하고 여러곳을 머물면서 경험해보고 있는데 이곳의 경험은 처음이자 마지막이 될 것 같아요 핏자국의 트라우마가 꽤 오래갈듯 합니다,2,0
청결하고 조용하게 푹 쉬다 왔습니다,5,1
편하게 잘 쉬었읍니다 주차장도 넓고 좋아요,5,1
바닥이 장판이여서 붕떠 있었고 이불에 피자국이 조금 있었는데 가격에 비해 크게 불편하지않았어요 가성비숙소로는 괜찮은거 같아요,3,0
난방비 기름값을 아끼는 건지 방바닥은 차갑고 침대 전기 장판은 뜨겁고 최소한 방바닥 냉기는 없어야 하는거 아닌가요 침대 등은 뜨겁고 방 공기는 냉기가 흐르고,2,0
시설깔끔했으나 방음이 도 안되네요 옆방소리때문에 새벽시부터 깨서 아침시까지 못잤음 조용조용한 대화부터 웃음소리 신음소리 싹다들리네요 이런곳은 아무리 시설깔끔해도 다시는 가고싶지않아요 인테리어 할때 경비아낄려고 방과 방사이에 걍 합판한장쓴거같음 방음 최악중에 최악,2,0
침대쪽 안보이는곳 먼지투성이에 이불은 벌레사체로 물들어있고객실 위상상태 엉망임 재방문의사,2,0
건물은 오래되었지만 가격대비 괜찮습니다 만족스런 전주박이 되었습니다,5,1
대체로 만족하지만 욕실샤워기는 줄줄 물이세고 핑크빛곰팡이때는 끼어있고청결에 신경써 주셨음 하네요,3,0
시설이중화산동에서 나쁘지는않은데 주변에 유흥가가너무마나서 그것만빼면좋아요,5,1
특실이 저렴하게 나와서 이용했는데 더울정도로 따듯했습니다,2,0
사장님이 친절해요오,5,1
여사장님 너무 불친절하세요,1,0
주차공간 적습니다 외부에 주차해놓고 들어갔어요 주말에 원으로 사용했습니다 허름한건 둘째치고열쇠사용 들오가자마자 건물 자체에 은은하게 담배냄새가 나고 방에 들어가서도 담배냄새납니다 스타일러가 있어서 도착하자마자 바로 옷 넣어놨어요 냄새배기니까 그리고 침대에 유리조각같이 작은 알맹이들이 있어서 뒤척이면서 몸에 상처났어요 씻을때 따갑 화장실안에 재떨이가있어서 불키면 환풍구로 냄새가 계속 들어오더라구요 불 안키고 씻었습니다 흡연자한테는 좋은데 비흡연자한테는 별로인,2,0
신시가지 모텔은 처음 이용해봅니다 근처 주변 다른 모텔들에 비해 별점이 압도적으로 높아서 이용하기로 결정했고 아주 만족스러웠습니다 리모델링 한지 얼마 안되서 그런지 객실 냄새가 정말좋았어요 아무리 금연객실에 관리를 잘했다고해도 어딜가나 그 특유에 모텔객실 냄새가있는데 아지트는 정말 하나도 안났습니다 객실청결 상태도 좋았고 화장실도 넓어서 좋았습니다 다음에 또 신시가지에서 묵을일이 있으면 또 이용하겠습니다,5,1
주차공간 여유있어서 편했고 카운터분 굉장히 친절하게 응대해주셔서 기분 좋았어요 방도 따뜻하고 침구며 객실 전체적으로 깨끗해서 청결에 신경쓰신 느낌을 받아서 쾌적하고 편하게 쉴 수 있었어요,5,1
넷플릭스 티빙 유튜브 전부 시청 가능하고 주변에 음식점도 많아서 포장 배달해 먹기 정말 좋은 위치에 있어요 전주에서 여러 호텔 다녀봤지만 가격도 정말 저렴한 편이구요 제발 안 올려주셨으면 좋겠어요 청결 하나는 정말 최고로 인정하는 곳 입니다 사장님두 너무 너무 친절하시고 좋으세요,5,1
주차장도 충분하고 주변에 식당가도 많고 한옥마을에서 멀지 않은 편이라서 위치도 괜찮네요 시설이나 인테리어도 괜찮아요 깔끔하구요 다만 조식 인 서비스가 그냥 그래요 차가운 샌드위치 하나 주는데 저는 개인적으로 별로였음 그정도면 차라리 조식이 없어도 될듯해요 아이까지 명이서 차가운 샌드위치를 먹으려니 반 이상 버렸네요 그리고 저녁에 씻는데 세면대 아래에서 물이 새어 바닥에 물이 흘러서 아이가 저한테 오다가 넘어져서 다칠뻔했고 프론트 전화해서 얘기했는데 올라와서 손보시더니 이제 괜찮다고 하고 내려감 근데 이미 바닥이 흥건한데 그건 그대로 두고가더라구요 서비스는 그닥이네요 재이용은 안할듯해요,3,0
상대적으로 정말 깨끗하고 냄새도 안나고 정말 좋게 잤습니다 특히 가성비가 너무 좋아서 마음에 들었네요 스타일러 구비부터 침구류까지 정말 편히 쉬다가 갑니다 다음에도 이용 할 의향 있습니다,5,1
오래된 건물 리모델링 함 객실 상태도 불량하고 로션도 없음 수건 상태도 엉망,1,0
진짜오랜만에 방문했는데 여전히 깨끗하고 좋았어요,5,1
시설주차장 청결좋아요,5,1
사장님은 매우 친절해요 냄새에 민감한 사람들에겐 추천하기 힘든 숙소 처음 준 방에서 담배 냄새 많이 났음 냄새나는거 알고 계셨는지 들어갔는데 바로 전화주셔서 냄새 심하면 방 바꿔준다고 하심 방에서 담배 피지 말라고 써붙여놔도 담배피는 놈들은 대체 뭔생각일까 싶음 두번째 방 방 냉장고에 아무것도 없음 내려가서 물 받아옴 이건 그냥 직원 실수같음 에어컨 가동하는 동안 계속 역하고 퀴퀴한 냄새가 남계속 틀어 놓을 수 없을 정도의 냄새 다른거 다 헤프닝이고 상관없는데 여름이면 기본적으로 에어컨 필터 정도는 청소 좀 해줬으면,3,0
시설이 깨끗하고 고데기도 있어서 좋았어요,5,1
부모님 모시고 처음으로 여행을 가봤는데 일단 룸 형식은 너무 마음에 들었습니다 체크인할때 프론트 직원 친절했습니다 수건도 넉넉히 주시구요 근대 수건이 물만 한번 닦으면 너무 쉰내가 나서 사용을 할수가 없었습니다 호텔 수건에 쉰내는 처음이라 당황스러웠습니다 그리고 정말 방음이 하나도 안됩니다 정말정말 시끄러워서 잠을 못잤습니다 문소리 복도소리 물소리 옆룸에서 대화하는소리도 다들렸습니다 또한 에어컨이 중앙이라 가동을 안해서 밤새 찬물샤워 번하고 땀으로 범벅 되서 혼났습니다 선풍기를 부탁드렸지만 없다고 하더군요 그날은 황사와 미세먼지가 심해서 창문도 못열었거든요,1,0
티비가 커서 좋아요 넷플 보고 푹 쉬다가 왔어요 숙박은 아니지만 침대도 크고 푹신해요 다만 창문이 길가랑 가까워서 꼭 커튼 치고 쉬시는게 좋을것같아요,5,1
음 시설 좋았어요 침대도 넓고 일단 청소상태가 맘에 들었습니다 직원분 친절한건 두말할것도 없구요 자주 이용 할께용,5,1
여자 직원이 너무 공격적이네요 고객 응대 교육 및 마인드세팅이 아쉽습니다 호텔이미지 손상 방지를 위해 고언 드립니다,3,0
어린이날이 껴서 전주로 출장이 잡혔습니다 전주는 한옥마을때문인지 아니면 연휴가 길어서인지 방값이 이전에 출장왔을때랑 거의 배 이상 차이가 나더라구요 박을 해야하는 입장었고 꼭 트윈룸이어야해서 방을 알아봤는데 남은데가 딱 두군데 뿐이었고 그중에 하나가 테라호텔이었습니다 월 일부터 월 일까지 묵었는데 가격이 만원 좀 넘었습니다 일단 호텔 들어서자마자 냄새때문에 힘들었고 일때문에 컴퓨터책상을 이용했는데 도로 앞 창문을 열어놓은탓인지 청소가 제대로 안된건지는 모르겠지만 검정필통에 먼지가 가득 묻었습니다 제가 휴지에 물뭍혀서 다 닦았습니다 수건이 좀 더 필요해서 더 달라고해서 받아왔는데 옆이 전부 풀린 수건이 껴있었습니다 진짜 버려도 될만한 수건이요 그냥 발수건 했습니다 제일 경악한건 슬리퍼가 오염되서 얼룩덜룩한거 청소가 제대로 안되는거같아서 발더러워질까 슬리퍼를 신으려고 했는데 그 슬리퍼를 신느니 발에 먼지묻는게 더 나았습니다 옆방소리 윗방 층간소음등 진짜 총체적난국이었습니다 쉬어야하는데 쉴 수가 없었어요 이 날만 이런건지 원래 이런건지 알 수는 없지만 전주 출장을 또 오면 다시는 이용하고싶지 않습니다,1,0
터미널 근처중 가장 괜춘,5,1
저렴한 가격에 부담없이 이용하기 좋아요 주차장 넓고 온수도 잘 나오구요 주변에 음식점들이 별로 없어서 배달 시켜야하는 불편함 제외하면 낫뱃 입니다 재방문의사 있어요 아 침대에 겉 커버 말고 속 이불에 피인지 음식인지 많이 묻어있던데 한번씩 교체는 해주세요 찝찝해요,3,0
생각보다 시설이 너무 좋아서 놀랬습니다 방도 커서 놀랬고 텔레비전도 너무커서 좋았습니다 사장님도 친절하시게 어떤타입 하고싶으시냐고 물어보시고 생각보다 너무 깨끗하고 좋아서 만족합니다 다음번에 또 숙박하고싶은 곳이었습니다,5,1
카운터 사장님 친절하세요 방에서 담배냄새는 안나는데 복도에 담배냄새가 너무 심해서 숨막고 다녔어요 주차장 넓어서 좋았고 뜨거운물 잘 나옵니다,3,0
처음 방문인데 티비가 정말 어마어마하네요 잇을거다잇구 굿,3,0
주변 편의시설편의점 이용하기 편하고 방음도 잘 됩니다 관리도 잘 되있고 가성비로 좋습니다 방도 넓고 화장실도 깨끗하게 잘 관리되있고 온수도 잘 나오고 수압도 좋아요 침대헤드에 콘센트가 따로 있어 전자기기 충전도 편리합니다 주차공간도 넓어서 좋습니다 숙박업소 이용 할 일이 생기면 여기만 올꺼같아요 사장님도 친절하시고 침대도 푹신푹신하니 오랜만에 편안하게 잘 쉬었다가 갑니다 아주 좋습니다 사장님 번창하세요,5,1
욕실 개방형이고 중앙난방인데다가 침대에 전기장판도 없음 추워서 옷입고잠,3,0
수건은 냄새나고 욕조는 청소상태엉망여서 물때둥둥떠다녀서 몸좀담글랫더니 물때 덩어리떠돌아다녀서 이용못함사진속에보면 물때돌아다님나중에 더있었는데 그건안찍음,2,0
시설 서비스 청결 모두 만족스러운 숙박시설 입니다 전주에서 가성비 우수한 숙박시설 강추,5,1
다른걸 떠나서 너무 추워서 오들오들 떨었어요화장실도 너무 추워서 혼남,2,0
전주가면 항상 이용하는 곳입니다 깨끗하고 친절하신 사장님 사모님이 계신 곳입니다 룸 컨디션 청결 등 뭐하나 나무랄데가 없는 곳이라서 말이 더이상 필요 없겠네요 다음에도 또 이용할게요,5,1
정말담배냄새가 객실안을 채워서 환기에 환기를 거듭해도 빠지지않아 나가는 날에는 흡연실에 하루종일 있었던 사람처럼 목에 가래가끼고 폐가 아팠어요,0,0
객실에 문제가 있었으나 대처가 빠르고 깔끔해서 좋네여,5,1
한옥마을 놀러갔다가 예약한 숙소로 들어왔더니 우선적으로 욕조에 죽은 날파리들이 있어서 그냥 쓸어내리고 사용하려고 샤워기 물을 틀었더니 고장이네요 사장님께 연락 드렸더니 올라오셔서 확인해준다는 말만 하시고 올라오셔서 하는 말씀이 사과 한마디 없이 욕조 샤워기는 쓰지말고 어차피 욕조 물받는 용도니 그냥 사용하시면 안되냐 하시길래 여기 날파리들도 죽어있고 쓸어내리려면 사용해야 하지 않겠냐 말씀드렸더니 내려가서 빈방 있는지 확인하고 방 바꿔주신다고 하시긴 했는데 방 옮긴곳에도 날파리 사체들이 있네요 옮긴곳은 그래도 샤워기가 되서 쓸어내리고 사용했습니다 그리고 방이 너무 춥네요 여자친구가 자고 일어나서 코를 훌쩍거리네요 새벽에도 자다 깨기도하고 라디에이터가 있긴 한데 전체적으로 따뜻해지지는 않네요 기분좋게 전주 첫여행으로 놀러갔다가 마무리가 별로였네요 다음에는 안갈거같아요,0,0
수압이너무약해요,3,0
전주 잠깐 놀러가서 들리게 됐어요 깔끔하구 넓고 짱 좋았어요 특히 일층에 있던 아이스크림은 신세계 다음에도 올께욥,5,1
객실 청결이나 서비스는 괜찮았는데 물이 정말 잘 막히고 너무 안내려가서 씻을때 힘들었어요 물내려갈때까지 계속 기달리고 그리고 방음이 안되서 좀 그랬지만 너무 신경쓸정도는 아니였어요 잘 쉬다갑니다,3,0
색다른 모텔이에요 방도 넓고 각종 시설이나 청결이 다른 모텔에 비해 탁월하네요 접근성 또한 조아요 주차 편하고 사장님도 좋네요 침구나 침대 컨디션도 최상이었어요 다음에도 또 이용할꺼 같아요,5,1
방도 크고 생각보다 괜찮아요,5,1
