id,name,nickname,review_content,rating,write_date,source,교정된 내용,맞춤법 오류수
y_8_240,전주 브라운도트 덕진점,알렉산드리아태풍,대로변에있는 신축곤물느낌입니다 프론트부터 모탤으낌별로안나고 방이 넒고 깨끗그자체에요 난방도 잘되고 진짜 너무 만족하고 머물고갑니다,5,2022-07,y,대로변에 있는 신축곤물느낌입니다 프런트부터 모탤으낌별로안나고 방이 넓고 깨끗 그 자체에요 난방도 잘되고 진짜 너무 만족하고 머물고 갑니다,7
y_8_241,전주 브라운도트 덕진점,강문수,방음 잘 안되고 직원분 별로임,2,2021-07,y,방음 잘 안되고 직원분 별로임,0
y_8_242,전주 브라운도트 덕진점,비온뒤수채화,너무깔금한것이 매우 맘에들었고 이용하기 매우편했습니다 다음에도 브라운도트 다시 이용하고싶은 마음이 아쥬 큽니다,5,2021-07,y,너무 깔끔한 것이 매우 맘에 들었고 이용하기 매우 편했습니다 다음에도 브라운 도트 다시 이용하고 싶은 마음이 아주 큽니다,6
y_8_243,전주 브라운도트 덕진점,깡재워니,갑자기 가게된 전주라서 급하게 늦은입실로 더블이 마감되어서 디럭스랜덤배정으로 예약을 했습니다 근데 가서 입실해보니 더 크고 넓은 방으로 배정을 해주셨어요 디럭스룸 중에 제일 크지 않을까 싶었던 방이었습니다 왠만한 비즈니스 호텔보다 편하게 하루 쉬었습니다,5,2023-07,y,갑자기 가게 된 전주라서 급하게 늦은 입실로 더블이 마감되어서 디럭스 랜덤 배정으로 예약을 했습니다 근데 가서 입실해 보니 더 크고 넓은 방으로 배정을 해주셨어요 디럭스룸 중에 제일 크지 않을까 싶었던 방이었습니다 웬만한 비즈니스호텔보다 편하게 하루 쉬었습니다,6
y_8_244,전주 브라운도트 덕진점,신니야,여기에 쓴 돈만 얼만지 모르겠네요 여태껏 사용했던 곳 중에 제일 맘에 들어서 계속 이용중입니다 사장님께서 요청사항 다 들어주시고 친절하십니다 아주 좋아여 추천합니다,5,2023-07,y,여기에 쓴 돈만 얼만지 모르겠네요 여태껏 사용했던 곳 중에 제일 맘에 들어서 계속 이용 중입니다 사장님께서 요청사항 다 들어주시고 친절하십니다 아주 좋아요 추천합니다,2
y_8_245,전주 브라운도트 덕진점,능*****,깔끔해서 넘 좋아요 다만 난방이 중앙제어라 그런지 따로 조절 못하는 점이 아쉬웠어요 더울만큼 따듯하게 해주셔서 전반적으로 호텔같이 깔끔하고 좋아요 쿠폰도 알차게 적립중입니다,4,2023-07,y,깔끔해서 너무 좋아요 다만 난방이 중앙제어라 그런지 따로 조절 못하는 점이 아쉬웠어요 더울 만큼 따듯하게 해주셔서 전반적으로 호텔같이 깔끔하고 좋아요 쿠폰도 알차게 적립 중입니다,3
y_8_246,전주 브라운도트 덕진점,동진사마,업그레이드 감사합니다 청결하구 카운터 직원분 엄청친절하세요,5,2023-07,y,업그레이드 감사합니다 청결하고 카운터 직원분 엄청 친절하세요,2
y_8_247,전주 브라운도트 덕진점,실없는천왕성,무조건 북대에선 여기 오세요 인기많아서 방잡기 힘드니까 특히 대실은 있으면 바로여깁니다 몇천원 아낀다고 다른곳 가지마시고 깔끔하고 친절하곳에서 쉬다가시는게 훨씬 이득이예요 사장님도 넘 친절하셔서 잘쉬다갑니다,5,2023-07,y,무조건 북대에선 여기 오세요 인기 많아서 방 잡기 힘드니까 특히 대실은 있으면 바로 여깁니다 몇천 원 아낀다고 다른 곳 가지 마시고 깔끔하고 친절한 곳에서 쉬다 가시는 게 훨씬 이득이에요 사장님도 너무 친절하셔서 잘 쉬다 갑니다,11
y_8_248,전주 브라운도트 덕진점,웅파르타쿠스,깔끔하고 좋습니다 재방문 의사,4,2024-07,y,깔끔하고 좋습니다 재방문 의사,0
y_8_249,전주 브라운도트 덕진점,아무렇지않은폭스하운드,전북대에서는여기만가요 제일깔끔하고 침구류랑도편하고 그냥 전북대에서는여기가제일좋아요 편의점도바로앞이고 전북대랑도가까워서 술먹기도편하구요 고데기도 필요하면 카운터에 달라고하면되요 깔끔합디,5,2023-07,y,전북대에서는 여기만 가요 제일 깔끔하고 침구류랑도 편하고 그냥 전북대에서는 여기가 제일 좋아요 편의점도 바로 앞이고 전북대랑도 가까워서 술 먹기도 편하고요 고데기도 필요하면 카운터에 달라고 하면 돼요 깔끔함 디,9
y_8_250,전주 브라운도트 덕진점,울릉도모과,정말 좋았어요 깨끗한게 최고였여요 침대랑 침구가 너무 좋아서 편안하게 꿀잠 잤습니다 감사합니다,5,2023-07,y,정말 좋았어요 깨끗한 게 최고였여요 침대랑 침구가 너무 좋아서 편안하게 꿀잠 잤습니다 감사합니다,1
y_8_251,전주 브라운도트 덕진점,지몽s,잘 쉬었어요,4,2022-07,y,잘 쉬었어요,0
y_8_252,전주 브라운도트 덕진점,대량적인파리,깨끄솨고 숙박하기에 좋았습니다,4,2024-07,y,깨끄솨고 숙박하기에 좋았습니다,1
y_8_253,전주 브라운도트 덕진점,스위스비숑프리제,깨끗하고 시설도 좋아여 이 가격대에 최고의 컨디션입니당 전에는 욕실 있는 방이었는데 이번에는 없는 방이었어요 진짜 랜덤인가봐여 근데 둘 다 깨끗하니 정말 좋았어요 다만 화장실 통유리라 방음도 안되고 화장실 밖에서 볼일보규 있는거 다 보여요 진짜 창피하고 볼까봐 걱정돼요,5,2023-07,y,깨끗하고 시설도 좋아요 이 가격대에 최고의 컨디션입니다 전에는 욕실 있는 방이었는데 이번에는 없는 방이었어요 진짜 랜덤인가 봐요 근데 둘 다 깨끗하니 정말 좋았어요 다만 화장실 통유리라 방음도 안되고 화장실 밖에서 볼일 보기 있는 거 다 보여요 진짜 창피하고 볼까 봐 걱정돼요,6
y_8_254,전주 브라운도트 덕진점,망고구마z,위치나 전체적인 분위기 너무좋아요 위치나 전체적인 분위기 너무좋아요 위치나 전체적인 분위기 너무좋아요 위치나 전체적인 분위기 너무좋아요 위치나 전체적인 분위기 너무좋아요 위치나 전체적인 분위기 너무좋아요,5,2024-07,y,위치나 전체적인 분위기 너무 좋아요 위치나 전체적인 분위기 너무 좋아요 위치나 전체적인 분위기 너무 좋아요 위치나 전체적인 분위기 너무 좋아요 위치나 전체적인 분위기 너무 좋아요 위치나 전체적인 분위기 너무 좋아요,6
y_8_255,전주 브라운도트 덕진점,13968838,새로 리모델링 한 곳인지 정말 너무 깨끗하고 좋았어요 일단 테이블이 넓어서 짐이 많은 저에게 딱이었구요 방도 따뜻하고 좋았습니다 다만 불편한 점을 굳이 고르자면 충전기와 고데기를 대여해야한다는 점,5,2021-07,y,새로 리모델링 한 곳인지 정말 너무 깨끗하고 좋았어요 일단 테이블이 넓어서 짐이 많은 저에게 딱이었고요 방도 따뜻하고 좋았습니다 다만 불편한 점을 굳이 고르자면 충전기와 고데기를 대여해야 한다는 점,2
y_8_256,전주 브라운도트 덕진점,여행가는피글렛,들어가서 냄새 너무 좋아서 기분 좋았어요 화장실 문이 유리문이라 참고 하시고 가세요 밤에는 뜨끈하게 방바닥 데워주셔서 잘 자고 왔습니당,5,2024-07,y,들어가서 냄새 너무 좋아서 기분 좋았어요 화장실 문이 유리문이라 참고하시고 가세요 밤에는 뜨끈하게 방바닥 데워주셔서 잘 자고 왔습니다,2
y_8_257,전주 브라운도트 덕진점,체고다,깔끔하고 좋아요 근데 방음이 살짝 안되는거 같네요 엘베 기다리다가 다른방에서 나는 소리를 들어버렸어요,5,2022-07,y,깔끔하고 좋아요 근데 방음이 살짝 안되는 거 같네요 엘베 기다리다가 다른 방에서 나는 소리를 들어버렸어요,2
y_8_258,전주 브라운도트 덕진점,땡그란사령장,여기 진짜 깨끗하고 방 상태도 맘에 들어서 너무 좋은데 방음이 너무 안 되네요 앞 방 대화 소리나 민망한 소리까지 너무 잘 들려요 이 부분만 개선 되면 완벽할 것 같습니다,5,2023-07,y,여기 진짜 깨끗하고 방 상태도 맘에 들어서 너무 좋은데 방음이 너무 안 되네요 앞 방 대화 소리 나 민망한 소리까지 너무 잘 들려요 이 부분만 개선되면 완벽할 것 같습니다,2
y_8_259,전주 브라운도트 덕진점,썩지,친절도 제로 룸에 충전기 없으면 입실할때 안내를 해주면 좋지 않음 말투 졸라 퉁명스러워서 똑같이 하니까 졸라 처다봄 시 입실 이라길래 알았다고 하고 대기 하니까 자기 게임 졸라하다 눈치보였는지 먼저 입실할꺼냐 물어봄 분전에 청결 제로 바닥에 왠 여자 머리카락이 글케 많은지 방도 엄청 습하고 맛이가는건 에어컨에 곰팡이가 눈에 보임 출장시 룸업그레이드 해준다는거 거짓임 그럴줄알앗음 윗단계 룸 예약했을꺼임 가본 브라운도트 중 최악중 최악 리뷰도 첨으로 길게써봄,1,2024-07,y,친절도 제로 룸에 충전기 없으면 입실할 때 안내를 해주면 좋지 않음 말투 졸라 퉁명스러워서 똑같이 하니까 졸라 쳐다봄 시 입실이라길래 알았다고 하고 대기하니까 자기 게임 졸라 하다 눈치 보였는지 먼저 입실할 거냐 물어봄 분전에 청결 제로 바닥에 웬 여자 머리카락이 그렇게 많은지 방도 엄청 습하고 맛이 가는 건 에어컨에 곰팡이가 눈에 보임 출장 시 룸 업그레이드해 준다는 거 거짓임 그럴 줄 알았음 위 단계 룸 예약했을 거임 가본 브라운 도트 중 최악 중 최악 리뷰도 첨으로 길겠어봄,18
y_8_260,전주 브라운도트 덕진점,10637014,룸컨디션 좋아요 화장실이 크네요 침구에 락스냄새가 나서좀거슬리긴한것빼고 괜찮았어요,3,2023-07,y,룸 컨디션 좋아요 화장실이 크네요 침구에 락스 냄새가 나서 좀 거슬리긴 한 것 빼고 괜찮았어요,3
y_8_261,전주 브라운도트 덕진점,안채뚱,자주 가는 곳이에요 깨끗하고 인테리어가 깔끔해서 좋아요,5,2023-07,y,자주 가는 곳이에요 깨끗하고 인테리어가 깔끔해서 좋아요,0
y_8_262,전주 브라운도트 덕진점,안채뚱,전주에서는 브라운은 덕진이 넓고 제일 좋은거같아요,5,2023-07,y,전주에서는 브라운은 덕진이 넓고 제일 좋은 거 같아요,1
y_8_263,전주 브라운도트 덕진점,전라북도고량주,방 업그레이드도 해주시고 깔끔해서 항상 잘 가고 있어요,5,2023-07,y,방 업그레이드도 해주시고 깔끔해서 항상 잘 가고 있어요,0
y_8_264,전주 브라운도트 덕진점,효과적인비행기,믿고가는브라운도트 아주조아요 방넓어요 깨끗햐요 포근해요 최고엿습미다 덕진동 오면 숙소눈 곡 여기로 오새용 믿고가는브라운도트 아주조아요 방넓어요 깨끗햐요 포근해요 최고엿습미다 덕진동 오면 숙소눈 곡 여기로 오새용,5,2023-07,y,믿고 가는 브라운 도트 아주 좋아요 박 넓어요 깨끗해요 포근해요 최고엿습미다 덕진동 오면 숙소 눈 곡 여기로 오세용 믿고 가는 브라운 도트 아주 좋아요 박 넓어요 깨끗해요 포근해요 최고엿습미다 덕진동 오면 숙소 눈 곡 여기로 오세용,14
y_8_265,전주 브라운도트 덕진점,레몬자몽,체크인시간이 늦은만큼 체크아웃 시간이 늦어서좋아요,5,2023-07,y,체크인 시간이 늦은 만큼 체크아웃 시간이 늦어서 좋아요,3
y_8_266,전주 브라운도트 덕진점,구*****,항상 가는 곳인데 최고에요 돈도 저렴하고 좋아요 진짜 시설도 깨끗하고 쿠폰 모으것도 너무 재미있어요 다음엔 더불 피시 가서 재밌게 놀고싶어요 전북대에서 가장 깔끔한 숙소,5,2023-07,y,항상 가는 곳인데 최고예요 돈도 저렴하고 좋아요 진짜 시설도 깨끗하고 쿠폰 모으건도 너무 재미있어요 다음엔 더불 피시 가서 재밌게 놀고 싶어요 전북대에서 가장 깔끔한 숙소,3
y_8_267,전주 브라운도트 덕진점,기기길,깔끔하고 청결상태 최상 입니다,5,2022-07,y,깔끔하고 청결상태 최상입니다,1
y_8_268,전주 브라운도트 덕진점,분주한두꺼비,깨끗하구 좋아용 깨끗하구 깨끗하구 좋아용 깨끗하구 좋아용 깨끗하구 좋아용 깨끗하구 깨끗하구 좋아용 깨끗하구 좋아용 깨끗하구 깨끗하구 좋아용 깨끗하구 좋아용 깨끗하구 좋아용 깨끗하구 깨끗하구 좋아용,5,2024-07,y,깨끗하고 좋아요 깨끗하고 깨끗하고 좋아요 깨끗하고 좋아요 깨끗하고 좋아요 깨끗하고 깨끗하고 좋아요 깨끗하고 좋아요 깨끗하고 깨끗하고 좋아요 깨끗하고 좋아요 깨끗하고 좋아요 깨끗하고 깨끗하고 좋아요,24
y_8_269,전주 브라운도트 덕진점,gajae,청결이 좋습니다 굿,4,2023-07,y,청결이 좋습니다 굿,0
y_8_270,전주 브라운도트 덕진점,조각배나,깨끗하고 좋아여 인테리어도 굿,5,2023-07,y,깨끗하고 좋아요 인테리어도 굿,1
y_8_271,전주 브라운도트 덕진점,5807586,방 업그레이드 해주신건 좋았으나 청소가 덜 되서 앞에서 쓴 치약 껍데기도 남아있고 쇼파에 얼룩같은게 너무 많아서 찝찝했습니다,3,2023-07,y,방 업그레이드해 주신 건 좋았으나 청소가 덜 돼서 앞에서 쓴 치약 껍데기도 남아있고 소파에 얼룩 같은 게 너무 많아서 찝찝했습니다,4
y_8_272,전주 브라운도트 덕진점,못지않은바닥,좋은 금액에 이용했습니다,4,2024-07,y,좋은 금액에 이용했습니다,0
y_8_273,전주 브라운도트 덕진점,오이키,출장중 이용했어요 친절하고 좋아요,5,2023-07,y,출장 중 이용했어요 친절하고 좋아요,1
y_8_274,전주 브라운도트 덕진점,조달래,주차장도 넓고 내부도 깔끔해서 좋았어요,4,2024-07,y,주차장도 넓고 내부도 깔끔해서 좋았어요,0
y_8_275,전주 브라운도트 덕진점,7174476,객실상태 너무좋고 베개 진짜 편했어요,5,2021-07,y,객실 상태 너무 좋고 베개 진짜 편했어요,2
y_8_276,전주 브라운도트 덕진점,kano,진짜 넓고 깔끔하고 좋았어요 재방문 의사 너무너무 있어요 진짜 넓고 깔끔하고 좋았어요 재방문 의사 너무너무 있어요 진짜 넓고 깔끔하고 좋았어요 재방문 의사 너무너무 있어요,5,2023-07,y,진짜 넓고 깔끔하고 좋았어요 재방문 의사 너무너무 있어요 진짜 넓고 깔끔하고 좋았어요 재방문 의사 너무너무 있어요 진짜 넓고 깔끔하고 좋았어요 재방문 의사 너무너무 있어요,0
y_8_277,전주 브라운도트 덕진점,최김,제가 갓던곳중에 베스트에 속해요 짱짱,5,2021-07,y,제가 갔던 곳 중에 베스트에 속해요 짱짱,1
y_8_278,전주 브라운도트 덕진점,네오텍코리아,다 좋은데 침대하고 이불이 오래 되어 쿠션이 완전 꽝 입니다 참고 하세요,3,2024-07,y,다 좋은데 침대하고 이불이 오래되어 쿠션이 완전 꽝입니다 참고하세요,3
y_8_279,전주 브라운도트 덕진점,김뽁스,저렴하고 좋았어요 냉장고 소리가 조금 시끄러워요,4,2022-07,y,저렴하고 좋았어요 냉장고 소리가 조금 시끄러워요,0
y_8_280,전주 브라운도트 덕진점,안채뚱,따뜻하게 잘 쉬다 갔습니다 모든게 다 만족,5,2023-07,y,따뜻하게 잘 쉬다 갔습니다 모든 게 다 만족,1
y_8_281,전주 브라운도트 덕진점,경솜이,깨끗하고 좋았어요,4,2024-07,y,깨끗하고 좋았어요,0
y_8_283,전주 브라운도트 덕진점,강호팀장,너무너무 좋아요,5,2022-07,y,너무너무 좋아요,0
y_8_284,전주 브라운도트 덕진점,아무렇지않은폭스하운드,방따뜻하고갈끔하고좋네요,5,2023-07,y,방 따뜻하고 깔끔하고 좋네요,1
y_8_285,전주 브라운도트 덕진점,김태헌이,깨끗하고 잘쉬고갑니다,5,2023-07,y,깨끗하고 잘 쉬고 갑니다,1
y_8_286,전주 브라운도트 덕진점,10885485,깨끗해서 좋아요 담에 전주가면 또 이용할려구요,5,2023-07,y,깨끗해서 좋아요 담에 전주 가면 또 이용하려고요,2
y_8_287,전주 브라운도트 덕진점,정재상1,깔끔하고 괜찮은컨디션이에요,5,2022-07,y,깔끔하고 괜찮은 컨디션이에요,1
y_8_288,전주 브라운도트 덕진점,오래된가요,아주 깨끗하고 좋습니다 종종이용하겠습니다 비오는날이라 운치동 있고 좋네요 약간 방음이 안되서 옆방 소리가 살짝 들리지만 심한 정도는 아닙니다 세면도구도 쓸만하고 잘이용했습니다,4,2023-07,y,아주 깨끗하고 좋습니다 종종 이용하겠습니다 비 오는 날이라 운치도 있고 좋네요 약간 방음이 안돼서 옆방 소리가 살짝 들리지만 심한 정도는 아닙니다 세면도구도 쓸만하고 잘 이용했습니다,5
y_8_289,전주 브라운도트 덕진점,류황기,깨끗하고 직원분이 친절하세요,5,2023-07,y,깨끗하고 직원분이 친절하세요,0
y_8_290,전주 브라운도트 덕진점,뭘보냐아,좋아요오오오어어오어어,5,2023-07,y,좋아요오오오어어오어어,1
y_8_291,전주 브라운도트 덕진점,소소하고희망찬리트리버,믿고 가는 브라운도트 최고,5,2024-07,y,믿고 가는 브라운 도트 최고,1
y_8_292,전주 브라운도트 덕진점,라커,아주좋앗어요 덤에또오깨요,5,2024-07,y,아주 좋았어요 덤에 또 오께요,2
y_8_293,전주 브라운도트 덕진점,다름3,숙소의 청결상태가 좋았어요 방음도 좋아서 잠을 푹 잘수있었어요 물의 수압도 쎄서 샤워하는데 편했어요 어매니티는 어느정도 기본적인 수준은 충분한것같아요 주차장도 괜찮아서 주차하는데 어려움이 없었어요,3,2023-07,y,숙소의 청결상태가 좋았어요 방음도 좋아서 잠을 푹 잘 수 있었어요 물의 수압도 세서 샤워하는데 편했어요 어메니티는 어느 정도 기본적인 수준은 충분한 것 같아요 주차장도 괜찮아서 주차하는데 어려움이 없었어요,5
y_8_294,전주 브라운도트 덕진점,선유도공원보랑,자주가지만 항상좋습니다,5,2022-07,y,자주 가지만 항상 좋습니다,2
y_8_295,전주 브라운도트 덕진점,여니여니연,깔끔하니 좋아요 핸드폰충전포트가 있으면 좋겠어요,5,2024-07,y,깔끔하니 좋아요 핸드폰 충전 포트가 있으면 좋겠어요,1
y_8_296,전주 브라운도트 덕진점,열심히한번해보자77,음방에 슬리퍼도 없고 벽에 방이 약간 추덥라구요,2,2024-07,y,음방에 슬리퍼도 없고 벽에 방이 약간 추덥라구요,1
y_8_297,전주 브라운도트 덕진점,웅이82생,깔끔하고 좋은데물이잘안내려갑니다,3,2023-07,y,깔끔하고 좋은데 물이 잘 안 내려갑니다,1
y_8_298,전주 브라운도트 덕진점,59세노인,건물 외관은 깔끔하고 예뻤고 방 크기도 큰 편이였지만 눈에 잘 안보이는 부분까지는 청소를 안하시는 것 같아요 티비 뒤쪽에 먼지 많이 쌓여있었고 쇼파가 더러워서 안앉았습니다 침구류도 오래되어서 그런가 흰 색은 아니고 때가 탄 상태였어요 그래도 욕조도 있고 방이 넓어서 좋았습니다,2,2024-07,y,건물 외관은 깔끔하고 예뻤고 방 크기도 큰 편이였지만 눈에 잘 안 보이는 부분까지는 청소를 안 하시는 것 같아요 티브이 뒤쪽에 먼지 많이 쌓여있었고 소파가 더러워서 안 앉았습니다 침구류도 오래되어서 그런가 흰색은 아니고 때가 탄 상태였어요 그래도 욕조도 있고 방이 넓어서 좋았습니다,6
y_8_299,전주 브라운도트 덕진점,파닥이는병어,사진처럼 체크인 시 포인트 현장적립이라고 써있길래 카운터 직원 분한테 말했더니 현장결제 기준이라고 함 카운터 직원 분에게 어플에 현장결제에 대한 내용은 전혀 없고 체크인 시 포인트 현장적립 이라고 쓰여있다고 직접 화면을 보여주니 제대로 보지도 않고 안된다는 말만 반복하길래 그냥 숙소로 올라옴 애초에 현장결제 시에만 포인트 적립이 가능하다면 현장결제와는 관련 없는 선예약 어플인 여기어때에 왜 저런 문구를 기입해놨는지 모르겠을 뿐더러 문장 어디에도 현장결제 시 라는 말이 들어가있지 않아서 눈탱이 맞은 기분이었음 오해하는 손님이 없도록 좀 더 확실하게 기입을 해놓으셔야 할 것 같습니다,1,2024-07,y,사진처럼 체크인 시 포인트 현장 적립이라고 쓰여있길래 카운터 직원분한테 말했더니 현장 결제 기준이라고 함 카운터 직원분에게 앱에 현장 결제에 대한 내용은 전혀 없고 체크인 시 포인트 현장 적립이라고 쓰여있다고 직접 화면을 보여주니 제대로 보지도 않고 안된다는 말만 반복하길래 그냥 숙소로 올라옴 애초에 현장 결제 시에만 포인트 적립이 가능하다면 현장 결제와는 관련 없는 선 예약 앱인 여기 어때에 왜 저런 문구를 기입해놨는지 모르겠을뿐더러 문장 어디에도 현장 결제 시라는 말이 들어가 있지 않아서 눈퉁이 맞은 기분이었음 오해하는 손님이 없도록 좀 더 확실하게 기입을 해놓으셔야 할 것 같습니다,18
y_8_300,전주 브라운도트 덕진점,전갈자리무릎바지,새벽 내내 시끄럽고 방에 먼지굴러다니고진짜 최악이었어요,1,2024-07,y,새벽 내내 시끄럽고 방에 먼지 굴러다니고 진짜 최악이었어요,1
y_8_301,전주 브라운도트 덕진점,봉동너구리,위치좋고 가성비 좋습니다,3,2025-07,y,위치 좋고 가성비 좋습니다,1
y_8_302,전주 브라운도트 덕진점,주관적인점심,세상 저렴하게 이용했어요 객실도 충분히 넓어서 하루 숙박하기 좋았습니다,5,2025-07,y,세상 저렴하게 이용했어요 객실도 충분히 넓어서 하루 숙박하기 좋았습니다,0
y_9_001,전주 노이 호텔,안개낀부둣가,점수기준 점최하 점수 점아쉬운점수 점아주 만족 주차장점 서비스친절도점 객실 청결도점 욕실화장실 만족도점 물이 미지근 하고 욕실 조명 어두움호 욕실용품각종 어메니티 만족도점 침대매트리스 만족도점 침구류 청결도점 냉장고점 방음점 냉 난방점 티브이크기점 각종 만족도점 컴퓨터 사용 만족도점 실내 조명 만족도점 재방문의사점,5,2025-07,y,점수 기준 점최하 점수 점 아쉬운 점수 점이 아주 만족 주차 장점 서비스 친절도 점 객실 청결도 점 욕실 화장실 만족도점 물이 미지근하고 욕실 조명 어두움호 욕실용품 각종 어메니티 만족도점 침대 매트리스 만족도점 침구류 청결도 점 냉장 고점 방음점 냉 난 박점 티브이 크기점 각종 만족도점 컴퓨터 사용 만족도점 실내조명 만족도점 재방문의 사 점,18
y_9_002,전주 노이 호텔,안개낀부둣가,점수기준 점최하 점수 점아쉬운점수 점아주 만족 주차장점 서비스친절도점 객실 청결도점 욕실화장실 만족도점 욕실용품각종 어메니티 만족도점 침대매트리스 만족도점 침구류 청결도점 냉장고점 방음점 냉 난방점 티브이크기점 각종 만족도점 컴퓨터 사용 만족도점 실내 조명 만족도점 재방문의사점,5,2025-06,y,점수 기준 점최하 점수 점 아쉬운 점수 점이 아주 만족 주차 장점 서비스 친절도 점 객실 청결도 점 욕실 화장실 만족도점 욕실용품 각종 어메니티 만족도점 침대 매트리스 만족도점 침구류 청결도 점 냉장 고점 방음점 냉 난 박점 티브이 크기점 각종 만족도점 컴퓨터 사용 만족도점 실내조명 만족도점 재방문의 사 점,16
y_9_003,전주 노이 호텔,쌔퀴,제가 정말 애정하는 호텔입니다일때문에 정말 많이 이용하고있습니다 가격도 주변대비 저렴한편이고 정말 큰 티비와 각방마다스타일러 있고 물이며 음료며 넉넉하게 구비되어있습니다특히 청소상태가 좋은편입니다 화장실 청소상태가 항상 좋고 침대커버와 베게커버도 항상 매일교체하는거 같습니다 주차장은 협소한편이라 근처 대로변이나 도보 분거리에공용무료주창에 주차하고 가시는걸 추천드립니다 아니면퇴실일찍하실때 매우 힘드실수있어요 엄청 좁거든요그외어 완벽한곳입니다 만족스럽습니다,5,2025-06,y,제가 정말 애정하는 호텔입니다 일 때문에 정말 많이 이용하고 있습니다 가격도 주변 대비 저렴한 편이고 정말 큰 티브이와 각 방마다 스타일러 있고 물이며 음료며 넉넉하게 구비되어 있습니다 특히 청소상태가 좋은 편입니다 화장실 청소상태가 항상 좋고 침대커버와 베개커버도 항상 매일 교체하는 거 같습니다 주차장은 협소한 편이라 근처 대로변이나 도보 분 거리에 공용 무료 주창에 주차하고 가시는 걸 추천드립니다 아니면 퇴실 일찍 하실 때 매우 힘드실 수 있어요 엄청 좁거든요 그 외 어 완벽한 곳입니다 만족스럽습니다,17
y_9_004,전주 노이 호텔,능글맞은민소매,이번 주 원재료 부족으로 유급휴가를 받았다 갑작스러운 휴가에 어딜 가기도 그렇고 날도 더운데 호캉스를 떠나기로 결정 아중리 숙소 중 가격과 가능 숙소를 찾았다 노이호텔 첫날은 만원 둘째 날과 셋째 날은 원 박 일동안 숙소비는 뭔으로 해결 넷플릭스 보면서 시간을 보냈다 에어컨 빵빵하고 입실 시 퇴실 시로 시간의 시간이 확보되었다 아쉬운 점은 청소상태가 살짝 불량인듯 머리카락이 좀 아쉽고 수압도 살짝 그래도 가성비로는 좋았다,4,2025-07,y,이번 주 원재료 부족으로 유급휴가를 받았다 갑작스러운 휴가에 어딜 가기도 그렇고 날도 더운데 호캉스를 떠나기로 결정 안중리 숙소 중 가격과 가능 숙소를 찾았다 노이 호텔 첫날은 만원 둘째 날과 셋째 날은 원 박 일 동안 숙소비는 뭔 자로 해결 넷플릭스 보면서 시간을 보냈다 에어컨 빵빵하고 입실 시 퇴실 시로 시간의 시간이 확보되었다 아쉬운 점은 청소상태가 살짝 불량인 듯 머리카락이 좀 아쉽고 수압도 살짝 그래도 가성비로는 좋았다,6
y_9_006,전주 노이 호텔,민망한삵,우선 가장 인상 깊었던 점은 카운터 보시는 분이 굉장히 친절하셨습니다 그래서 차적으로 기분이 좋았구요 방에 들어 갔는데 굉장히 산뜻해서 차적으로 기분이 좋았습니다 또 청결하기도 하구요 욕실에 샴푸랑 바디워시도 냄새가 좋았습니다 침대도 일반 모텔보다는 큰 거 같았습니다 방 크기랑 인테리어는 전체적으로 심플합니다 아 개인적으로 조명이 좋더라구요 주차에 관해서 말하자면 주차장 크기는 평범하다고 보시면 됩니다 다음에 또 재방문 의사 있습니다 좋네요,5,2025-07,y,우선 가장 인상 깊었던 점은 카운터 보시는 분이 굉장히 친절하셨습니다 그래서 차적으로 기분이 좋았고요 방에 들어갔는데 굉장히 산뜻해서 차적으로 기분이 좋았습니다 또 청결하기도 하고요 욕실에 샴푸랑 보디워시도 냄새가 좋았습니다 침대도 일반 모텔보다는 큰 거 같았습니다 방 크기랑 인테리어는 전체적으로 심플합니다 아 개인적으로 조명이 좋더라고요 주차에 관해서 말하자면 주차장 크기는 평범하다고 보시면 됩니다 다음에 또 재방문 의사 있습니다 좋네요,5
y_9_007,전주 노이 호텔,모텔전도사,출장차 처음 방문하는 숙소입니다 차량 네비게이션 이용해서 처음 가는 길이지만 너무 싑게 찾을 수 있었어요 주변에 식당과 편의점 등이 있어 간단한 식사와 물품 구입을 편히 할 수 있어 좋았구요 건물 외관 깨끗하고 주차장도 넓어서 편하게 주차 가능해요 출장차 처음 방문하는 숙소입니다 차량 네비게이션 이용해서 처음 가는 길이지만 너무 싑게 찾을 수 있었어요 주변에 식당과 편의점 등이 있어 간단한 식사와 물품 구입을 편히 할 수 있어 좋았구요 건물 외관 깨끗하고 주차장도 넓어서 편하게 주차 가능해요,5,2025-07,y,출장차 처음 방문하는 숙소입니다 차량 내비게이션 이용해서 처음 가는 길이지만 너무 싑게 찾을 수 있었어요 주변에 식당과 편의점 등이 있어 간단한 식사와 물품 구입을 편히 할 수 있어 좋았고요 건물 외관 깨끗하고 주차장도 넓어서 편하게 주차 가능해요 출장차 처음 방문하는 숙소입니다 차량 내비게이션 이용해서 처음 가는 길이지만 너무 싑게 찾을 수 있었어요 주변에 식당과 편의점 등이 있어 간단한 식사와 물품 구입을 편히 할 수 있어 좋았고요 건물 외관 깨끗하고 주차장도 넓어서 편하게 주차 가능해요,6
